id,species,group,identifier,symbol,entrez_id,percentage,score,unique_grouping
2008,Danio rerio,1063,ENSDARP00000017790,gclc,326857,100%,1,1367-rerio:sapiens
2009,Homo sapiens,1063,ENSP00000229416,GCLC,2729,100%,1,1367-rerio:sapiens
2010,Danio rerio,344,ENSDARP00000023515,gclm,333974,100%,1,7042-rerio:sapiens
2011,Homo sapiens,344,ENSP00000359258,GCLM,2730,100%,1,7042-rerio:sapiens
2012,Danio rerio,343,ENSDARP00000058425,sirt6,415161,100%,1,7052-rerio:sapiens
2013,Homo sapiens,343,ENSP00000337332,SIRT6,51548,100%,1,7052-rerio:sapiens
2014,Danio rerio,730,ENSDARP00000015105,rae1,393973,100%,1,2944-rerio:sapiens
2015,Homo sapiens,730,ENSP00000379182,RAE1,8480,100%,1,2944-rerio:sapiens
2016,Danio rerio,817,ENSDARP00000093021,pdpk1a,768202,90%,1,2420-rerio:sapiens
2017,Homo sapiens,817,ENSP00000344220,PDPK1,5170,100%,1,2420-rerio:sapiens
2018,Danio rerio,1022,ENSDARP00000034180,mlh1,393632,100%,1,1494-rerio:sapiens
2019,Homo sapiens,1022,ENSP00000231790,MLH1,4292,100%,1,1494-rerio:sapiens
2020,Danio rerio,700,ENSDARP00000066390,csnk1e,100006858,84%,1,3154-rerio:sapiens
2021,Homo sapiens,700,ENSP00000380044,CSNK1E,1454,100%,1,3154-rerio:sapiens
2022,Danio rerio,468,ENSDARP00000066499,stub1,324243,100%,1,5433-rerio:sapiens
2023,Homo sapiens,468,ENSP00000219548,STUB1,10273,100%,1,5433-rerio:sapiens
2024,Danio rerio,512,ENSDARP00000006004,PPM1D (1 o,492468,100%,1,4912-rerio:sapiens
2025,Danio rerio,512,ENSDARP00000018669,ppm1d,394065,NULL,0.052,4912-rerio:sapiens
2026,Homo sapiens,512,ENSP00000306682,PPM1D,8493,100%,1,4912-rerio:sapiens
2027,Danio rerio,493,ENSDARP00000036490,chek2,336998,100%,1,5116-rerio:sapiens
2028,Homo sapiens,493,ENSP00000372023,CHEK2,11200,100%,1,5116-rerio:sapiens
2029,Danio rerio,997,ENSDARP00000018261,pck1,378727,99%,1,1573-rerio:sapiens
2030,Homo sapiens,997,ENSP00000319814,PCK1,5105,91%,1,1573-rerio:sapiens
2031,Danio rerio,530,ENSDARP00000034827,arhgap1,550478,100%,1,4705-rerio:sapiens
2032,Homo sapiens,530,ENSP00000310491,ARHGAP1,392,99%,1,4705-rerio:sapiens
2033,Danio rerio,1080,ENSDARP00000004223,arntl1a,58098,100%,1,1302-rerio:sapiens
2034,Danio rerio,1080,ENSDARP00000089031,arntl1b,352935,NULL,0.228,1302-rerio:sapiens
2035,Homo sapiens,1080,ENSP00000384517,ARNTL,406,100%,1,1302-rerio:sapiens
2036,Danio rerio,1144,ENSDARP00000014377,clock,30140,99%,1,1148-rerio:sapiens
2037,Homo sapiens,1144,ENSP00000308741,CLOCK,9575,100%,1,1148-rerio:sapiens
2038,Danio rerio,604,ENSDARP00000072319,hic1,436585,99%,1,3957-rerio:sapiens
2039,Homo sapiens,604,ENSP00000314080,HIC1,3090,100%,1,3957-rerio:sapiens
2040,Danio rerio,2037,ENSDARP00000078119,PAPPA (2 o,100004323,100%,1,269-rerio:sapiens
2041,Homo sapiens,2037,ENSP00000330658,PAPPA,5069,100%,1,269-rerio:sapiens
2042,Homo sapiens,339,ENSP00000264867,PPARGC1A,10891,100%,1,7103-rerio:sapiens
2043,Danio rerio,128,ENSDARP00000067387,fgf23,494456,98%,1,9826-rerio:sapiens
2044,Homo sapiens,128,ENSP00000237837,FGF23,8074,98%,1,9826-rerio:sapiens
2045,Homo sapiens,1128,ENSP00000310520,ERCC4,2072,100%,1,1186-rerio:sapiens
2046,Danio rerio,349,ENSDARP00000064973,anxa3b,492336,98%,1,6978-rerio:sapiens
2047,Homo sapiens,349,ENSP00000264908,ANXA3,306,99%,1,6978-rerio:sapiens
2048,Danio rerio,404,ENSDARP00000006207,anxa5b,337132,94%,1,6215-rerio:sapiens
2049,Homo sapiens,404,ENSP00000296511,ANXA5,308,99%,1,6215-rerio:sapiens
2050,Danio rerio,187,ENSDARP00000074563,APOD (1 of,567972,71%,1,9187-rerio:sapiens
2051,Danio rerio,187,ENSDARP00000079373,APOD (2 of,767642,NULL,0.251,9187-rerio:sapiens
2052,Homo sapiens,187,ENSP00000345179,APOD,347,100%,1,9187-rerio:sapiens
2053,Danio rerio,212,ENSDARP00000015997,ATP5G3 (2 ,394151,89%,1,8906-rerio:sapiens
2054,Danio rerio,212,ENSDARP00000014252,atp5g,81541,NULL,0.173,8906-rerio:sapiens
2055,Homo sapiens,212,ENSP00000284727,ATP5G3,518,72%,1,8906-rerio:sapiens
2056,Danio rerio,105,ENSDARP00000019132,B2M (2 of ,791742,65%,1,10020-rerio:sapiens
2057,Danio rerio,105,ENSDARP00000069612,b2m,30400,NULL,0.283,10020-rerio:sapiens
2058,Homo sapiens,105,ENSP00000379978,B2M,567,100%,1,10020-rerio:sapiens
2059,Danio rerio,228,ENSDARP00000075304,SERPING1,567801,99%,1,8710-rerio:sapiens
2060,Homo sapiens,228,ENSP00000384420,SERPING1,710,99%,1,8710-rerio:sapiens
2061,Homo sapiens,208,ENSP00000363770,C1QC,714,98%,1,8964-rerio:sapiens
2062,Homo sapiens,208,ENSP00000313967,C1QB,713,NULL,0.102,8964-rerio:sapiens
2063,Homo sapiens,208,ENSP00000363770,C1QC,714,98%,1,8964-rerio:sapiens
2064,Homo sapiens,208,ENSP00000313967,C1QB,713,NULL,0.102,8964-rerio:sapiens
2065,Danio rerio,1323,ENSDARP00000005460,c3b,30491,99%,1,817-rerio:sapiens
2066,Danio rerio,1323,ENSDARP00000052687,c3a,321046,NULL,0.81,817-rerio:sapiens
2067,Danio rerio,1323,ENSDARP00000023011,c3a,321046,NULL,0.47,817-rerio:sapiens
2068,Homo sapiens,1323,ENSP00000245907,C3,718,100%,1,817-rerio:sapiens
2069,Danio rerio,931,ENSDARP00000074082,,794635,92%,1,1846-rerio:sapiens
2070,Homo sapiens,931,ENSP00000364444,C4A,720,100%,1,1846-rerio:sapiens
2071,Homo sapiens,931,ENSP00000372815,C4A,720,NULL,0.993,1846-rerio:sapiens
2072,Homo sapiens,931,ENSP00000364321,DASS-307J8,100293534,NULL,0.992,1846-rerio:sapiens
2073,Danio rerio,204,ENSDARP00000062023,ca4b,553246,91%,1,9020-rerio:sapiens
2074,Danio rerio,204,ENSDARP00000064011,ca4a,555196,NULL,0.209,9020-rerio:sapiens
2075,Homo sapiens,204,ENSP00000300900,CA4,762,82%,1,9020-rerio:sapiens
2076,Danio rerio,359,ENSDARP00000045189,calb1,100001650,100%,1,6827-rerio:sapiens
2077,Homo sapiens,359,ENSP00000265431,CALB1,793,100%,1,6827-rerio:sapiens
2078,Danio rerio,2462,ENSDARP00000003177,col1a1a,337158,100%,1,171-rerio:sapiens
2079,Homo sapiens,2462,ENSP00000225964,COL1A1,1277,100%,1,171-rerio:sapiens
2080,Homo sapiens,1374,ENSP00000328553,COL4A4,1286,21%,1,740-rerio:sapiens
2081,Homo sapiens,1374,ENSP00000353654,COL4A2,1284,NULL,0.055,740-rerio:sapiens
2082,Homo sapiens,1374,ENSP00000331902,COL4A5,1287,NULL,0.054,740-rerio:sapiens
2083,Danio rerio,413,ENSDARP00000034094,ctssb.2,337572,NULL,0.536,6088-rerio:sapiens
2084,Homo sapiens,413,ENSP00000357981,CTSS,1520,100%,1,6088-rerio:sapiens
2085,Danio rerio,202,ENSDARP00000039143,fabp3,171478,84%,1,9050-rerio:sapiens
2086,Homo sapiens,202,ENSP00000362817,FABP3,2170,95%,1,9050-rerio:sapiens
2087,Danio rerio,556,ENSDARP00000056460,gbp2,570622,78%,1,4436-rerio:sapiens
2088,Danio rerio,556,ENSDARP00000009470,gbp3,563072,NULL,0.314,4436-rerio:sapiens
2089,Homo sapiens,556,ENSP00000359504,GBP1,2633,100%,1,4436-rerio:sapiens
2090,Homo sapiens,556,ENSP00000359512,GBP3,2635,NULL,0.761,4436-rerio:sapiens
2091,Homo sapiens,556,ENSP00000359497,GBP2,2634,NULL,0.587,4436-rerio:sapiens
2092,Homo sapiens,556,ENSP00000340396,GBP5,115362,NULL,0.358,4436-rerio:sapiens
2093,Homo sapiens,556,ENSP00000294671,GBP7,388646,NULL,0.152,4436-rerio:sapiens
2094,Homo sapiens,556,ENSP00000359490,GBP4,115361,NULL,0.149,4436-rerio:sapiens
2095,Homo sapiens,556,ENSP00000359485,GBP6,163351,NULL,0.118,4436-rerio:sapiens
2096,Danio rerio,555,ENSDARP00000029607,gfap,30646,99%,1,4453-rerio:sapiens
2097,Homo sapiens,555,ENSP00000253408,GFAP,2670,100%,1,4453-rerio:sapiens
2098,Danio rerio,604,ENSDARP00000031210,gnsa,566506,99%,1,3953-rerio:sapiens
2099,Homo sapiens,604,ENSP00000258145,GNS,2799,100%,1,3953-rerio:sapiens
2100,Danio rerio,247,ENSDARP00000058259,gstal,406703,100%,1,8437-rerio:sapiens
2101,Danio rerio,247,ENSDARP00000019826,GSTA4 (1 o,799288,NULL,0.765,8437-rerio:sapiens
2102,Danio rerio,247,ENSDARP00000032422,GSTA4 (3 o,100124622,NULL,0.39,8437-rerio:sapiens
2103,Homo sapiens,247,ENSP00000335620,GSTA1,2938,100%,1,8437-rerio:sapiens
2104,Homo sapiens,247,ENSP00000211122,GSTA3,2940,NULL,0.772,8437-rerio:sapiens
2105,Homo sapiens,247,ENSP00000360028,GSTA5,221357,NULL,0.756,8437-rerio:sapiens
2106,Danio rerio,239,ENSDARP00000049134,CR762436.1,560910,82%,1,8556-rerio:sapiens
2107,Danio rerio,239,ENSDARP00000067943,zgc:110216,751661,NULL,0.648,8556-rerio:sapiens
2108,Danio rerio,239,ENSDARP00000064399,CR354435.1,792275,NULL,0.38,8556-rerio:sapiens
2109,Danio rerio,239,ENSDARP00000075802,zgc:110425,553782,NULL,0.127,8556-rerio:sapiens
2110,Homo sapiens,239,ENSP00000330074,HIST1H1B,3009,34%,1,8556-rerio:sapiens
2111,Homo sapiens,239,ENSP00000307705,HIST1H1E,3008,NULL,0.521,8556-rerio:sapiens
2112,Homo sapiens,239,ENSP00000244534,HIST1H1D,3007,NULL,0.388,8556-rerio:sapiens
2113,Homo sapiens,239,ENSP00000339566,HIST1H1C,3006,NULL,0.319,8556-rerio:sapiens
2114,Homo sapiens,239,ENSP00000244573,HIST1H1A,3024,NULL,0.074,8556-rerio:sapiens
2115,Danio rerio,178,ENSDARP00000091917,si:ch211-2,100038770,NULL,0.674,9287-rerio:sapiens
2116,Danio rerio,178,ENSDARP00000053152,zgc:64115,791453,98%,1,9287-rerio:sapiens
2117,Danio rerio,178,ENSDARP00000063528,zgc:136614,664757,NULL,0.651,9287-rerio:sapiens
2118,Danio rerio,178,ENSDARP00000096436,mhc1ze,571647,NULL,0.502,9287-rerio:sapiens
2119,Danio rerio,178,ENSDARP00000095791,CABZ010899,556263,NULL,0.435,9287-rerio:sapiens
2120,Homo sapiens,178,ENSP00000383245,HLA-C,3107,96%,1,9287-rerio:sapiens
2121,Homo sapiens,178,ENSP00000373091,HLA-E,3133,NULL,0.96,9287-rerio:sapiens
2122,Homo sapiens,178,ENSP00000379553,HLA-C,3107,NULL,0.888,9287-rerio:sapiens
2123,Homo sapiens,178,ENSP00000372979,HLA-C,3107,NULL,0.702,9287-rerio:sapiens
2124,Homo sapiens,178,ENSP00000373114,HLA-A,3105,NULL,0.683,9287-rerio:sapiens
2125,Homo sapiens,178,ENSP00000352656,HLA-B,3106,NULL,0.676,9287-rerio:sapiens
2126,Homo sapiens,178,ENSP00000383521,HLA-G,3135,NULL,0.64,9287-rerio:sapiens
2127,Homo sapiens,178,ENSP00000366024,HLA-G,3135,NULL,0.64,9287-rerio:sapiens
2128,Homo sapiens,178,ENSP00000383506,HLA-G,3135,NULL,0.64,9287-rerio:sapiens
2129,Homo sapiens,178,ENSP00000373123,HLA-F,3134,NULL,0.583,9287-rerio:sapiens
2130,Homo sapiens,178,ENSP00000373008,HLA-F,3134,NULL,0.583,9287-rerio:sapiens
2131,Homo sapiens,178,ENSP00000259951,HLA-F,3134,NULL,0.58,9287-rerio:sapiens
2132,Danio rerio,182,ENSDARP00000064596,lgals3l,325599,99%,1,9249-rerio:sapiens
2133,Homo sapiens,182,ENSP00000254301,LGALS3,3958,99%,1,9249-rerio:sapiens
2134,Danio rerio,176,ENSDARP00000029039,mgst1,449784,100%,1,9313-rerio:sapiens
2135,Homo sapiens,176,ENSP00000010404,MGST1,4257,100%,1,9313-rerio:sapiens
2136,Danio rerio,883,ENSDARP00000042830,msnb,553434,61%,1,2069-rerio:sapiens
2137,Homo sapiens,883,ENSP00000353408,MSN,4478,100%,1,2069-rerio:sapiens
2138,Homo sapiens,883,ENSP00000384136,RDX,5962,NULL,0.263,2069-rerio:sapiens
2139,Homo sapiens,902,ENSP00000305056,PCSK6,5046,100%,1,1983-rerio:sapiens
2140,Danio rerio,753,ENSDARP00000078883,psmd11a,503934,53%,1,2792-rerio:sapiens
2141,Homo sapiens,753,ENSP00000261712,PSMD11,5717,100%,1,2792-rerio:sapiens
2142,Danio rerio,113,ENSDARP00000020595,icn,336655,75%,1,9942-rerio:sapiens
2143,Danio rerio,113,ENSDARP00000072346,icn2,100005083,NULL,0.727,9942-rerio:sapiens
2144,Homo sapiens,113,ENSP00000357704,S100A4,6275,95%,1,9942-rerio:sapiens
2145,Danio rerio,754,ENSDARP00000031762,sgk1,324140,100%,1,2786-rerio:sapiens
2146,Homo sapiens,754,ENSP00000356832,SGK1,6446,100%,1,2786-rerio:sapiens
2147,Danio rerio,596,ENSDARP00000025493,TFRC (2 of,494478,NULL,0.072,4020-rerio:sapiens
2148,Homo sapiens,596,ENSP00000353224,TFRC,7037,100%,1,4020-rerio:sapiens
2149,Danio rerio,386,ENSDARP00000011707,uqcrfs1,100334857,100%,1,6474-rerio:sapiens
2150,Homo sapiens,386,ENSP00000306397,UQCRFS1,7386,100%,1,6474-rerio:sapiens
2151,Danio rerio,542,ENSDARP00000044837,ndrg1,792085,99%,1,4575-rerio:sapiens
2152,Homo sapiens,542,ENSP00000319977,NDRG1,10397,100%,1,4575-rerio:sapiens
2153,Danio rerio,493,ENSDARP00000073439,vat1,368752,100%,1,5119-rerio:sapiens
2154,Homo sapiens,493,ENSP00000347872,VAT1,10493,100%,1,5119-rerio:sapiens
2155,Danio rerio,193,ENSDARP00000050398,npc2,565099,100%,1,9127-rerio:sapiens
2156,Danio rerio,193,ENSDARP00000014574,npc2,565099,NULL,0.829,9127-rerio:sapiens
2157,Homo sapiens,193,ENSP00000238633,NPC2,10577,100%,1,9127-rerio:sapiens
2158,Danio rerio,463,ENSDARP00000052420,txnipa,368359,100%,1,5477-rerio:sapiens
2159,Danio rerio,463,ENSDARP00000093121,txnipb,448858,NULL,0.079,5477-rerio:sapiens
2160,Homo sapiens,463,ENSP00000358323,TXNIP,10628,99%,1,5477-rerio:sapiens
2161,Danio rerio,272,ENSDARP00000054236,ptges3a,406449,64%,1,8091-rerio:sapiens
2162,Homo sapiens,272,ENSP00000262033,PTGES3,10728,100%,1,8091-rerio:sapiens
2163,Danio rerio,332,ENSDARP00000060684,tmed10,326716,100%,1,7200-rerio:sapiens
2164,Homo sapiens,332,ENSP00000303145,TMED10,10972,100%,1,7200-rerio:sapiens
2165,Danio rerio,1409,ENSDARP00000086956,RASA3,100318936,100%,1,686-rerio:sapiens
2166,Homo sapiens,1409,ENSP00000374195,RASA3,22821,100%,1,686-rerio:sapiens
2167,Danio rerio,448,ENSDARP00000035859,clic4,368255,100%,1,5666-rerio:sapiens
2168,Homo sapiens,448,ENSP00000363500,CLIC4,25932,100%,1,5666-rerio:sapiens
2169,Danio rerio,347,ENSDARP00000033337,ghitm,393563,100%,1,7006-rerio:sapiens
2170,Homo sapiens,347,ENSP00000361207,GHITM,27069,100%,1,7006-rerio:sapiens
2171,Danio rerio,104,ENSDARP00000039787,uqcrq,436768,100%,1,10030-rerio:sapiens
2172,Homo sapiens,104,ENSP00000367939,UQCRQ,27089,100%,1,10030-rerio:sapiens
2173,Danio rerio,114,ENSDARP00000063816,NDUFB11,562219,100%,1,9936-rerio:sapiens
2174,Homo sapiens,114,ENSP00000276062,NDUFB11,54539,100%,1,9936-rerio:sapiens
2175,Homo sapiens,1079,ENSP00000253382,ACSS2,55902,100%,1,1309-rerio:sapiens
2176,Danio rerio,171,ENSDARP00000051182,DIABLO (1 ,393317,100%,1,9371-rerio:sapiens
2177,Danio rerio,171,ENSDARP00000022307,DIABLO (2 ,570425,NULL,0.061,9371-rerio:sapiens
2178,Homo sapiens,171,ENSP00000267169,DIABLO,56616,100%,1,9371-rerio:sapiens
2179,Danio rerio,2344,ENSDARP00000023523,CT573318.1,100333882,100%,1,189-rerio:sapiens
2180,Homo sapiens,2344,ENSP00000338218,RNF213,57674,100%,1,189-rerio:sapiens
2181,Danio rerio,464,ENSDARP00000036613,derl1,406753,100%,1,5475-rerio:sapiens
2182,Homo sapiens,464,ENSP00000259512,DERL1,79139,100%,1,5475-rerio:sapiens
2183,Danio rerio,594,ENSDARP00000076045,adipor2,560140,100%,1,4045-rerio:sapiens
2184,Homo sapiens,594,ENSP00000349616,ADIPOR2,79602,100%,1,4045-rerio:sapiens
2185,Danio rerio,700,ENSDARP00000072103,mpeg1,335407,100%,1,3142-rerio:sapiens
2186,Danio rerio,700,ENSDARP00000063271,MPEG1 (2 o,553612,NULL,0.416,3142-rerio:sapiens
2187,Homo sapiens,700,ENSP00000354335,MPEG1,219972,100%,1,3142-rerio:sapiens
2188,Homo sapiens,883,ENSP00000230882,GHR,2690,100%,1,6632-sapiens:musculus
2189,Mus musculus,883,ENSMUSP00000069457,Ghr,14600,100%,1,6632-sapiens:musculus
2190,Homo sapiens,107,ENSP00000362716,GHRH,2691,100%,1,16272-sapiens:musculus
2191,Mus musculus,107,ENSMUSP00000029172,Ghrh,14601,100%,1,16272-sapiens:musculus
2192,Homo sapiens,608,ENSP00000342931,POU1F1,5449,100%,1,10041-sapiens:musculus
2193,Mus musculus,608,ENSMUSP00000004964,Pou1f1,18736,100%,1,10041-sapiens:musculus
2194,Homo sapiens,340,ENSP00000311290,PROP1,5626,100%,1,14015-sapiens:musculus
2195,Mus musculus,340,ENSMUSP00000057231,Prop1,19127,100%,1,14015-sapiens:musculus
2196,Homo sapiens,601,ENSP00000269305,TP53,7157,100%,1,10125-sapiens:musculus
2197,Mus musculus,601,ENSMUSP00000104298,Trp53,22059,100%,1,10125-sapiens:musculus
2198,Homo sapiens,1341,ENSP00000309572,TERT,7015,100%,1,3420-sapiens:musculus
2199,Mus musculus,1341,ENSMUSP00000022104,Tert,21752,100%,1,3420-sapiens:musculus
2200,Homo sapiens,5137,ENSP00000278616,ATM,472,100%,1,114-sapiens:musculus
2201,Mus musculus,5137,ENSMUSP00000113388,Atm,11920,100%,1,114-sapiens:musculus
2202,Homo sapiens,658,ENSP00000361850,PLAU,5328,100%,1,9366-sapiens:musculus
2203,Mus musculus,658,ENSMUSP00000022368,Plau,18792,100%,1,9366-sapiens:musculus
2204,Homo sapiens,1482,ENSP00000375809,ERCC2,2068,100%,1,2855-sapiens:musculus
2205,Mus musculus,1482,ENSMUSP00000054380,Ercc2,13871,100%,1,2855-sapiens:musculus
2206,Homo sapiens,753,ENSP00000265038,ERCC8,1161,100%,1,8140-sapiens:musculus
2207,Mus musculus,753,ENSMUSP00000059211,Ercc8,71991,100%,1,8140-sapiens:musculus
2208,Homo sapiens,1987,ENSP00000298139,WRN,7486,100%,1,1484-sapiens:musculus
2209,Mus musculus,1987,ENSMUSP00000033990,Wrn,22427,100%,1,1484-sapiens:musculus
2210,Homo sapiens,1237,ENSP00000357283,LMNA,4000,100%,1,3908-sapiens:musculus
2211,Mus musculus,1237,ENSMUSP00000029699,Lmna,16905,100%,1,3908-sapiens:musculus
2212,Homo sapiens,2731,ENSP00000268035,IGF1R,3480,100%,1,667-sapiens:musculus
2213,Mus musculus,2731,ENSMUSP00000005671,Igf1r,16001,100%,1,667-sapiens:musculus
2214,Homo sapiens,195,ENSP00000363641,TXN,7295,100%,1,15606-sapiens:musculus
2215,Mus musculus,195,ENSMUSP00000030051,Txn1,22166,100%,1,15606-sapiens:musculus
2216,Homo sapiens,1827,ENSP00000369442,KL,9365,100%,1,1816-sapiens:musculus
2217,Mus musculus,1827,ENSMUSP00000077899,Kl,16591,100%,1,1816-sapiens:musculus
2218,Homo sapiens,1220,ENSP00000376375,PTPN11,5781,100%,1,3996-sapiens:musculus
2219,Mus musculus,1220,ENSMUSP00000058757,Ptpn11,19247,100%,1,3996-sapiens:musculus
2220,Homo sapiens,1663,ENSP00000358983,NFKB2,4791,100%,1,2258-sapiens:musculus
2221,Mus musculus,1663,ENSMUSP00000072859,Nfkb2,18034,100%,1,2258-sapiens:musculus
2222,Homo sapiens,1545,ENSP00000293328,STAT5B,6777,100%,1,2617-sapiens:musculus
2223,Mus musculus,1545,ENSMUSP00000004143,Stat5b,20851,100%,1,2617-sapiens:musculus
2224,Homo sapiens,1554,ENSP00000264657,STAT3,6774,100%,1,2581-sapiens:musculus
2225,Mus musculus,1554,ENSMUSP00000090342,Stat3,20848,100%,1,2581-sapiens:musculus
2226,Homo sapiens,1548,ENSP00000341208,STAT5A,6776,100%,1,2603-sapiens:musculus
2227,Mus musculus,1548,ENSMUSP00000004145,Stat5a,20850,100%,1,2603-sapiens:musculus
2228,Homo sapiens,288,ENSP00000312673,GH1,2688,100%,1,14628-sapiens:musculus
2229,Homo sapiens,288,ENSP00000376623,CSH2,1443,NULL,0.587,14628-sapiens:musculus
2230,Homo sapiens,288,ENSP00000309524,CSHL1,1444,NULL,0.36,14628-sapiens:musculus
2231,Mus musculus,288,ENSMUSP00000099360,Gh,14599,100%,1,14628-sapiens:musculus
2232,Homo sapiens,570,ENSP00000306157,IL7R,3575,100%,1,10582-sapiens:musculus
2233,Mus musculus,570,ENSMUSP00000003981,Il7r,16197,100%,1,10582-sapiens:musculus
2234,Homo sapiens,267,ENSP00000302665,IGF1,3479,100%,1,14873-sapiens:musculus
2235,Mus musculus,267,ENSMUSP00000056668,Igf1,16000,100%,1,14873-sapiens:musculus
2236,Homo sapiens,307,ENSP00000338297,IGF2,3481,100%,1,14398-sapiens:musculus
2237,Mus musculus,307,ENSMUSP00000114076,Igf2,16002,100%,1,14398-sapiens:musculus
2238,Homo sapiens,428,ENSP00000358525,NGF,4803,100%,1,12741-sapiens:musculus
2239,Mus musculus,428,ENSMUSP00000040345,Ngf,18049,100%,1,12741-sapiens:musculus
2240,Homo sapiens,2233,ENSP00000304895,IRS1,3667,100%,1,1120-sapiens:musculus
2241,Mus musculus,2233,ENSMUSP00000063795,Irs1,16367,100%,1,1120-sapiens:musculus
2242,Homo sapiens,750,ENSP00000360683,PTPN1,5770,100%,1,8181-sapiens:musculus
2243,Mus musculus,750,ENSMUSP00000029053,Ptpn1,19246,100%,1,8181-sapiens:musculus
2244,Homo sapiens,2272,ENSP00000365016,IRS2,8660,100%,1,1070-sapiens:musculus
2245,Mus musculus,2272,ENSMUSP00000038514,Irs2,384783,100%,1,1070-sapiens:musculus
2246,Homo sapiens,971,ENSP00000270202,AKT1,207,100%,1,5760-sapiens:musculus
2247,Homo sapiens,2076,ENSP00000289153,PIK3CB,5291,100%,1,1329-sapiens:musculus
2248,Mus musculus,2076,ENSMUSP00000035037,Pik3cb,74769,100%,1,1329-sapiens:musculus
2249,Homo sapiens,805,ENSP00000172229,NGFR,4804,100%,1,7517-sapiens:musculus
2250,Mus musculus,805,ENSMUSP00000000122,Ngfr,18053,100%,1,7517-sapiens:musculus
2251,Homo sapiens,809,ENSP00000367207,MYC,4609,100%,1,7458-sapiens:musculus
2252,Mus musculus,809,ENSMUSP00000022971,Myc,17869,100%,1,7458-sapiens:musculus
2253,Homo sapiens,2299,ENSP00000275493,EGFR,1956,100%,1,1023-sapiens:musculus
2254,Mus musculus,2299,ENSMUSP00000020329,Egfr,13649,100%,1,1023-sapiens:musculus
2255,Homo sapiens,2309,ENSP00000269571,ERBB2,2064,100%,1,1006-sapiens:musculus
2256,Mus musculus,2309,ENSMUSP00000053897,Erbb2,13866,100%,1,1006-sapiens:musculus
2257,Homo sapiens,2713,ENSP00000303830,INSR,3643,100%,1,677-sapiens:musculus
2258,Mus musculus,2713,ENSMUSP00000088837,Insr,16337,100%,1,677-sapiens:musculus
2259,Homo sapiens,880,ENSP00000343395,NRG1,3084,100%,1,6664-sapiens:musculus
2260,Mus musculus,880,ENSMUSP00000073546,Nrg1,211323,100%,1,6664-sapiens:musculus
2261,Homo sapiens,183,ENSP00000226730,IL2,3558,100%,1,15721-sapiens:musculus
2262,Mus musculus,183,ENSMUSP00000029275,Il2,16183,100%,1,15721-sapiens:musculus
2263,Homo sapiens,446,ENSP00000330382,PDGFB,5155,100%,1,12466-sapiens:musculus
2264,Mus musculus,446,ENSMUSP00000000500,Pdgfb,18591,100%,1,12466-sapiens:musculus
2265,Homo sapiens,1673,ENSP00000265171,EGF,1950,100%,1,2231-sapiens:musculus
2266,Mus musculus,1673,ENSMUSP00000029653,Egf,13645,100%,1,2231-sapiens:musculus
2267,Homo sapiens,720,ENSP00000306245,FOS,2353,100%,1,8539-sapiens:musculus
2268,Mus musculus,720,ENSMUSP00000021674,Fos,14281,100%,1,8539-sapiens:musculus
2269,Homo sapiens,1913,ENSP00000261799,PDGFRB,5159,100%,1,1629-sapiens:musculus
2270,Mus musculus,1913,ENSMUSP00000110929,Pdgfrb,18596,100%,1,1629-sapiens:musculus
2271,Homo sapiens,842,ENSP00000222139,EPOR,2057,100%,1,7059-sapiens:musculus
2272,Mus musculus,842,ENSMUSP00000006397,Epor,13857,100%,1,7059-sapiens:musculus
2273,Homo sapiens,222,ENSP00000287641,SST,6750,100%,1,15365-sapiens:musculus
2274,Mus musculus,222,ENSMUSP00000004480,Sst,20604,100%,1,15365-sapiens:musculus
2275,Homo sapiens,1265,ENSP00000378217,PRKCD,5580,100%,1,3764-sapiens:musculus
2276,Mus musculus,1265,ENSMUSP00000022521,Prkcd,18753,100%,1,3764-sapiens:musculus
2277,Homo sapiens,895,ENSP00000262735,PPARA,5465,100%,1,6500-sapiens:musculus
2278,Mus musculus,895,ENSMUSP00000105050,Ppara,19013,100%,1,6500-sapiens:musculus
2279,Homo sapiens,1918,ENSP00000344798,RET,5979,100%,1,1621-sapiens:musculus
2280,Mus musculus,1918,ENSMUSP00000032201,Ret,19713,100%,1,1621-sapiens:musculus
2281,Homo sapiens,2450,ENSP00000352336,PLCG2,5336,100%,1,852-sapiens:musculus
2282,Mus musculus,2450,ENSMUSP00000079991,Plcg2,234779,100%,1,852-sapiens:musculus
2283,Homo sapiens,1198,ENSP00000379877,PEX5,5830,100%,1,4133-sapiens:musculus
2284,Mus musculus,1198,ENSMUSP00000108151,Pex5,19305,100%,1,4133-sapiens:musculus
2285,Homo sapiens,903,ENSP00000302967,HDAC3,8841,100%,1,6416-sapiens:musculus
2286,Mus musculus,903,ENSMUSP00000037981,Hdac3,15183,100%,1,6416-sapiens:musculus
2287,Homo sapiens,1883,ENSP00000355759,PARP1,142,100%,1,1684-sapiens:musculus
2288,Mus musculus,1883,ENSMUSP00000027777,Parp1,11545,100%,1,1684-sapiens:musculus
2289,Homo sapiens,1859,ENSP00000350283,BRCA1,672,100%,1,1738-sapiens:musculus
2290,Homo sapiens,317,ENSP00000247970,PIN1,5300,100%,1,14281-sapiens:musculus
2291,Mus musculus,317,ENSMUSP00000034689,Pin1,241593,100%,1,14281-sapiens:musculus
2292,Homo sapiens,844,ENSP00000361021,PTEN,5728,100%,1,7043-sapiens:musculus
