"id","species","group","identifier","symbol","entrez_id","percentage","score","unique_grouping"
1112,"Drosophila melanogaster",5205,"5205","Thor",33569,"100%",1,"5205-melanogaster:sapiens"
1113,"Homo sapiens",5205,"5205","EIF4EBP2",1979,"100%",1,"5205-melanogaster:sapiens"
1114,"Homo sapiens",5205,"5205","EIF4EBP1",1978,NULL,0.253,"5205-melanogaster:sapiens"
1115,"Drosophila melanogaster",5191,"5191","CG11015",33918,"100%",1,"5191-melanogaster:sapiens"
1116,"Homo sapiens",5191,"5191","COX5B",1329,"100%",1,"5191-melanogaster:sapiens"
1117,"Drosophila melanogaster",431,"431","CG4389",34276,"100%",1,"431-melanogaster:sapiens"
1118,"Homo sapiens",431,"431","HADHA",3030,"100%",1,"431-melanogaster:sapiens"
1119,"Drosophila melanogaster",1664,"1664","Sir2",34708,"100%",1,"1664-melanogaster:sapiens"
1120,"Homo sapiens",1664,"1664","SIRT1",23411,"100%",1,"1664-melanogaster:sapiens"
1121,"Drosophila melanogaster",1394,"1394","Eip55E",37143,"100%",1,"1394-melanogaster:sapiens"
1122,"Homo sapiens",1394,"1394","CTH",1491,"100%",1,"1394-melanogaster:sapiens"
1123,"Drosophila melanogaster",511,"511","Rpd3",38565,"100%",1,"511-melanogaster:sapiens"
1124,"Homo sapiens",511,"511","HDAC2",3066,"100%",1,"511-melanogaster:sapiens"
1125,"Homo sapiens",511,"511","HDAC1",3065,NULL,0.188,"511-melanogaster:sapiens"
1126,"Drosophila melanogaster",1109,"1109","S6k",38654,"100%",1,"1109-melanogaster:sapiens"
1127,"Homo sapiens",1109,"1109","RPS6KB1",6198,"100%",1,"1109-melanogaster:sapiens"
1128,"Homo sapiens",1109,"1109","RPS6KB2",6199,NULL,0.224,"1109-melanogaster:sapiens"
1129,"Drosophila melanogaster",2406,"2406","Bmcp",39322,"99%",1,"2406-melanogaster:sapiens"
1130,"Homo sapiens",2406,"2406","SLC25A30",253512,"99%",1,"2406-melanogaster:sapiens"
1131,"Homo sapiens",2406,"2406","SLC25A14",9016,NULL,0.504,"2406-melanogaster:sapiens"
1132,"Drosophila melanogaster",2024,"2024","Indy",40049,"100%",1,"2024-melanogaster:sapiens"
1133,"Drosophila melanogaster",2024,"2024","Indy-2",3772456,NULL,0.181,"2024-melanogaster:sapiens"
1134,"Homo sapiens",2024,"2024","SLC13A2",9058,"100%",1,"2024-melanogaster:sapiens"
1135,"Homo sapiens",2024,"2024","SLC13A5",284111,NULL,0.307,"2024-melanogaster:sapiens"
1136,"Homo sapiens",2024,"2024","SLC13A1",6561,NULL,0.168,"2024-melanogaster:sapiens"
1137,"Homo sapiens",2024,"2024","SLC13A3",64849,NULL,0.153,"2024-melanogaster:sapiens"
1138,"Drosophila melanogaster",574,"574","gig",40201,"100%",1,"574-melanogaster:sapiens"
1139,"Homo sapiens",574,"574","TSC2",7249,"100%",1,"574-melanogaster:sapiens"
1140,"Drosophila melanogaster",2549,"2549","CG7834",43515,"100%",1,"2549-melanogaster:sapiens"
1141,"Homo sapiens",2549,"2549","ETFB",2109,"100%",1,"2549-melanogaster:sapiens"
1142,"Drosophila melanogaster",4689,"4689","l(3)neo18",46260,"100%",1,"4689-melanogaster:sapiens"
1143,"Homo sapiens",4689,"4689","NDUFB5",4711,"100%",1,"4689-melanogaster:sapiens"
1144,"Drosophila melanogaster",30,"30","Tor",47396,"100%",1,"30-melanogaster:sapiens"
1145,"Homo sapiens",30,"30","MTOR",2475,"100%",1,"30-melanogaster:sapiens"
1146,"Drosophila melanogaster",3652,"3652","chico",64880,"100%",1,"3652-melanogaster:sapiens"
1147,"Homo sapiens",3652,"3652","IRS1",3667,"100%",1,"3652-melanogaster:sapiens"
1148,"Homo sapiens",3652,"3652","IRS2",8660,NULL,0.205,"3652-melanogaster:sapiens"
1149,"Homo sapiens",3652,"3652","IRS4",8471,NULL,0.054,"3652-melanogaster:sapiens"
1150,"Drosophila melanogaster",1287,"1287","CG1753",33081,"100%",1,"1287-melanogaster:musculus"
1151,"Mus musculus",1287,"1287","Cbs",12411,"100%",1,"1287-melanogaster:musculus"
1152,"Drosophila melanogaster",5212,"5212","Thor",33569,"100%",1,"5212-melanogaster:musculus"
1153,"Mus musculus",5212,"5212","Eif4ebp2",13688,"100%",1,"5212-melanogaster:musculus"
1154,"Mus musculus",5212,"5212","Eif4ebp1",13685,NULL,0.282,"5212-melanogaster:musculus"
1155,"Drosophila melanogaster",5202,"5202","CG11015",33918,"100%",1,"5202-melanogaster:musculus"
1156,"Mus musculus",5202,"5202","Gm11273",100046079,"100%",1,"5202-melanogaster:musculus"
1157,"Mus musculus",5202,"5202","Cox5b",100046079,"100%",1,"5202-melanogaster:musculus"
1158,"Drosophila melanogaster",418,"418","CG4389",34276,"100%",1,"418-melanogaster:musculus"
1159,"Drosophila melanogaster",1751,"1751","Sir2",34708,"100%",1,"1751-melanogaster:musculus"
1160,"Mus musculus",1751,"1751","Sirt1",93759,"100%",1,"1751-melanogaster:musculus"
1161,"Drosophila melanogaster",1388,"1388","Eip55E",37143,"100%",1,"1388-melanogaster:musculus"
1162,"Mus musculus",1388,"1388","Cth",107869,"100%",1,"1388-melanogaster:musculus"
1163,"Drosophila melanogaster",505,"505","Rpd3",38565,"100%",1,"505-melanogaster:musculus"
1164,"Mus musculus",505,"505","Hdac2",15182,"100%",1,"505-melanogaster:musculus"
1165,"Mus musculus",505,"505","Hdac1",433759,NULL,0.366,"505-melanogaster:musculus"
1166,"Drosophila melanogaster",1100,"1100","S6k",38654,"100%",1,"1100-melanogaster:musculus"
1167,"Mus musculus",1100,"1100","Rps6kb2",58988,NULL,0.207,"1100-melanogaster:musculus"
1168,"Drosophila melanogaster",2389,"2389","Bmcp",39322,"99%",1,"2389-melanogaster:musculus"
1169,"Mus musculus",2389,"2389","Slc25a30",67554,"99%",1,"2389-melanogaster:musculus"
1170,"Drosophila melanogaster",1960,"1960","Indy",40049,"100%",1,"1960-melanogaster:musculus"
1171,"Drosophila melanogaster",1960,"1960","Indy-2",3772456,NULL,0.174,"1960-melanogaster:musculus"
1172,"Mus musculus",1960,"1960","Slc13a2",20500,"100%",1,"1960-melanogaster:musculus"
1173,"Mus musculus",1960,"1960","Slc13a5",237831,NULL,0.262,"1960-melanogaster:musculus"
1174,"Mus musculus",1960,"1960","Slc13a3",114644,NULL,0.173,"1960-melanogaster:musculus"
1175,"Mus musculus",1960,"1960","Slc13a1",55961,NULL,0.104,"1960-melanogaster:musculus"
1176,"Mus musculus",1960,"1960","Slc13a4",243755,NULL,0.097,"1960-melanogaster:musculus"
1177,"Drosophila melanogaster",536,"536","gig",40201,"100%",1,"536-melanogaster:musculus"
1178,"Mus musculus",536,"536","Tsc2",22084,"100%",1,"536-melanogaster:musculus"
1179,"Drosophila melanogaster",2368,"2368","CG7834",43515,"100%",1,"2368-melanogaster:musculus"
1180,"Mus musculus",2368,"2368","Etfb",110826,"100%",1,"2368-melanogaster:musculus"
1181,"Drosophila melanogaster",4667,"4667","l(3)neo18",46260,"100%",1,"4667-melanogaster:musculus"
1182,"Mus musculus",4667,"4667","Ndufb5",66046,"100%",1,"4667-melanogaster:musculus"
1183,"Drosophila melanogaster",28,"28","Tor",47396,"100%",1,"28-melanogaster:musculus"
1184,"Mus musculus",28,"28","Mtor",56717,"100%",1,"28-melanogaster:musculus"
1185,"Drosophila melanogaster",3462,"3462","chico",64880,"99%",1,"3462-melanogaster:musculus"
1186,"Mus musculus",3462,"3462","Irs1",16367,"100%",1,"3462-melanogaster:musculus"
1187,"Mus musculus",3462,"3462","Irs2",384783,NULL,0.193,"3462-melanogaster:musculus"
1188,"Drosophila melanogaster",1259,"1259","CG1753",33081,"100%",1,"1259-melanogaster:troglodytes"
1189,"Drosophila melanogaster",5106,"5106","Thor",33569,"100%",1,"5106-melanogaster:troglodytes"
1190,"Pan troglodytes",5106,"5106","LOC1006100",100610028,"100%",1,"5106-melanogaster:troglodytes"
1191,"Pan troglodytes",5106,"5106","EIF4EBP1",464114,NULL,0.253,"5106-melanogaster:troglodytes"
1192,"Drosophila melanogaster",5091,"5091","CG11015",33918,"100%",1,"5091-melanogaster:troglodytes"
1193,"Pan troglodytes",5091,"5091","LOC741789",741789,"100%",1,"5091-melanogaster:troglodytes"
1194,"Drosophila melanogaster",417,"417","CG4389",34276,"100%",1,"417-melanogaster:troglodytes"
1195,"Pan troglodytes",417,"417","HADHA",459079,"100%",1,"417-melanogaster:troglodytes"
1196,"Drosophila melanogaster",1690,"1690","Sir2",34708,"100%",1,"1690-melanogaster:troglodytes"
1197,"Drosophila melanogaster",1334,"1334","Eip55E",37143,"100%",1,"1334-melanogaster:troglodytes"
1198,"Pan troglodytes",1334,"1334","CTH",456939,"100%",1,"1334-melanogaster:troglodytes"
1199,"Drosophila melanogaster",488,"488","Rpd3",38565,"100%",1,"488-melanogaster:troglodytes"
1200,"Pan troglodytes",488,"488","LOC462950",462950,"100%",1,"488-melanogaster:troglodytes"
1201,"Drosophila melanogaster",1066,"1066","S6k",38654,"100%",1,"1066-melanogaster:troglodytes"
1202,"Pan troglodytes",1066,"1066","RPS6KB1",468426,"100%",1,"1066-melanogaster:troglodytes"
1203,"Pan troglodytes",1066,"1066","RPS6KB2",746903,NULL,0.226,"1066-melanogaster:troglodytes"
1204,"Drosophila melanogaster",2481,"2481","Bmcp",39322,"99%",1,"2481-melanogaster:troglodytes"
1205,"Pan troglodytes",2481,"2481","SLC25A30",452577,"99%",1,"2481-melanogaster:troglodytes"
1206,"Drosophila melanogaster",1938,"1938","Indy",40049,"100%",1,"1938-melanogaster:troglodytes"
1207,"Drosophila melanogaster",1938,"1938","Indy-2",3772456,NULL,0.181,"1938-melanogaster:troglodytes"
1208,"Pan troglodytes",1938,"1938","SLC13A2",454528,"100%",1,"1938-melanogaster:troglodytes"
1209,"Pan troglodytes",1938,"1938","SLC13A5",455245,NULL,0.257,"1938-melanogaster:troglodytes"
1210,"Pan troglodytes",1938,"1938","SLC13A1",463684,NULL,0.159,"1938-melanogaster:troglodytes"
1211,"Pan troglodytes",1938,"1938","SLC13A3",458302,NULL,0.15,"1938-melanogaster:troglodytes"
1212,"Pan troglodytes",1938,"1938","SLC13A4",738224,NULL,0.11,"1938-melanogaster:troglodytes"
1213,"Drosophila melanogaster",548,"548","gig",40201,"100%",1,"548-melanogaster:troglodytes"
1214,"Pan troglodytes",548,"548","TSC2",468086,"100%",1,"548-melanogaster:troglodytes"
1215,"Drosophila melanogaster",4145,"4145","CG7834",43515,"100%",1,"4145-melanogaster:troglodytes"
1216,"Drosophila melanogaster",4592,"4592","l(3)neo18",46260,"100%",1,"4592-melanogaster:troglodytes"
1217,"Pan troglodytes",4592,"4592","NDUB5_PANT",471008,"100%",1,"4592-melanogaster:troglodytes"
1218,"Drosophila melanogaster",29,"29","Tor",47396,"100%",1,"29-melanogaster:troglodytes"
1219,"Pan troglodytes",29,"29","MTOR",457945,"100%",1,"29-melanogaster:troglodytes"
1220,"Drosophila melanogaster",4031,"4031","chico",64880,"100%",1,"4031-melanogaster:troglodytes"
1221,"Pan troglodytes",4031,"4031","IRS2",452657,"100%",1,"4031-melanogaster:troglodytes"
1222,"Pan troglodytes",4031,"4031","IRS1",459985,NULL,0.169,"4031-melanogaster:troglodytes"
1223,"Drosophila melanogaster",1213,"1213","CG1753",33081,"100%",1,"1213-melanogaster:norvegicus"
1224,"Rattus norvegicus",1213,"1213","Cbs",24250,"100%",1,"1213-melanogaster:norvegicus"
1225,"Drosophila melanogaster",4987,"4987","Thor",33569,"100%",1,"4987-melanogaster:norvegicus"
1226,"Rattus norvegicus",4987,"4987","Eif4ebp2",361845,"100%",1,"4987-melanogaster:norvegicus"
1227,"Rattus norvegicus",4987,"4987","Eif4ebp1",116636,NULL,0.28,"4987-melanogaster:norvegicus"
1228,"Rattus norvegicus",4987,"4987","Eif4ebp3",100365872,NULL,0.091,"4987-melanogaster:norvegicus"
1229,"Drosophila melanogaster",4992,"4992","CG11015",33918,"100%",1,"4992-melanogaster:norvegicus"
1230,"Rattus norvegicus",4992,"4992","Cox5b",94194,"100%",1,"4992-melanogaster:norvegicus"
1231,"Drosophila melanogaster",2656,"2656","CG4389",34276,"100%",1,"2656-melanogaster:norvegicus"
1232,"Rattus norvegicus",2656,"2656","Ehhadh",171142,"100%",1,"2656-melanogaster:norvegicus"
1233,"Drosophila melanogaster",1632,"1632","Sir2",34708,"100%",1,"1632-melanogaster:norvegicus"
1234,"Drosophila melanogaster",1324,"1324","Eip55E",37143,"100%",1,"1324-melanogaster:norvegicus"
1235,"Rattus norvegicus",1324,"1324","Cth",24962,"100%",1,"1324-melanogaster:norvegicus"
1236,"Drosophila melanogaster",467,"467","Rpd3",38565,"100%",1,"467-melanogaster:norvegicus"
1237,"Rattus norvegicus",467,"467","Hdac2",84577,"100%",1,"467-melanogaster:norvegicus"
1238,"Rattus norvegicus",467,"467","Hdac1",84576,NULL,0.342,"467-melanogaster:norvegicus"
1239,"Drosophila melanogaster",1018,"1018","S6k",38654,"100%",1,"1018-melanogaster:norvegicus"
1240,"Rattus norvegicus",1018,"1018","Rps6kb1",83840,"100%",1,"1018-melanogaster:norvegicus"
1241,"Rattus norvegicus",1018,"1018","Rps6kb2",361696,NULL,0.21,"1018-melanogaster:norvegicus"
1242,"Drosophila melanogaster",2325,"2325","Bmcp",39322,"99%",1,"2325-melanogaster:norvegicus"
1243,"Rattus norvegicus",2325,"2325","Slc25a14",85263,"99%",1,"2325-melanogaster:norvegicus"
1244,"Rattus norvegicus",2325,"2325","KMCP1_RAT",361074,NULL,0.275,"2325-melanogaster:norvegicus"
1245,"Drosophila melanogaster",1836,"1836","Indy",40049,"100%",1,"1836-melanogaster:norvegicus"
1246,"Drosophila melanogaster",1836,"1836","Indy-2",3772456,NULL,0.175,"1836-melanogaster:norvegicus"
1247,"Rattus norvegicus",1836,"1836","Slc13a2",65202,"100%",1,"1836-melanogaster:norvegicus"
1248,"Rattus norvegicus",1836,"1836","Slc13a5",266998,NULL,0.235,"1836-melanogaster:norvegicus"
1249,"Rattus norvegicus",1836,"1836","Slc13a3",64846,NULL,0.163,"1836-melanogaster:norvegicus"
1250,"Rattus norvegicus",1836,"1836","Slc13a1",58980,NULL,0.109,"1836-melanogaster:norvegicus"
1251,"Rattus norvegicus",1836,"1836","Slc13a4",503568,NULL,0.063,"1836-melanogaster:norvegicus"
1252,"Drosophila melanogaster",448,"448","gig",40201,"100%",1,"448-melanogaster:norvegicus"
1253,"Rattus norvegicus",448,"448","Tsc2",24855,"100%",1,"448-melanogaster:norvegicus"
1254,"Drosophila melanogaster",2226,"2226","CG7834",43515,"100%",1,"2226-melanogaster:norvegicus"
1255,"Rattus norvegicus",2226,"2226","Etfb",292845,"100%",1,"2226-melanogaster:norvegicus"
1256,"Drosophila melanogaster",4470,"4470","l(3)neo18",46260,"100%",1,"4470-melanogaster:norvegicus"
1257,"Rattus norvegicus",4470,"4470","Ndufb5",294964,"100%",1,"4470-melanogaster:norvegicus"
1258,"Drosophila melanogaster",26,"26","Tor",47396,"100%",1,"26-melanogaster:norvegicus"
1259,"Rattus norvegicus",26,"26","Mtor",56718,"100%",1,"26-melanogaster:norvegicus"
1260,"Drosophila melanogaster",3445,"3445","chico",64880,"100%",1,"3445-melanogaster:norvegicus"
1261,"Rattus norvegicus",3445,"3445","Irs1",25467,"100%",1,"3445-melanogaster:norvegicus"
1262,"Drosophila melanogaster",387,"387","CG1753",33081,"100%",1,"387-melanogaster:cerevisiae"
1263,"Saccharomyces cerevisiae",387,"387","CYS4",853059,"100%",1,"387-melanogaster:cerevisiae"
1264,"Drosophila melanogaster",1278,"1278","Sir2",34708,"92%",1,"1278-melanogaster:cerevisiae"
1265,"Saccharomyces cerevisiae",1278,"1278","HST3",854190,"100%",1,"1278-melanogaster:cerevisiae"
1266,"Drosophila melanogaster",388,"388","Eip55E",37143,"100%",1,"388-melanogaster:cerevisiae"
1267,"Saccharomyces cerevisiae",388,"388","CYS3",851221,"99%",1,"388-melanogaster:cerevisiae"
1268,"Drosophila melanogaster",159,"159","Rpd3",38565,"94%",1,"159-melanogaster:cerevisiae"
1269,"Saccharomyces cerevisiae",159,"159","RPD3",855386,"99%",1,"159-melanogaster:cerevisiae"
1270,"Drosophila melanogaster",504,"504","S6k",38654,"98%",1,"504-melanogaster:cerevisiae"
1271,"Saccharomyces cerevisiae",504,"504","YPK1",853733,"98%",1,"504-melanogaster:cerevisiae"
1272,"Saccharomyces cerevisiae",504,"504","YPK2",855130,NULL,0.592,"504-melanogaster:cerevisiae"
1273,"Saccharomyces cerevisiae",504,"504","SCH9",856612,NULL,0.058,"504-melanogaster:cerevisiae"
1274,"Drosophila melanogaster",789,"789","CG7834",43515,"100%",1,"789-melanogaster:cerevisiae"
1275,"Saccharomyces cerevisiae",789,"789","CIR1",853121,"100%",1,"789-melanogaster:cerevisiae"
1276,"Drosophila melanogaster",7,"7","Tor",47396,"100%",1,"7-melanogaster:cerevisiae"
1277,"Saccharomyces cerevisiae",7,"7","TOR1",853529,"100%",1,"7-melanogaster:cerevisiae"
1278,"Saccharomyces cerevisiae",7,"7","TOR2",853632,NULL,0.51,"7-melanogaster:cerevisiae"
1279,"Drosophila melanogaster",1124,"1124","C3G",31618,"100%",1,"1124-melanogaster:cerevisiae"
1280,"Saccharomyces cerevisiae",1124,"1124","CDC25",851019,"100%",1,"1124-melanogaster:cerevisiae"
1281,"Drosophila melanogaster",1528,"1528","CG8534",41210,"100%",1,"1528-melanogaster:cerevisiae"
1282,"Drosophila melanogaster",1528,"1528","Elo68beta",39245,"100%",1,"1528-melanogaster:cerevisiae"
1283,"Drosophila melanogaster",1528,"1528","bond",42657,"100%",1,"1528-melanogaster:cerevisiae"
1284,"Drosophila melanogaster",1528,"1528","Baldspot",39860,"100%",1,"1528-melanogaster:cerevisiae"
1285,"Drosophila melanogaster",1528,"1528","Elo68alpha",317841,NULL,0.684,"1528-melanogaster:cerevisiae"
1286,"Drosophila melanogaster",1528,"1528","eloF",41211,NULL,0.484,"1528-melanogaster:cerevisiae"
1287,"Drosophila melanogaster",1528,"1528","CG9458",41214,NULL,0.411,"1528-melanogaster:cerevisiae"
1288,"Drosophila melanogaster",1528,"1528","CG9459",41213,NULL,0.411,"1528-melanogaster:cerevisiae"
1289,"Drosophila melanogaster",1528,"1528","CG16904",41212,NULL,0.385,"1528-melanogaster:cerevisiae"
1290,"Drosophila melanogaster",1528,"1528","CG31141",318605,NULL,0.326,"1528-melanogaster:cerevisiae"
1291,"Drosophila melanogaster",1528,"1528","CG18609",37158,NULL,0.298,"1528-melanogaster:cerevisiae"
1292,"Drosophila melanogaster",1528,"1528","CG17821",37159,NULL,0.261,"1528-melanogaster:cerevisiae"
1293,"Drosophila melanogaster",1528,"1528","CG5278",42658,NULL,0.236,"1528-melanogaster:cerevisiae"
1294,"Drosophila melanogaster",1528,"1528","CG31522",40567,NULL,0.225,"1528-melanogaster:cerevisiae"
1295,"Drosophila melanogaster",1528,"1528","CG2781",40943,NULL,0.203,"1528-melanogaster:cerevisiae"
1296,"Drosophila melanogaster",1528,"1528","CG31523",326148,NULL,0.198,"1528-melanogaster:cerevisiae"
1297,"Drosophila melanogaster",1528,"1528","CG5326",42655,NULL,0.193,"1528-melanogaster:cerevisiae"
1298,"Drosophila melanogaster",1528,"1528","CG33110",42659,NULL,0.177,"1528-melanogaster:cerevisiae"
1299,"Drosophila melanogaster",1528,"1528","CG6660",42708,NULL,0.165,"1528-melanogaster:cerevisiae"
1300,"Drosophila melanogaster",1528,"1528","CG30008",246388,NULL,0.08,"1528-melanogaster:cerevisiae"
1301,"Saccharomyces cerevisiae",1528,"1528","ELO1",853243,"100%",1,"1528-melanogaster:cerevisiae"
1302,"Saccharomyces cerevisiae",1528,"1528","FEN1",850400,"100%",1,"1528-melanogaster:cerevisiae"
1303,"Saccharomyces cerevisiae",1528,"1528","SUR4",851087,"100%",1,"1528-melanogaster:cerevisiae"
1304,"Drosophila melanogaster",1713,"1713","CG10144",38735,"100%",1,"1713-melanogaster:cerevisiae"
1305,"Saccharomyces cerevisiae",1713,"1713","VPS8",851261,"100%",1,"1713-melanogaster:cerevisiae"
1306,"Drosophila melanogaster",221,"221","Fdh",41311,"100%",1,"221-melanogaster:cerevisiae"
1307,"Saccharomyces cerevisiae",221,"221","SFA1",851386,"100%",1,"221-melanogaster:cerevisiae"
1308,"Drosophila melanogaster",1341,"1341","RpL31",35988,"100%",1,"1341-melanogaster:cerevisiae"
1309,"Saccharomyces cerevisiae",1341,"1341","RPL31B",851122,"100%",1,"1341-melanogaster:cerevisiae"
1310,"Saccharomyces cerevisiae",1341,"1341","RPL31A",851484,"100%",1,"1341-melanogaster:cerevisiae"
1311,"Drosophila melanogaster",963,"963","lid",33837,"99%",1,"963-melanogaster:cerevisiae"
1312,"Saccharomyces cerevisiae",963,"963","GIS1",851670,"100%",1,"963-melanogaster:cerevisiae"
1313,"Saccharomyces cerevisiae",963,"963","RPH1",856916,NULL,0.074,"963-melanogaster:cerevisiae"
1314,"Drosophila melanogaster",390,"390","14-3-3epsi",42186,"96%",1,"390-melanogaster:cerevisiae"
1315,"Saccharomyces cerevisiae",390,"390","BMH1",856924,"100%",1,"390-melanogaster:cerevisiae"
1316,"Saccharomyces cerevisiae",390,"390","BMH2",851676,NULL,0.744,"390-melanogaster:cerevisiae"
1317,"Drosophila melanogaster",919,"919","His4:CG338",3771854,"100%",1,"919-melanogaster:cerevisiae"
1318,"Drosophila melanogaster",919,"919","His4:CG338",3771854,"100%",1,"919-melanogaster:cerevisiae"
1319,"Drosophila melanogaster",919,"919","His4:CG338",3771854,"100%",1,"919-melanogaster:cerevisiae"
1320,"Drosophila melanogaster",919,"919","His4:CG316",41773,"100%",1,"919-melanogaster:cerevisiae"
1321,"Drosophila melanogaster",919,"919","His4:CG339",41773,"100%",1,"919-melanogaster:cerevisiae"
1322,"Drosophila melanogaster",919,"919","His4:CG339",41773,"100%",1,"919-melanogaster:cerevisiae"
1323,"Drosophila melanogaster",919,"919","His4:CG338",41773,"100%",1,"919-melanogaster:cerevisiae"
1324,"Drosophila melanogaster",919,"919","His4:CG338",41773,"100%",1,"919-melanogaster:cerevisiae"
1325,"Drosophila melanogaster",919,"919","His4r",41773,"100%",1,"919-melanogaster:cerevisiae"
1326,"Drosophila melanogaster",919,"919","His4:CG338",41773,"100%",1,"919-melanogaster:cerevisiae"
1327,"Drosophila melanogaster",919,"919","His4:CG339",41773,"100%",1,"919-melanogaster:cerevisiae"
1328,"Drosophila melanogaster",919,"919","His4:CG338",41773,"100%",1,"919-melanogaster:cerevisiae"
1329,"Drosophila melanogaster",919,"919","His4:CG338",41773,"100%",1,"919-melanogaster:cerevisiae"
1330,"Drosophila melanogaster",919,"919","His4:CG338",41773,"100%",1,"919-melanogaster:cerevisiae"
1331,"Drosophila melanogaster",919,"919","His4:CG338",41773,"100%",1,"919-melanogaster:cerevisiae"
1332,"Drosophila melanogaster",919,"919","His4:CG339",41773,"100%",1,"919-melanogaster:cerevisiae"
1333,"Drosophila melanogaster",919,"919","His4:CG338",41773,"100%",1,"919-melanogaster:cerevisiae"
1334,"Drosophila melanogaster",919,"919","His4:CG338",41773,"100%",1,"919-melanogaster:cerevisiae"
1335,"Drosophila melanogaster",919,"919","His4:CG338",41773,"100%",1,"919-melanogaster:cerevisiae"
1336,"Drosophila melanogaster",919,"919","His4:CG338",41773,"100%",1,"919-melanogaster:cerevisiae"
1337,"Drosophila melanogaster",919,"919","His4:CG338",41773,"100%",1,"919-melanogaster:cerevisiae"
1338,"Drosophila melanogaster",919,"919","His4:CG338",3771854,"100%",1,"919-melanogaster:cerevisiae"
1339,"Drosophila melanogaster",919,"919","His4:CG339",41773,"100%",1,"919-melanogaster:cerevisiae"
1340,"Saccharomyces cerevisiae",919,"919","HHF2",852294,"100%",1,"919-melanogaster:cerevisiae"
1341,"Saccharomyces cerevisiae",919,"919","HHF1",852294,"100%",1,"919-melanogaster:cerevisiae"
1342,"Drosophila melanogaster",604,"604","Hex-t2",43191,"100%",1,"604-melanogaster:cerevisiae"
1343,"Drosophila melanogaster",604,"604","Hex-A",45875,NULL,0.323,"604-melanogaster:cerevisiae"
1344,"Drosophila melanogaster",604,"604","Hex-C",44008,NULL,0.194,"604-melanogaster:cerevisiae"
1345,"Drosophila melanogaster",604,"604","Hex-t1",117364,NULL,0.083,"604-melanogaster:cerevisiae"
1346,"Saccharomyces cerevisiae",604,"604","HXK1",850614,"91%",1,"604-melanogaster:cerevisiae"
1347,"Saccharomyces cerevisiae",604,"604","HXK2",852639,NULL,0.728,"604-melanogaster:cerevisiae"
1348,"Drosophila melanogaster",1622,"1622","rasp",44098,"100%",1,"1622-melanogaster:cerevisiae"
1349,"Saccharomyces cerevisiae",1622,"1622","GUP2",855912,"100%",1,"1622-melanogaster:cerevisiae"
1350,"Saccharomyces cerevisiae",1622,"1622","GUP1",852796,NULL,0.494,"1622-melanogaster:cerevisiae"
1351,"Drosophila melanogaster",1495,"1495","Naam",42348,"100%",1,"1495-melanogaster:cerevisiae"
1352,"Saccharomyces cerevisiae",1495,"1495","PNC1",852846,"100%",1,"1495-melanogaster:cerevisiae"
1353,"Drosophila melanogaster",276,"276","Gclc",53581,"100%",1,"276-melanogaster:cerevisiae"
1354,"Saccharomyces cerevisiae",276,"276","GSH1",853344,"100%",1,"276-melanogaster:cerevisiae"
1355,"Drosophila melanogaster",7,"7","Tor",47396,"100%",1,"7-melanogaster:cerevisiae"
1356,"Saccharomyces cerevisiae",7,"7","TOR1",853529,"100%",1,"7-melanogaster:cerevisiae"
1357,"Saccharomyces cerevisiae",7,"7","TOR2",853632,NULL,0.51,"7-melanogaster:cerevisiae"
1358,"Drosophila melanogaster",1843,"1843","CG6762",32768,"100%",1,"1843-melanogaster:cerevisiae"
1359,"Saccharomyces cerevisiae",1843,"1843","SRX1",853776,"100%",1,"1843-melanogaster:cerevisiae"
1360,"Drosophila melanogaster",467,"467","Mdh2",42185,"100%",1,"467-melanogaster:cerevisiae"
1361,"Drosophila melanogaster",467,"467","CG10749",39470,NULL,0.103,"467-melanogaster:cerevisiae"
1362,"Drosophila melanogaster",467,"467","CG10748",39469,NULL,0.053,"467-melanogaster:cerevisiae"
1363,"Saccharomyces cerevisiae",467,"467","MDH1",853777,"96%",1,"467-melanogaster:cerevisiae"
1364,"Drosophila melanogaster",1522,"1522","sr",42162,"84%",1,"1522-melanogaster:cerevisiae"
1365,"Drosophila melanogaster",1522,"1522","ovo",31429,NULL,0.055,"1522-melanogaster:cerevisiae"
1366,"Saccharomyces cerevisiae",1522,"1522","MSN4",853803,"100%",1,"1522-melanogaster:cerevisiae"
1367,"Drosophila melanogaster",1285,"1285","CG32500",318252,"100%",1,"1285-melanogaster:cerevisiae"
1368,"Drosophila melanogaster",1285,"1285","CG32857",318252,"100%",1,"1285-melanogaster:cerevisiae"
1369,"Drosophila melanogaster",1285,"1285","CG33502",318252,"100%",1,"1285-melanogaster:cerevisiae"
1370,"Saccharomyces cerevisiae",1285,"1285","NFU1",853826,"100%",1,"1285-melanogaster:cerevisiae"
1371,"Drosophila melanogaster",1332,"1332","Drak",32097,"66%",1,"1332-melanogaster:cerevisiae"
1372,"Saccharomyces cerevisiae",1332,"1332","PKH1",852101,"49%",1,"1332-melanogaster:cerevisiae"
1373,"Saccharomyces cerevisiae",1332,"1332","PKH2",854053,NULL,0.278,"1332-melanogaster:cerevisiae"
1374,"Drosophila melanogaster",480,"480","CG4769",38612,"100%",1,"480-melanogaster:cerevisiae"
1375,"Drosophila melanogaster",480,"480","CG14508",43457,NULL,0.271,"480-melanogaster:cerevisiae"
