mapping,gene_symbol,gene_name,entrez_id,total,overexp,underexp,p_value,classification,ensembl,alias
NULL,DLGAP5,DLG associated protein 5,9787,19,0,1,0.00000024,NULL,NULL,NULL
NULL,URB2,URB2 ribosome biogenesis homolog,9816,16,0,1,0.004818595,NULL,NULL,NULL
NULL,ARHGAP11A,Rho GTPase activating protein 11A,9824,14,0,1,0.00029058,NULL,NULL,NULL
NULL,MELK,maternal embryonic leucine zipper kinase,9833,19,0,1,1.55E-08,NULL,NULL,NULL
NULL,GINS1,GINS complex subunit 1,9837,18,0,1,0.00018442,NULL,NULL,NULL
NULL,HEPH,hephaestin,9843,17,0,1,0.006415198,NULL,NULL,NULL
NULL,NUAK1,NUAK family kinase 1,9891,20,1,0,0.00000237,NULL,NULL,NULL
NULL,SV2A,synaptic vesicle glycoprotein 2A,9900,16,0,1,0.004818595,NULL,NULL,NULL
NULL,NCAPD2,non-SMC condensin I complex subunit D2,9918,15,0,1,0.003525589,NULL,NULL,NULL
NULL,KIF14,kinesin family member 14,9928,18,0,1,0.001387913,NULL,NULL,NULL
NULL,PUM3,pumilio RNA binding family member 3,9933,20,0,1,0.00039374,NULL,NULL,NULL
NULL,GFPT2,glutamine-fructose-6-phosphate transaminase 2,9945,16,0,1,0.004818595,NULL,NULL,NULL
NULL,HS3ST3A1,heparan sulfate-glucosamine 3-sulfotransferase 3A1,9955,19,0,1,0.001902323,NULL,NULL,NULL
NULL,USP3,ubiquitin specific peptidase 3,9960,17,0,1,0.006415198,NULL,NULL,NULL
NULL,THOC1,THO complex 1,9984,17,0,1,0.006415198,NULL,NULL,NULL
NULL,HNRNPDL,heterogeneous nuclear ribonucleoprotein D like,9987,20,0,1,0.002548858,NULL,NULL,NULL
NULL,NAALADL1,N-acetylated alpha-linked acidic dipeptidase like 1,10004,16,0,1,0.000680977,NULL,NULL,NULL
NULL,TROAP,trophinin associated protein,10024,17,0,1,0.000000923,NULL,NULL,NULL
NULL,CHAF1A,chromatin assembly factor 1 subunit A,10036,19,0,1,0.000273358,NULL,NULL,NULL
NULL,SMC4,structural maintenance of chromosomes 4,10051,20,0,1,0.000000449,NULL,NULL,NULL
NULL,UBA2,ubiquitin like modifier activating enzyme 2,10054,20,0,1,0.00039374,NULL,NULL,NULL
NULL,SAE1,SUMO1 activating enzyme subunit 1,10055,19,0,1,0.001902323,NULL,NULL,NULL
NULL,EDIL3,EGF like repeats and discoidin domains 3,10085,17,1,0,0.004278705,NULL,NULL,NULL
NULL,KIF20A,kinesin family member 20A,10112,15,0,1,0.0000455,NULL,NULL,NULL
NULL,FRY,FRY microtubule binding protein,10129,18,1,0,0.000843996,NULL,NULL,NULL
NULL,TRAP1,TNF receptor associated protein 1,10131,19,0,1,0.001902323,NULL,NULL,NULL
NULL,OPTN,optineurin,10133,18,1,0,0.000101565,NULL,NULL,NULL
NULL,TOB1,"transducer of ERBB2, 1",10140,19,1,0,0.000151463,NULL,NULL,NULL
NULL,CEBPZ,CCAAT enhancer binding protein zeta,10153,20,0,1,0.002548858,NULL,NULL,NULL
NULL,TRIM28,tripartite motif containing 28,10155,20,0,1,0.00039374,NULL,NULL,NULL
NULL,AASS,aminoadipate-semialdehyde synthase,10157,18,0,1,0.001387913,NULL,NULL,NULL
NULL,ATP6AP2,ATPase H+ transporting accessory protein 2,10159,17,1,0,0.00000582,NULL,NULL,NULL
NULL,ALYREF,Aly/REF export factor,10189,16,0,1,0.004818595,NULL,NULL,NULL
NULL,PRMT3,protein arginine methyltransferase 3,10196,17,0,1,0.0000118,NULL,NULL,NULL
NULL,DDX39A,DExD-box helicase 39A,10212,15,0,1,0.000000218,NULL,NULL,NULL
NULL,HNRNPR,heterogeneous nuclear ribonucleoprotein R,10236,20,0,1,0.00000519,NULL,NULL,NULL
NULL,EFS,embryonal Fyn-associated substrate,10278,19,0,1,0.000273358,NULL,NULL,NULL
NULL,MRVI1,murine retrovirus integration site 1 homolog [Source:HGNC Symbol;Acc:HGNC:7237],10335,19,1,0,0.001163626,NULL,NULL,NULL
NULL,TRIM22,tripartite motif containing 22,10346,19,1,0,0.00000139,NULL,NULL,NULL
NULL,CITED2,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2,10370,20,1,0,0.00000237,NULL,NULL,NULL
NULL,TUBA1B,tubulin alpha 1b,10376,15,0,1,0.000453984,NULL,NULL,NULL
NULL,TUBB4B,tubulin beta 4B class IVb,10383,17,0,1,0.000986749,NULL,NULL,NULL
NULL,NDRG1,N-myc downstream regulated 1,10397,20,1,0,0.001568256,NULL,NULL,NULL
NULL,NDC80,NDC80 kinetochore complex component,10403,19,0,1,0.00000024,NULL,NULL,NULL
NULL,CPQ,carboxypeptidase Q,10404,18,1,0,0.000843996,NULL,NULL,NULL
NULL,IFITM3,interferon induced transmembrane protein 3,10410,17,1,0,0.004278705,NULL,NULL,NULL
NULL,PGRMC2,progesterone receptor membrane component 2,10424,20,1,0,0.00021949,NULL,NULL,NULL
NULL,TUBGCP3,tubulin gamma complex associated protein 3,10426,19,0,1,0.001902323,NULL,NULL,NULL
NULL,TOMM40,translocase of outer mitochondrial membrane 40,10452,20,0,1,0.0000498,NULL,NULL,NULL
NULL,GPNMB,glycoprotein nmb,10457,20,1,0,0.00000237,NULL,NULL,NULL
NULL,MAD2L2,mitotic arrest deficient 2 like 2,10459,15,0,1,0.003525589,NULL,NULL,NULL
NULL,TACC3,transforming acidic coiled-coil containing protein 3,10460,19,0,1,8.16E-10,NULL,NULL,NULL
NULL,PPIH,peptidylprolyl isomerase H,10465,19,0,1,0.000032,NULL,NULL,NULL
NULL,FST,follistatin,10468,20,0,1,0.00000519,NULL,NULL,NULL
NULL,CAP2,cyclase associated actin cytoskeleton regulatory protein 2,10486,19,1,0,0.001163626,NULL,NULL,NULL
NULL,SYNCRIP,synaptotagmin binding cytoplasmic RNA interacting protein,10492,21,0,1,0.000553004,NULL,NULL,NULL
NULL,SEMA3C,semaphorin 3C,10512,21,1,0,0.00031014,NULL,NULL,NULL
NULL,NOP56,NOP56 ribonucleoprotein,10528,12,0,1,0.001121691,NULL,NULL,NULL
NULL,RNASEH2A,ribonuclease H2 subunit A,10535,20,0,1,0.00000519,NULL,NULL,NULL
NULL,ANP32B,acidic nuclear phosphoprotein 32 family member B,10541,18,0,1,0.00000172,NULL,NULL,NULL
NULL,DPYSL4,dihydropyrimidinase like 4,10570,18,1,0,0.000843996,NULL,NULL,NULL
NULL,CCT2,chaperonin containing TCP1 subunit 2,10576,18,0,1,0.001387913,NULL,NULL,NULL
NULL,NPC2,NPC intracellular cholesterol transporter 2,10577,18,1,0,0.000843996,NULL,NULL,NULL
NULL,SMC2,structural maintenance of chromosomes 2,10592,21,0,1,0.0000752,NULL,NULL,NULL
NULL,PAICS,phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase,10606,21,0,1,6.29E-08,NULL,NULL,NULL
NULL,MXD4,MAX dimerization protein 4,10608,13,1,0,0.000104577,NULL,NULL,NULL
NULL,SPAG5,sperm associated antigen 5,10615,19,0,1,0.00000024,NULL,NULL,NULL
NULL,TGOLN2,trans-golgi network protein 2,10618,19,1,0,0.000151463,NULL,NULL,NULL
NULL,TXNIP,thioredoxin interacting protein,10628,17,1,0,0.004278705,NULL,NULL,NULL
NULL,POSTN,periostin,10631,20,0,1,0.00039374,NULL,NULL,NULL
NULL,RAD51AP1,RAD51 associated protein 1,10635,17,0,1,0.000000923,NULL,NULL,NULL
NULL,KHDRBS1,"KH RNA binding domain containing, signal transduction associated 1",10657,20,0,1,0.00039374,NULL,NULL,NULL
NULL,CTCF,CCCTC-binding factor,10664,20,0,1,0.000000449,NULL,NULL,NULL
NULL,EBP,EBP cholestenol delta-isomerase,10682,20,0,1,0.002548858,NULL,NULL,NULL
NULL,POLD3,"DNA polymerase delta 3, accessory subunit",10714,18,0,1,0.001387913,NULL,NULL,NULL
NULL,POLQ,DNA polymerase theta,10721,15,0,1,0.000453984,NULL,NULL,NULL
NULL,PLK4,polo like kinase 4,10733,20,0,1,0.00039374,NULL,NULL,NULL
NULL,MTHFD2,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase",10797,21,0,1,0.000000799,NULL,NULL,NULL
NULL,FAXDC2,fatty acid hydroxylase domain containing 2,10826,18,1,0,0.000101565,NULL,NULL,NULL
NULL,BLCAP,BLCAP apoptosis inducing factor,10904,19,1,0,0.001163626,NULL,NULL,NULL
NULL,TCERG1,transcription elongation regulator 1,10915,21,0,1,0.0000752,NULL,NULL,NULL
NULL,DBF4,DBF4 zinc finger,10926,15,0,1,0.000453984,NULL,NULL,NULL
NULL,SERINC3,serine incorporator 3,10955,21,1,0,0.00031014,NULL,NULL,NULL
NULL,PNRC1,proline rich nuclear receptor coactivator 1,10957,18,1,0,0.000843996,NULL,NULL,NULL
NULL,MLLT11,MLLT11 transcription factor 7 cofactor,10962,19,1,0,0.000151463,NULL,NULL,NULL
NULL,RAB40B,"RAB40B, member RAS oncogene family",10966,20,1,0,0.001568256,NULL,NULL,NULL
NULL,EBNA1BP2,EBNA1 binding protein 2,10969,12,0,1,0.000101781,NULL,NULL,NULL
NULL,KIF2C,kinesin family member 2C,11004,18,0,1,0.00018442,NULL,NULL,NULL
NULL,NUDT21,nudix hydrolase 21,11051,21,0,1,0.0000752,NULL,NULL,NULL
NULL,CNTRL,centriolin,11064,16,0,1,0.000680977,NULL,NULL,NULL
NULL,UBE2C,ubiquitin conjugating enzyme E2 C,11065,21,0,1,6.29E-08,NULL,NULL,NULL
NULL,TOPBP1,DNA topoisomerase II binding protein 1,11073,19,0,1,0.000273358,NULL,NULL,NULL
NULL,DNAJB4,DnaJ heat shock protein family (Hsp40) member B4,11080,21,1,0,0.000000332,NULL,NULL,NULL
NULL,WDR5,WD repeat domain 5,11091,17,0,1,0.006415198,NULL,NULL,NULL
NULL,ADAMTS5,ADAM metallopeptidase with thrombospondin type 1 motif 5,11096,17,1,0,0.0000659,NULL,NULL,NULL
NULL,PRSS23,serine protease 23,11098,20,1,0,0.0000251,NULL,NULL,NULL
NULL,CIT,citron rho-interacting serine/threonine kinase,11113,13,0,1,0.000177152,NULL,NULL,NULL
NULL,EMILIN1,elastin microfibril interfacer 1,11117,20,0,1,0.002548858,NULL,NULL,NULL
NULL,ZWINT,ZW10 interacting kinetochore protein,11130,20,0,1,3.21E-08,NULL,NULL,NULL
NULL,LSM6,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated",11157,18,0,1,0.00018442,NULL,NULL,NULL
NULL,ADAMTS6,ADAM metallopeptidase with thrombospondin type 1 motif 6,11174,17,0,1,0.006415198,NULL,NULL,NULL
NULL,BAZ1A,bromodomain adjacent to zinc finger domain 1A,11177,18,0,1,0.001387913,NULL,NULL,NULL
NULL,SUPT16H,"SPT16 homolog, facilitates chromatin remodeling subunit",11198,19,0,1,0.000273358,NULL,NULL,NULL
NULL,IRAK3,interleukin 1 receptor associated kinase 3,11213,18,0,1,0.001387913,NULL,NULL,NULL
NULL,DUSP10,dual specificity phosphatase 10,11221,20,1,0,0.001568256,NULL,NULL,NULL
NULL,MRPL3,mitochondrial ribosomal protein L3,11222,18,0,1,0.0000198,NULL,NULL,NULL
NULL,GALNT5,polypeptide N-acetylgalactosaminyltransferase 5,11227,20,1,0,0.00021949,NULL,NULL,NULL
NULL,PRAF2,PRA1 domain family member 2,11230,18,1,0,0.000843996,NULL,NULL,NULL
NULL,MAN1B1,mannosidase alpha class 1B member 1,11253,18,1,0,0.000843996,NULL,NULL,NULL
NULL,FILIP1L,filamin A interacting protein 1 like,11259,19,1,0,0.00000139,NULL,NULL,NULL
NULL,NRM,nurim,11270,20,0,1,0.00039374,NULL,NULL,NULL
NULL,PHB2,prohibitin 2,11331,16,0,1,0.000680977,NULL,NULL,NULL
NULL,CBX3,chromobox 3,11335,21,0,1,0.0000752,NULL,NULL,NULL
NULL,GABARAP,GABA type A receptor-associated protein,11337,19,1,0,0.001163626,NULL,NULL,NULL
NULL,OIP5,Opa interacting protein 5,11339,14,0,1,0.00029058,NULL,NULL,NULL
NULL,EXOSC8,exosome component 8,11340,18,0,1,0.00000172,NULL,NULL,NULL
NULL,MRAS,muscle RAS oncogene homolog,22808,20,1,0,0.001568256,NULL,NULL,NULL
NULL,CEP162,centrosomal protein 162,22832,17,0,1,0.006415198,NULL,NULL,NULL
NULL,COBLL1,cordon-bleu WH2 repeat protein like 1,22837,18,1,0,0.000101565,NULL,NULL,NULL
NULL,WDR47,WD repeat domain 47,22911,15,1,0,0.002324938,NULL,NULL,NULL
NULL,MAPRE3,microtubule associated protein RP/EB family member 3,22924,20,1,0,0.00021949,NULL,NULL,NULL
NULL,SEPHS1,selenophosphate synthetase 1,22929,21,0,1,0.0033472,NULL,NULL,NULL
NULL,ELL2,elongation factor for RNA polymerase II 2,22936,19,1,0,0.001163626,NULL,NULL,NULL
NULL,CCT5,chaperonin containing TCP1 subunit 5,22948,20,0,1,0.002548858,NULL,NULL,NULL
NULL,TPX2,TPX2 microtubule nucleation factor,22974,17,0,1,5.81E-08,NULL,NULL,NULL
NULL,PAXIP1,PAX interacting protein 1,22976,17,0,1,0.006415198,NULL,NULL,NULL
NULL,PCNX1,pecanex 1,22990,19,1,0,0.001163626,NULL,NULL,NULL
NULL,LIMCH1,LIM and calponin homology domains 1,22998,19,1,0,0.001163626,NULL,NULL,NULL
NULL,RIMS1,regulating synaptic membrane exocytosis 1,22999,17,1,0,0.004278705,NULL,NULL,NULL
NULL,KDM1A,lysine demethylase 1A,23028,20,0,1,0.00039374,NULL,NULL,NULL
NULL,MAST3,microtubule associated serine/threonine kinase 3,23031,16,1,0,0.0000412,NULL,NULL,NULL
NULL,TBC1D9,TBC1 domain family member 9,23158,16,1,0,0.003195709,NULL,NULL,NULL
NULL,NUP205,nucleoporin 205,23165,18,0,1,0.00000172,NULL,NULL,NULL
NULL,SULF1,sulfatase 1,23213,17,1,0,0.004278705,NULL,NULL,NULL
NULL,NEMP1,nuclear envelope integral membrane protein 1,23306,18,0,1,0.001387913,NULL,NULL,NULL
NULL,NCAPD3,non-SMC condensin II complex subunit D3,23310,19,0,1,0.001902323,NULL,NULL,NULL
NULL,KIAA0930,KIAA0930,23313,19,1,0,0.001163626,NULL,NULL,NULL
NULL,MAN2B2,mannosidase alpha class 2B member 2,23324,20,1,0,0.00021949,NULL,NULL,NULL
NULL,SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1,23347,20,0,1,0.0000498,NULL,NULL,NULL
NULL,AHCYL2,adenosylhomocysteinase like 2,23382,19,1,0,0.001163626,NULL,NULL,NULL
NULL,NCSTN,nicastrin,23385,20,1,0,0.0000251,NULL,NULL,NULL
NULL,NCAPH,non-SMC condensin I complex subunit H,23397,19,0,1,0.00000024,NULL,NULL,NULL
NULL,SF3B3,splicing factor 3b subunit 3,23450,21,0,1,0.000553004,NULL,NULL,NULL
NULL,CBX5,chromobox 5,23468,20,0,1,0.0000498,NULL,NULL,NULL
NULL,ISCU,iron-sulfur cluster assembly enzyme,23479,18,1,0,0.000101565,NULL,NULL,NULL
NULL,CBX7,chromobox 7,23492,15,1,0,0.000271213,NULL,NULL,NULL
NULL,TMEM131,transmembrane protein 131,23505,19,1,0,0.000151463,NULL,NULL,NULL
NULL,DDAH1,dimethylarginine dimethylaminohydrolase 1,23576,19,1,0,0.000151463,NULL,NULL,NULL
NULL,CDC42EP4,CDC42 effector protein 4,23580,20,0,1,0.00039374,NULL,NULL,NULL
NULL,DDX58,DExD/H-box helicase 58,23586,19,1,0,0.000016,NULL,NULL,NULL
NULL,ORC6,origin recognition complex subunit 6,23594,19,0,1,0.001902323,NULL,NULL,NULL
NULL,OPN3,opsin 3,23596,18,1,0,0.000843996,NULL,NULL,NULL
NULL,NUP62,nucleoporin 62,23636,10,0,1,0.004356126,NULL,NULL,NULL
NULL,LRRC6,leucine rich repeat containing 6,23639,17,1,0,0.004278705,NULL,NULL,NULL
NULL,POLA2,"DNA polymerase alpha 2, accessory subunit",23649,20,0,1,0.002548858,NULL,NULL,NULL
NULL,LSM5,"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated",23658,18,0,1,0.00018442,NULL,NULL,NULL
NULL,PLA2G15,phospholipase A2 group XV,23659,20,1,0,0.0000251,NULL,NULL,NULL
NULL,STX12,integral membrane protein 2C,23673,19,1,0,0.000016,NULL,NULL,NULL
NULL,GABARAPL1,GABA type A receptor associated protein like 1,23710,19,1,0,5.75E-09,NULL,NULL,NULL
NULL,APOL2,apolipoprotein L2,23780,16,1,0,0.003195709,NULL,NULL,NULL
NULL,KIF4A,kinesin family member 4A,24137,13,0,1,0.0000138,NULL,NULL,NULL
NULL,RAD54B,RAD54 homolog B,25788,11,0,1,0.006447211,NULL,NULL,NULL
NULL,BRI3,brain protein I3,25798,19,1,0,0.000016,NULL,NULL,NULL
NULL,LMOD1,leiomodin 1,25802,21,1,0,0.00031014,NULL,NULL,NULL
NULL,MPC2,mitochondrial pyruvate carrier 2,25874,20,1,0,0.00021949,NULL,NULL,NULL
NULL,POC1A,POC1 centriolar protein A,25886,19,0,1,0.00000306,NULL,NULL,NULL
NULL,PAMR1,peptidase domain containing associated with muscle regeneration 1,25891,20,1,0,0.000000185,NULL,NULL,NULL
NULL,NOL11,nucleolar protein 11,25926,18,0,1,0.001387913,NULL,NULL,NULL
NULL,CNRIP1,cannabinoid receptor interacting protein 1,25927,20,0,1,0.002548858,NULL,NULL,NULL
NULL,CLIP3,CAP-Gly domain containing linker protein 3,25999,21,1,0,0.0000382,NULL,NULL,NULL
NULL,LRP10,LDL receptor related protein 10,26020,20,1,0,0.00021949,NULL,NULL,NULL
NULL,SIPA1L1,signal induced proliferation associated 1 like 1,26037,17,1,0,0.004278705,NULL,NULL,NULL
NULL,RAB11FIP5,RAB11 family interacting protein 5,26056,20,1,0,0.00021949,NULL,NULL,NULL
NULL,RAI14,retinoic acid induced 14,26064,20,1,0,0.001568256,NULL,NULL,NULL
NULL,TCTN3,tectonic family member 3,26123,20,1,0,0.001568256,NULL,NULL,NULL
NULL,ZBTB20,zinc finger and BTB domain containing 20,26137,19,1,0,0.001163626,NULL,NULL,NULL
NULL,PHF19,PHD finger protein 19,26147,18,0,1,0.0000198,NULL,NULL,NULL
NULL,TMEM251,transmembrane protein 251,26175,17,0,1,0.000986749,NULL,NULL,NULL
NULL,PHGDH,phosphoglycerate dehydrogenase,26227,15,0,1,0.000453984,NULL,NULL,NULL
NULL,FBXO6,F-box protein 6,26270,17,1,0,0.004278705,NULL,NULL,NULL
NULL,FBXO5,F-box protein 5,26271,20,0,1,0.00000519,NULL,NULL,NULL
NULL,HSPB8,heat shock protein family B (small) member 8,26353,18,1,0,0.00000986,NULL,NULL,NULL
NULL,GNL3,G protein nucleolar 3,26354,20,0,1,0.002548858,NULL,NULL,NULL
NULL,SLC17A5,solute carrier family 17 member 5,26503,18,1,0,0.00000986,NULL,NULL,NULL
NULL,DAZAP1,DAZ associated protein 1,26528,20,0,1,0.00039374,NULL,NULL,NULL
NULL,RGS17,regulator of G protein signaling 17,26575,15,0,1,0.003525589,NULL,NULL,NULL
NULL,CKAP2,cytoskeleton associated protein 2,26586,19,0,1,0.000032,NULL,NULL,NULL
NULL,RNF11,ring finger protein 11,26994,16,1,0,0.003195709,NULL,NULL,NULL
NULL,CYFIP2,cytoplasmic FMR1 interacting protein 2,26999,18,1,0,0.00000986,NULL,NULL,NULL
NULL,ANKRD1,ankyrin repeat domain 1,27063,21,1,0,0.00031014,NULL,NULL,NULL
NULL,VPS41,VPS41 subunit of HOPS complex,27072,18,1,0,0.000843996,NULL,NULL,NULL
NULL,TSPAN13,tetraspanin 13,27075,19,1,0,0.000016,NULL,NULL,NULL
NULL,DKK3,dickkopf WNT signaling pathway inhibitor 3,27122,21,1,0,0.0000382,NULL,NULL,NULL
NULL,SNX5,sorting nexin 5,27131,19,0,1,0.001902323,NULL,NULL,NULL
NULL,TUBG2,tubulin gamma 2,27175,17,1,0,0.004278705,NULL,NULL,NULL
NULL,COQ2,"coenzyme Q2, polyprenyltransferase",27235,20,0,1,0.00039374,NULL,NULL,NULL
NULL,TNFRSF21,TNF receptor superfamily member 21,27242,19,1,0,0.001163626,NULL,NULL,NULL
NULL,SESN1,sestrin 1,27244,19,1,0,0.000151463,NULL,NULL,NULL
NULL,LSM3,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated",27258,19,0,1,0.000273358,NULL,NULL,NULL
NULL,APEX2,apurinic/apyrimidinic endodeoxyribonuclease 2,27301,16,0,1,0.004818595,NULL,NULL,NULL
NULL,RBMX,RNA binding motif protein X-linked,27316,9,0,1,0.0000112,NULL,NULL,NULL
NULL,UBE2S,ubiquitin conjugating enzyme E2 S,27338,15,0,1,0.000453984,NULL,NULL,NULL
NULL,UTP20,UTP20 small subunit processome component,27340,19,0,1,0.001902323,NULL,NULL,NULL
NULL,KCNMB4,potassium calcium-activated channel subfamily M regulatory beta subunit 4,27345,19,1,0,0.000151463,NULL,NULL,NULL
NULL,EML4,EMAP like 4,27436,19,0,1,0.000273358,NULL,NULL,NULL
NULL,DCPS,"decapping enzyme, scavenger",28960,19,0,1,0.000032,NULL,NULL,NULL
NULL,OSTM1,osteoclastogenesis associated transmembrane protein 1,28962,19,1,0,0.00000139,NULL,NULL,NULL
NULL,SLC43A3,solute carrier family 43 member 3,29015,17,0,1,0.000986749,NULL,NULL,NULL
NULL,ATAD2,ATPase family AAA domain containing 2,29028,20,0,1,3.21E-08,NULL,NULL,NULL
NULL,UBE2T,ubiquitin conjugating enzyme E2 T,29089,18,0,1,0.00000172,NULL,NULL,NULL
NULL,NXT1,nuclear transport factor 2 like export factor 1,29107,16,0,1,0.000680977,NULL,NULL,NULL
NULL,PYCARD,PYD and CARD domain containing,29108,16,0,1,0.004818595,NULL,NULL,NULL
NULL,RACGAP1,Rac GTPase activating protein 1,29127,14,0,1,0.00029058,NULL,NULL,NULL
NULL,UHRF1,ubiquitin like with PHD and ring finger domains 1,29128,16,0,1,0.004818595,NULL,NULL,NULL
NULL,PSMC3IP,PSMC3 interacting protein,29893,14,0,1,0.00029058,NULL,NULL,NULL
NULL,GPSM2,G protein signaling modulator 2,29899,17,0,1,0.000000923,NULL,NULL,NULL
NULL,LRP12,LDL receptor related protein 12,29967,14,1,0,0.001640363,NULL,NULL,NULL
NULL,DONSON,DNA replication fork stabilization factor DONSON,29980,20,0,1,0.002548858,NULL,NULL,NULL
NULL,LMCD1,LIM and cysteine rich domains 1,29995,19,1,0,0.001163626,NULL,NULL,NULL
NULL,NT5C,"5', 3'-nucleotidase, cytosolic",30833,18,0,1,0.001387913,NULL,NULL,NULL
NULL,STOML2,stomatin like 2,30968,17,0,1,0.000986749,NULL,NULL,NULL
NULL,RRM2B,ribonucleotide reductase regulatory TP53 inducible subunit M2B,50484,18,1,0,4.97E-08,NULL,NULL,NULL
NULL,COL5A3,collagen type V alpha 3 chain,50509,18,0,1,0.001387913,NULL,NULL,NULL
NULL,ATP6V0A4,ATPase H+ transporting V0 subunit a4,50617,17,1,0,0.004278705,NULL,NULL,NULL
NULL,ARHGEF3,Rho guanine nucleotide exchange factor 3,50650,17,1,0,0.004278705,NULL,NULL,NULL
NULL,AK3,adenylate kinase 3,50808,18,1,0,0.000101565,NULL,NULL,NULL
NULL,STMN3,stathmin 3,50861,17,0,1,0.000986749,NULL,NULL,NULL
NULL,MTERF3,mitochondrial transcription termination factor 3,51001,16,0,1,0.000680977,NULL,NULL,NULL
NULL,TPRKB,TP53RK binding protein,51002,20,0,1,0.000000449,NULL,NULL,NULL
NULL,TVP23B,trans-golgi network vesicle protein 23 homolog B,51030,13,1,0,0.001116149,NULL,NULL,NULL
NULL,GMNN,geminin DNA replication inhibitor,51053,20,0,1,0.000000449,NULL,NULL,NULL
NULL,DERA,deoxyribose-phosphate aldolase,51071,19,0,1,0.00000306,NULL,NULL,NULL
NULL,CRYL1,crystallin lambda 1,51084,19,1,0,0.000151463,NULL,NULL,NULL
NULL,ADIPOR1,adiponectin receptor 1,51094,20,1,0,0.00021949,NULL,NULL,NULL
NULL,UTP11,UTP11 small subunit processome component,51118,20,0,1,0.002548858,NULL,NULL,NULL
NULL,ANGPTL4,angiopoietin like 4,51129,20,1,0,0.00021949,NULL,NULL,NULL
NULL,CEP83,centrosomal protein 83,51134,15,0,1,0.000453984,NULL,NULL,NULL
NULL,CERCAM,cerebral endothelial cell adhesion molecule,51148,19,1,0,0.00000139,NULL,NULL,NULL
NULL,MRTO4,"MRT4 homolog, ribosome maturation factor",51154,19,0,1,0.001902323,NULL,NULL,NULL
NULL,PLEKHO1,pleckstrin homology domain containing O1,51177,19,0,1,0.001902323,NULL,NULL,NULL
NULL,CPA4,carboxypeptidase A4,51200,18,1,0,0.000843996,NULL,NULL,NULL
NULL,NUSAP1,nucleolar and spindle associated protein 1,51203,19,0,1,8.16E-10,NULL,NULL,NULL
NULL,Mar-02,membrane associated ring-CH-type finger 2,51257,19,1,0,0.000151463,NULL,NULL,NULL
NULL,FKBP11,FKBP prolyl isomerase 11,51303,17,0,1,0.006415198,NULL,NULL,NULL
NULL,FAM198B,golgi associated kinase 1B,51313,19,1,0,0.001163626,NULL,NULL,NULL
NULL,RSRC1,arginine and serine rich coiled-coil 1,51319,16,0,1,0.004818595,NULL,NULL,NULL
NULL,PRR16,proline rich 16,51334,19,0,1,0.000273358,NULL,NULL,NULL
NULL,UCHL5,ubiquitin C-terminal hydrolase L5,51377,17,0,1,0.000986749,NULL,NULL,NULL
NULL,NIP7,nucleolar pre-rRNA processing protein NIP7,51388,20,0,1,0.002548858,NULL,NULL,NULL
NULL,TRPV2,transient receptor potential cation channel subfamily V member 2,51393,19,1,0,0.001163626,NULL,NULL,NULL
NULL,SCARA3,scavenger receptor class A member 3,51435,20,0,1,0.00000519,NULL,NULL,NULL
NULL,RNF138,ring finger protein 138,51444,18,0,1,0.00000172,NULL,NULL,NULL
NULL,PCYOX1,prenylcysteine oxidase 1,51449,20,1,0,0.000000185,NULL,NULL,NULL
NULL,CTDSPL2,CTD small phosphatase like 2,51496,17,0,1,0.000986749,NULL,NULL,NULL
NULL,GTSE1,G2 and S-phase expressed 1,51512,19,0,1,0.000273358,NULL,NULL,NULL
NULL,ETV7,ETS variant transcription factor 7,51513,15,1,0,0.002324938,NULL,NULL,NULL
NULL,DTL,denticleless E3 ubiquitin protein ligase homolog,51514,19,0,1,1.55E-08,NULL,NULL,NULL
NULL,RAB6B,"RAB6B, member RAS oncogene family",51560,14,1,0,0.0000139,NULL,NULL,NULL
NULL,ARMCX3,armadillo repeat containing X-linked 3,51566,20,1,0,0.00021949,NULL,NULL,NULL
NULL,GDE1,glycerophosphodiester phosphodiesterase 1,51573,20,1,0,0.001568256,NULL,NULL,NULL
NULL,NOP58,NOP58 ribonucleoprotein,51602,15,0,1,0.00000356,NULL,NULL,NULL
NULL,DPH5,diphthamide biosynthesis 5,51611,20,0,1,0.00039374,NULL,NULL,NULL
NULL,DHRS7,dehydrogenase/reductase 7,51635,20,1,0,0.001568256,NULL,NULL,NULL
NULL,MRPL48,mitochondrial ribosomal protein L48,51642,19,0,1,0.000273358,NULL,NULL,NULL
NULL,YPEL5,yippee like 5,51646,20,1,0,0.000000012,NULL,NULL,NULL
NULL,GINS2,GINS complex subunit 2,51659,17,0,1,0.000000923,NULL,NULL,NULL
NULL,HSPB11,heat shock protein family B (small) member 11,51668,20,0,1,0.00039374,NULL,NULL,NULL
NULL,SARAF,store-operated calcium entry associated regulatory factor,51669,15,1,0,0.000271213,NULL,NULL,NULL
