"id_biblio","pubmed","title","url","author","publisher","year","journal","volume","pages","editor","book_title","review"
0293,18194654,"Keap1/Nrf2 signaling regulates oxidative stress tolerance and lifespan in Drosophila.",NULL,"Sykiotis and Bohmann",NULL,2008,"Dev. Cell","14","76-85",NULL,NULL,NULL
0294,21029723,"dGIPC is required for the locomotive activity and longevity in Drosophila.",NULL,"Kim et al",NULL,2010,"Biochem. Biophys. Res. Commun.","402","565-570",NULL,NULL,NULL
0295,18494863,"The farnesylated nuclear proteins KUGELKERN and LAMIN B promote aging-like phenotypes in Drosophila flies.",NULL,"Brandt et al",NULL,2008,"Aging Cell","7","541-551",NULL,NULL,NULL
0296,20333234,"Regulation of lifespan, metabolism, and stress responses by the Drosophila SH2B protein, Lnk.",NULL,"Slack et al",NULL,2010,"PLoS Genet.","6",NULL,NULL,NULL,NULL
0297,21776417,"Loco signaling pathway in longevity.",NULL,"Lin et al",NULL,2011,"Small Gtpases","2","158-161",NULL,NULL,NULL
0298,18208580,"Acquired temperature-sensitive paralysis as a biomarker of declining neuronal function in aging Drosophila.",NULL,"Reenan and Rogina",NULL,2008,"Aging Cell","7","179-186",NULL,NULL,NULL
0299,18083727,"The Drosophila muscle LIM protein, Mlp84B, is essential for cardiac function.",NULL,"Mery et al",NULL,2008,"J. Exp. Biol.","211","15-23",NULL,NULL,NULL
0300,18775584,"Overexpression of metal-responsive transcription factor (MTF-1) in Drosophila melanogaster ameliorates life-span reductions associated with oxidative stress and metal toxicity.",NULL,"Bahadorani et al",NULL,2010,"Neurobiol. Aging","31","1215-1226",NULL,NULL,NULL
0301,18678867,"Life span extension and neuronal cell protection by Drosophila nicotinamidase.",NULL,"Balan et al",NULL,2008,"J. Biol. Chem.","283","27810-27819",NULL,NULL,NULL
0302,21376794,"Sex-dependent modulation of longevity by two Drosophila homologues of human Apolipoprotein D, GLaz and NLaz.",NULL,"Ruiz et al",NULL,2011,"Exp. Gerontol.","46","579-589",NULL,NULL,NULL
0303,21826223,"Drosophila carrying pex3 or pex16 mutations are models of Zellweger syndrome that reflect its symptoms associated with the absence of peroxisomes.",NULL,"Nakayama et al",NULL,2011,"PLoS ONE","6",NULL,NULL,NULL,NULL
0304,19128239,"Peroxiredoxin 5 confers protection against oxidative stress and apoptosis and also promotes longevity in Drosophila.",NULL,"Radyuk et al",NULL,2009,"Biochem. J.","419","437-445",NULL,NULL,NULL
0305,21111239,"FOXO/4E-BP signaling in Drosophila muscles regulates organism-wide proteostasis during aging.",NULL,"Demontis and Perrimon",NULL,2010,"Cell","143","813-825",NULL,NULL,NULL
0306,18478054,"An RGS-containing sorting nexin controls Drosophila lifespan.",NULL,"Suh et al",NULL,2008,"PLoS ONE","3",NULL,NULL,NULL,NULL
0307,20519778,"Comparative transcriptional profiling identifies takeout as a gene that regulates life span.",NULL,"Bauer et al",NULL,2010,"Aging (Albany NY)","2","298-310",NULL,NULL,NULL
0308,19209226,"Loss of yata, a novel gene regulating the subcellular localization of APPL, induces deterioration of neural tissues and lifespan shortening.",NULL,"Sone et al",NULL,2009,"PLoS ONE","4",NULL,NULL,NULL,NULL
0309,18809674,"Overexpression of glucose-6-phosphate dehydrogenase extends the life span of Drosophila melanogaster.",NULL,"Legan et al",NULL,2008,"J. Biol. Chem.","283","32492-32499",NULL,NULL,NULL
0310,18059442,"A modular network model of aging.",NULL,"Xue et al",NULL,2007,"Mol. Syst. Biol.","3",NULL,NULL,NULL,NULL
0311,2001158,"Tumefactive fibroinflammatory lesion of the extremity. Report of a case and review of the literature.",NULL,"Savage et al",NULL,1991,"Arch. Pathol. Lab. Med.","115","230-232",NULL,NULL,NULL
0312,18467495,"Proteasomal adaptation to environmental stress links resistance to proteotoxicity with longevity in Caenorhabditis elegans.",NULL,"Yun et al",NULL,2008,"Proc. Natl. Acad. Sci. U.S.A.","105","7094-7099",NULL,NULL,NULL
0313,18216284,"APY-1, a novel Caenorhabditis elegans apyrase involved in unfolded protein response signalling and stress responses.",NULL,"Uccelletti et al",NULL,2008,"Mol. Biol. Cell","19","1337-1345",NULL,NULL,NULL
0314,19575768,"Condition-adapted stress and longevity gene regulation by Caenorhabditis elegans SKN-1/Nrf.",NULL,"Oliveira et al",NULL,2009,"Aging Cell","8","524-541",NULL,NULL,NULL
0315,20207731,"Arrestin and the multi-PDZ domain-containing protein MPZ-1 interact with phosphatase and tensin homolog (PTEN) and regulate Caenorhabditis elegans longevity.",NULL,"Palmitessa and Benovic",NULL,2010,"J. Biol. Chem.","285","15187-15200",NULL,NULL,NULL
0316,20555324,"Members of the H3K4 trimethylation complex regulate lifespan in a germline-dependent manner in C. elegans.",NULL,"Greer et al",NULL,2010,"Nature","466","383-387",NULL,NULL,NULL
0317,19469880,"Lifespan extension by suppression of autophagy genes in Caenorhabditis elegans.",NULL,"Hashimoto et al",NULL,2009,"Genes Cells","14","717-726",NULL,NULL,NULL
0318,19764929,"Caenorhabditis elegans PI3K mutants reveal novel genes underlying exceptional stress resistance and lifespan.",NULL,"Ayyadevara et al",NULL,2009,"Aging Cell","8","706-725",NULL,NULL,NULL
0319,20688098,"Mitochondrial dysfunction in Caenorhabditis elegans causes metabolic restructuring, but this is not linked to longevity.",NULL,"Zuryn et al",NULL,2010,"Mech. Ageing Dev.","131","554-561",NULL,NULL,NULL
0320,20844315,"Klotho interferes with a novel FGF-signalling pathway and insulin/Igf-like signalling to improve longevity and stress resistance in Caenorhabditis elegans.",NULL,"Ch?teau et al",NULL,2010,"Aging (Albany NY)","2","567-581",NULL,NULL,NULL
0321,21055415,"Regulation of longevity by genes required for the functions of AIY interneuron in nematode Caenorhabditis elegans.",NULL,"Shen et al",NULL,2010,"Mech. Ageing Dev.","131","732-738",NULL,NULL,NULL
0322,19627265,"Oxidative stress and longevity in Caenorhabditis elegans as mediated by SKN-1.",NULL,"Park et al",NULL,2009,"Aging Cell","8","258-269",NULL,NULL,NULL
0323,21477590,"DHS-21, a dicarbonyl/L-xylulose reductase (DCXR) ortholog, regulates longevity and reproduction in Caenorhabditis elegans.",NULL,"Son et al",NULL,2011,"FEBS Lett.","585","1310-1316",NULL,NULL,NULL
0324,21215371,"The cell-non-autonomous nature of electron transport chain-mediated longevity.",NULL,"Durieux et al",NULL,2011,"Cell","144","79-91",NULL,NULL,NULL
0325,18662544,"An elt-3/elt-5/elt-6 GATA transcription circuit guides aging in C. elegans.",NULL,"Budovskaya et al",NULL,2008,"Cell","134","291-303",NULL,NULL,NULL
0326,19043554,"Profiling synaptic proteins identifies regulators of insulin secretion and lifespan.",NULL,"Ch'ng et al",NULL,2008,"PLoS Genet.","4",NULL,NULL,NULL,NULL
0327,19372390,"Proteasomal regulation of the hypoxic response modulates aging in C. elegans.",NULL,"Mehta et al",NULL,2009,"Science","324","1196-1198",NULL,NULL,NULL
0328,20862312,"ETS-4 is a transcriptional regulator of life span in Caenorhabditis elegans.",NULL,"Thyagarajan et al",NULL,2010,"PLoS Genet.","6",NULL,NULL,NULL,NULL
0329,20346071,"Apurinic/apyrimidinic endonuclease 1, p53, and thioredoxin are linked in control of aging in C. elegans.",NULL,"Schlotterer et al",NULL,2010,"Aging Cell","9","420-432",NULL,NULL,NULL
0330,18728216,"Inhibition of a eukaryotic initiation factor (eIF2Bdelta/F11A3.2) during adulthood extends lifespan in Caenorhabditis elegans.",NULL,"Tohyama et al",NULL,2008,"FASEB J.","22","4327-4337",NULL,NULL,NULL
0331,21156009,"Mutation in a mitochondrial ribosomal protein causes increased sensitivity to oxygen with decreased longevity in the nematode Caenorhabditis elegans.",NULL,"Fujii et al",NULL,2011,"Genes Cells","16","69-79",NULL,NULL,NULL
0332,21040400,"Pyruvate imbalance mediates metabolic reprogramming and mimics lifespan extension by dietary restriction in Caenorhabditis elegans.",NULL,"Mouchiroud et al",NULL,2011,"Aging Cell","10","39-54",NULL,NULL,NULL
0333,20497132,"Novel EGF pathway regulators modulate C. elegans healthspan and lifespan via EGF receptor, PLC-gamma, and IP3R activation.",NULL,"Iwasa et al",NULL,2010,"Aging Cell","9","490-505",NULL,NULL,NULL
0334,18828672,"Caenorhabditis elegans HCF-1 functions in longevity maintenance as a DAF-16 regulator.",NULL,"Li et al",NULL,2008,"PLoS Biol.","6",NULL,NULL,NULL,NULL
0335,19424872,"Genetic analysis of hyl-1, the C. elegans homolog of LAG1/LASS1.",NULL,"Tedesco et al",NULL,2008,"Age (Dordr)","30","43-52",NULL,NULL,NULL
0336,20460307,"Insulin/IGF-1 signaling mutants reprogram ER stress response regulators to promote longevity.",NULL,"Henis-Korenblit et al",NULL,2010,"Proc. Natl. Acad. Sci. U.S.A.","107","9730-9735",NULL,NULL,NULL
0337,20956318,"3-Ketoacyl thiolase delays aging of Caenorhabditis elegans and is required for lifespan extension mediated by sir-2.1.",NULL,"Berdichevsky et al",NULL,2010,"Proc. Natl. Acad. Sci. U.S.A.","107","18927-18932",NULL,NULL,NULL
0338,18393358,"Characterization and functional studies of a FYVE domain-containing phosphatase in C. elegans.",NULL,"Ma et al",NULL,2008,"J. Cell. Biochem.","104","1843-1852",NULL,NULL,NULL
0339,20501697,"Molecular characterization of numr-1 and numr-2: genes that increase both resistance to metal-induced stress and lifespan in Caenorhabditis elegans.",NULL,"Tvermoes et al",NULL,2010,"J. Cell. Sci.","123","2124-2134",NULL,NULL,NULL
0340,18846209,"A TRPV channel modulates C. elegans neurosecretion, larval starvation survival, and adult lifespan.",NULL,"Lee and Ashrafi",NULL,2008,"PLoS Genet.","4",NULL,NULL,NULL,NULL
0341,18772467,"Protein-repair and hormone-signaling pathways specify dauer and adult longevity and dauer development in Caenorhabditis elegans.",NULL,"Banfield et al",NULL,2008,"J. Gerontol. A Biol. Sci. Med. Sci.","63","798-808",NULL,NULL,NULL
0342,19812672,"Prohibitin couples diapause signalling to mitochondrial metabolism during ageing in C. elegans.",NULL,"Artal-Sanz and Tavernarakis",NULL,2009,"Nature","461","793-797",NULL,NULL,NULL
0343,18832074,"SHC-1/p52Shc targets the insulin/IGF-1 and JNK signaling pathways to modulate life span and stress response in C. elegans.",NULL,"Neumann-Haefelin et al",NULL,2008,"Genes Dev.","22","2721-2735",NULL,NULL,NULL
0344,18836529,"A novel role for the SMG-1 kinase in lifespan and oxidative stress resistance in Caenorhabditis elegans.",NULL,"Masse et al",NULL,2008,"PLoS ONE","3",NULL,NULL,NULL,NULL
0345,18073424,"A Measurable increase in oxidative damage due to reduction in superoxide detoxification fails to shorten the life span of long-lived mitochondrial mutants of Caenorhabditis elegans.",NULL,"Yang et al",NULL,2007,"Genetics","177","2063-2074",NULL,NULL,NULL
0346,10968795,"Extension of life-span with superoxide dismutase/catalase mimetics.",NULL,"Melov et al",NULL,2000,"Science","289","1567-1569",NULL,NULL,NULL
0347,21151927,"Stressed-induced TMEM135 protein is part of a conserved genetic network involved in fat storage and longevity regulation in Caenorhabditis elegans.",NULL,"Exil et al",NULL,2010,"PLoS ONE","5",NULL,NULL,NULL,NULL
0348,19853560,"A role for C. elegans Eph RTK signaling in PTEN regulation.",NULL,"Brisbin et al",NULL,2009,"Dev. Cell","17","459-469",NULL,NULL,NULL
0349,21331044,"Lifespan extension induced by AMPK and calcineurin is mediated by CRTC-1 and CREB.",NULL,"Mair et al",NULL,2011,"Nature","470","404-408",NULL,NULL,NULL
0350,9363890,"Mutation of the mouse klotho gene leads to a syndrome resembling ageing.","","Kuro-o et al","",1997,"Nature","390","45-51","","",NULL
0351,17400585,"Mgat5 and Pten interact to regulate cell growth and polarity.",NULL,"Cheung and Dennis",NULL,2007,"Glycobiology","17","767-773",NULL,NULL,NULL
0352,22405073,"Pten positively regulates brown adipose function, energy expenditure, and longevity.",NULL,"Ortega-Molina et al",NULL,2012,"Cell Metab.","15","382-394",NULL,NULL,NULL
0353,15743677,"The emerging role of poly(ADP-ribose) polymerase-1 in longevity.",NULL,"B?rkle et al",NULL,2005,"Int. J. Biochem. Cell Biol.","37","1043-1053",NULL,NULL,NULL
0354,20561897,"Inflammatory and age-related pathologies in mice with ectopic expression of human PARP-1.",NULL,"Mangerich et al",NULL,2010,"Mech. Ageing Dev.","131","389-404",NULL,NULL,NULL
0355,12960381,"Developmental defects and p53 hyperacetylation in Sir2 homolog (SIRT1)-deficient mice.",NULL,"Cheng et al",NULL,2003,"Proc. Natl. Acad. Sci. U.S.A.","100","10794-10799",NULL,NULL,NULL
0356,17877786,"SIRT1 transgenic mice show phenotypes resembling calorie restriction.",NULL,"Bordone et al",NULL,2007,"Aging Cell","6","759-767",NULL,NULL,NULL
0357,8689683,"Atm-deficient mice: a paradigm of ataxia telangiectasia.",NULL,"Barlow et al",NULL,1996,"Cell","86","159-171",NULL,NULL,NULL
0358,8917548,"Pleiotropic defects in ataxia-telangiectasia protein-deficient mice.",NULL,"Elson et al",NULL,1996,"Proc. Natl. Acad. Sci. U.S.A.","93","13084-13089",NULL,NULL,NULL
0359,8843194,"Targeted disruption of ATM leads to growth retardation, chromosomal fragmentation during meiosis, immune defects, and thymic lymphoma.",NULL,"Xu et al",NULL,1996,"Genes Dev.","10","2411-2422",NULL,NULL,NULL
0360,19620979,"A mouse model of ATR-Seckel shows embryonic replicative stress and accelerated aging.",NULL,"Murga et al",NULL,2009,"Nat. Genet.","41","891-898",NULL,NULL,NULL
0361,17420720,"Brca1 heterozygous mice have shortened life span and are prone to ovarian tumorigenesis with haploinsufficiency upon ionizing irradiation.",NULL,"Jeng et al",NULL,2007,"Oncogene","26","6160-6166",NULL,NULL,NULL
0362,16144468,"Oxidative stress and aging: catalase is a longevity determinant enzyme.",NULL,"Cutler Richard G",NULL,2005,"Rejuvenation Res","8","138-140",NULL,NULL,NULL
0363,18729070,"Amelioration of the premature ageing-like features of Fgf-23 knockout mice by genetically restoring the systemic actions of FGF-23.",NULL,"DeLuca et al",NULL,2008,"J. Pathol.","216","345-355",NULL,NULL,NULL
0364,12057928,"Life span extension by reduction in growth hormone-insulin-like growth factor-1 axis in a transgenic rat model.",NULL,"Shimokawa et al",NULL,2002,"Am. J. Pathol.","160","2259-2265",NULL,NULL,NULL
0365,18959478,"Brain IGF-1 receptors control mammalian growth and lifespan through a neuroendocrine mechanism.",NULL,"Kappeler et al",NULL,2008,"PLoS Biol.","6","e254",NULL,NULL,NULL
0366,15713666,"Estrogen, insulin, and dietary signals cooperatively regulate longevity signals to enhance resistance to oxidative stress in mice.",NULL,"Baba et al",NULL,2005,"J. Biol. Chem.","280","16417-16426",NULL,NULL,NULL
0367,16123266,"Suppression of aging in mice by the hormone Klotho.",NULL,"Kurosu et al",NULL,2005,"Science","309","1829-1833",NULL,NULL,NULL
0368,16144705,"Regulation of multiple ageing-like phenotypes by inducible klotho gene expression in klotho mutant mice.",NULL,"Masuda et al",NULL,2005,"Mech. Ageing Dev.","126","1274-1283",NULL,NULL,NULL
0369,19487311,"Lack of methionine sulfoxide reductase A in mice increases sensitivity to oxidative stress but does not diminish life span.",NULL,"Salmon et al",NULL,2009,"FASEB J.","23","3601-3608",NULL,NULL,NULL
0370,18566100,"Metabolic consequences of pregnancy-associated plasma protein-A deficiency in mice: exploring possible relationship to the longevity phenotype.",NULL,"Conover et al",NULL,2008,"J. Endocrinol.","198","599-605",NULL,NULL,NULL
0371,15877079,"Tumour-suppression activity of the proapoptotic regulator Par4.",NULL,"Garc?a-Cao et al",NULL,2005,"EMBO Rep.","6","577-583",NULL,NULL,NULL
0372,16020738,"Mitochondrial DNA mutations, oxidative stress, and apoptosis in mammalian aging.",NULL,"Kujoth et al",NULL,2005,"Science","309","481-484",NULL,NULL,NULL
0373,19013273,"Telomerase reverse transcriptase delays aging in cancer-resistant mice.",NULL,"Tom?s-Loba et al",NULL,2008,"Cell","135","609-622",NULL,NULL,NULL
0374,21113150,"Telomerase reactivation reverses tissue degeneration in aged telomerase-deficient mice.",NULL,"Jaskelioff et al",NULL,2011,"Nature","469","102-106",NULL,NULL,NULL
0375,15584024,"Tumorigenesis in p27/p53- and p18/p53-double null mice: functional collaboration between the pRb and p53 pathways.",NULL,"Damo et al",NULL,2005,"Mol. Carcinog.","42","109-120",NULL,NULL,NULL
0376,12426394,"""Super p53"" mice exhibit enhanced DNA damage response, are tumor resistant and age normally.",NULL,"Garc?a-Cao et al",NULL,2002,"EMBO J.","21","6225-6235",NULL,NULL,NULL
0377,14871929,"Modulation of mammalian life span by the short isoform of p53.",NULL,"Maier et al",NULL,2004,"Genes Dev.","18","306-319",NULL,NULL,NULL
0378,16940753,"DeltaNp63alpha overexpression induces downregulation of Sirt1 and an accelerated aging phenotype in the mouse.",NULL,"Sommer et al",NULL,2006,"Cell Cycle","5","2005-2011",NULL,NULL,NULL
0379,19010925,"Ku80 deletion suppresses spontaneous tumors and induces a p53-mediated DNA damage response.",NULL,"Holcomb et al",NULL,2008,"Cancer Res.","68","9497-9502",NULL,NULL,NULL
0380,22661501,"A persistent level of Cisd2 extends healthy lifespan and delays aging in mice.","","Wu et al.","",2012,"Hum. Mol. Genet.","21","3956-3968","","",NULL
0381,15695762,"Lifespan extension and elevated hsp gene expression in Drosophila caused by histone deacetylase inhibitors.",NULL,"Zhao et al",NULL,2005,"J. Exp. Biol.","208","697-705",NULL,NULL,NULL
0382,20655917,"The Drosophila homolog of methionine sulfoxide reductase A extends lifespan and increases nuclear localization of FOXO.",NULL,"Chung et al",NULL,2010,"FEBS Lett.","584","3609-3614",NULL,NULL,NULL
0383,17617737,"Linking lysosomal trafficking defects with changes in aging and stress response in Drosophila.",NULL,"Simonsen et al",NULL,2007,"Autophagy","3","499-501",NULL,NULL,NULL
0384,15192154,"Long-lived Drosophila with overexpressed dFOXO in adult fat body.",NULL,"Giannakou et al",NULL,2004,"Science","305","361",NULL,NULL,NULL
0385,17465980,"Dynamics of the action of dFOXO on adult mortality in Drosophila.",NULL,"Giannakou et al",NULL,2007,"Aging Cell","6","429-438",NULL,NULL,NULL
0386,16581513,"Loss of glial lazarillo, a homolog of apolipoprotein D, reduces lifespan and stress resistance in Drosophila.",NULL,"Sanchez et al",NULL,2006,"Curr. Biol.","16","680-686",NULL,NULL,NULL
0387,15491684,"Doxycycline-regulated over-expression of hsp22 has negative effects on stress resistance and life span in adult Drosophila melanogaster.",NULL,"Bhole et al",NULL,2004,"Mech. Ageing Dev.","125","651-663",NULL,NULL,NULL
0388,15346199,"Trichostatin A extends the lifespan of Drosophila melanogaster by elevating hsp22 expression.",NULL,"Tao et al",NULL,2004,"Acta Biochim. Biophys. Sin. (Shanghai)","36","618-622",NULL,NULL,NULL
0389,18460334,"The insulin-regulated CREB coactivator TORC promotes stress resistance in Drosophila.",NULL,"Wang et al",NULL,2008,"Cell Metab.","7","434-444",NULL,NULL,NULL
0390,17686972,"Expression of dominant-negative Dmp53 in the adult fly brain inhibits insulin signaling.",NULL,"Bauer et al",NULL,2007,"Proc. Natl. Acad. Sci. U.S.A.","104","13355-13360",NULL,NULL,NULL
0391,1715929,"[Regulation of ATP-dependent potassium channels].",NULL,"De Weille et al",NULL,1991,"Journ Annu Diabetol Hotel Dieu",NULL,"119-124",NULL,NULL,NULL
0392,2539600,"Null mutation of copper/zinc superoxide dismutase in Drosophila confers hypersensitivity to paraquat and reduced longevity.",NULL,"Phillips et al",NULL,1989,"Proc. Natl. Acad. Sci. U.S.A.","86","2761-2765",NULL,NULL,NULL
0393,9858546,"FLP recombinase-mediated induction of Cu/Zn-superoxide dismutase transgene expression can extend the life span of adult Drosophila melanogaster flies.",NULL,"Sun and Tower",NULL,1999,"Mol. Cell. Biol.","19","216-228",NULL,NULL,NULL
0394,18067683,"Transcriptional profiling of MnSOD-mediated lifespan extension in Drosophila reveals a species-general network of aging and metabolic genes.",NULL,"Curtis et al",NULL,2007,"Genome Biol.","8","R262",NULL,NULL,NULL
0395,17996009,"Remarkable longevity and stress resistance of nematode PI3K-null mutants.",NULL,"Ayyadevara et al",NULL,2008,"Aging Cell","7","13-22",NULL,NULL,NULL
0396,2392681,"Increased life-span of age-1 mutants in Caenorhabditis elegans and lower Gompertz rate of aging.",NULL,"Johnson T E",NULL,1990,"Science","249","908-912",NULL,NULL,NULL
0397,17172799,"Autophagy genes protect against disease caused by polyglutamine expansion proteins in Caenorhabditis elegans.",NULL,"Jia et al",NULL,2007,"Autophagy","3","21-25",NULL,NULL,NULL
0398,12709403,"Silencing of ubiquinone biosynthesis genes extends life span in Caenorhabditis elegans.",NULL,"Asencio et al",NULL,2003,"FASEB J.","17","1135-1137",NULL,NULL,NULL
0399,10202142,"CLK-1 controls respiration, behavior and aging in the nematode Caenorhabditis elegans.",NULL,"Felkai et al",NULL,1999,"EMBO J.","18","1783-1792",NULL,NULL,NULL
0400,15269213,"Mitochondrial oxidative phosphorylation is defective in the long-lived mutant clk-1.",NULL,"Kayser et al",NULL,2004,"J. Biol. Chem.","279","54479-54486",NULL,NULL,NULL
0401,16626392,"The nuclear hormone receptor DAF-12 has opposing effects on Caenorhabditis elegans lifespan and regulates genes repressed in multiple long-lived worms.",NULL,"Fisher and Lithgow",NULL,2006,"Aging Cell","5","127-138",NULL,NULL,NULL
0402,10360574,"Signals from the reproductive system regulate the lifespan of C. elegans.",NULL,"Hsin and Kenyon",NULL,1999,"Nature","399","362-366",NULL,NULL,NULL
0403,9252323,"daf-2, an insulin receptor-like gene that regulates longevity and diapause in Caenorhabditis elegans.",NULL,"Kimura et al",NULL,1997,"Science","277","942-946",NULL,NULL,NULL
0404,11021802,"Regulation of C. elegans life-span by insulinlike signaling in the nervous system.",NULL,"Wolkow et al",NULL,2000,"Science","290","147-150",NULL,NULL,NULL
0405,20647387,"Systemic and cell intrinsic roles of Gqalpha signaling in the regulation of innate immunity, oxidative stress, and longevity in Caenorhabditis elegans.",NULL,"Kawli et al",NULL,2010,"Proc. Natl. Acad. Sci. U.S.A.","107","13788-13793",NULL,NULL,NULL
0406,16293572,"Reduction of Caenorhabditis elegans frataxin increases sensitivity to oxidative stress, reduces lifespan, and causes lethality in a mitochondrial complex II mutant.",NULL,"V?zquez-Manrique et al",NULL,2006,"FASEB J.","20","172-174",NULL,NULL,NULL
0407,18423931,"14-3-3 regulates life span by both DAF-16-dependent and -independent mechanisms in Caenorhabditis elegans.",NULL,"Araiz et al",NULL,2008,"Exp. Gerontol.","43","505-519",NULL,NULL,NULL
0408,17189267,"Knockdown of mitochondrial heat shock protein 70 promotes progeria-like phenotypes in caenorhabditis elegans.",NULL,"Kimura et al",NULL,2007,"J. Biol. Chem.","282","5910-5918",NULL,NULL,NULL
0409,20700440,"RNAi screening implicates a SKN-1-dependent transcriptional response in stress resistance and longevity deriving from translation inhibition.","","Wang et al","",2010,"PLoS Genet.","6","pii: e1001048","","",NULL
0410,16720740,"daf-16 protects the nematode Caenorhabditis elegans during food deprivation.",NULL,"Henderson et al",NULL,2006,"J. Gerontol. A Biol. Sci. Med. Sci.","61","444-460",NULL,NULL,NULL
0411,18804378,"The Target of Rapamycin pathway antagonizes pha-4/FoxA to control development and aging.",NULL,"Sheaffer et al",NULL,2008,"Curr. Biol.","18","1355-1364",NULL,NULL,NULL
0412,16280150,"Overlapping and distinct functions for a Caenorhabditis elegans SIR2 and DAF-16/FOXO.",NULL,"Wang and Tissenbaum",NULL,2006,"Mech. Ageing Dev.","127","48-56",NULL,NULL,NULL
0413,18358814,"Direct inhibition of the longevity-promoting factor SKN-1 by insulin-like signaling in C. elegans.",NULL,"Tullet et al",NULL,2008,"Cell","132","1025-1038",NULL,NULL,NULL
0414,19197346,"Deletion of the mitochondrial superoxide dismutase sod-2 extends lifespan in Caenorhabditis elegans.",NULL,"Van Raamsdonk and Hekimi",NULL,2009,"PLoS Genet.","5","e1000361",NULL,NULL,NULL
0415,19797165,"The von Hippel Lindau tumor suppressor limits longevity.",NULL,"M?ller et al",NULL,2009,"J. Am. Soc. Nephrol.","20","2513-2517",NULL,NULL,NULL
0416,12736687,"Nicotinamide and PNC1 govern lifespan extension by calorie restriction in Saccharomyces cerevisiae.",NULL,"Anderson et al",NULL,2003,"Nature","423","181-185",NULL,NULL,NULL
0417,20657825,"Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation.",NULL,"Fabrizio et al",NULL,2010,"PLoS Genet.","6","e1001024",NULL,NULL,NULL
0418,20421943,"A microarray-based genetic screen for yeast chronological aging factors.",NULL,"Matecic et al",NULL,2010,"PLoS Genet.","6","e1000921",NULL,NULL,NULL
0419,20883526,"Identification of evolutionarily conserved genetic regulators of cellular aging.",NULL,"Laschober et al",NULL,2010,"Aging Cell","9","1084-1097",NULL,NULL,NULL
0420,19030232,"Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity.",NULL,"Managbanag et al",NULL,2008,"PLoS ONE","3","e3802",NULL,NULL,NULL
0421,18340043,"Quantitative evidence for conserved longevity pathways between divergent eukaryotic species.",NULL,"Smith et al",NULL,2008,"Genome Res.","18","564-570",NULL,NULL,NULL
0422,18423200,"Yeast life span extension by depletion of 60s ribosomal subunits is mediated by Gcn4.",NULL,"Steffen et al",NULL,2008,"Cell","133","292-302",NULL,NULL,NULL
0423,18809618,"Dominant membrane uncoupling by mutant adenine nucleotide translocase in mitochondrial diseases.",NULL,"Wang et al",NULL,2008,"Hum. Mol. Genet.","17","4036-4044",NULL,NULL,NULL
0424,18162582,"Isc1p plays a key role in hydrogen peroxide resistance and chronological lifespan through modulation of iron levels and apoptosis.",NULL,"Almeida et al",NULL,2008,"Mol. Biol. Cell","19","865-876",NULL,NULL,NULL
0425,19801973,"Induction of autophagy by spermidine promotes longevity.",NULL,"Eisenberg et al",NULL,2009,"Nat. Cell Biol.","11","1305-1314",NULL,NULL,NULL
0426,19618123,"Acetyl-coenzyme A synthetase 2 is a nuclear protein required for replicative longevity in Saccharomyces cerevisiae.",NULL,"Falc?n et al",NULL,2010,"Mol. Cell. Biochem.","333","99-9108",NULL,NULL,NULL
0427,17110466,"Dihydrolipoyl dehydrogenase as a source of reactive oxygen species inhibited by caloric restriction and involved in Saccharomyces cerevisiae aging.",NULL,"Tahara et al",NULL,2007,"FASEB J.","21","274-283",NULL,NULL,NULL
0428,18381895,"The malate-aspartate NADH shuttle components are novel metabolic longevity regulators required for calorie restriction-mediated life span extension in yeast.",NULL,"Easlon et al",NULL,2008,"Genes Dev.","22","931-944",NULL,NULL,NULL
0429,19049972,"Functional analysis of free methionine-R-sulfoxide reductase from Saccharomyces cerevisiae.",NULL,"Le et al",NULL,2009,"J. Biol. Chem.","284","4354-4364",NULL,NULL,NULL
0430,16806052,"MMI1 (YKL056c, TMA19), the yeast orthologue of the translationally controlled tumor protein (TCTP) has apoptotic functions and interacts with both microtubules and mitochondria.",NULL,"Rinnerthaler et al",NULL,2006,"Biochim. Biophys. Acta","1757","631-638",NULL,NULL,NULL
0431,18690010,"A life-span extending form of autophagy employs the vacuole-vacuole fusion machinery.",NULL,"Tang et al",NULL,2008,"Autophagy","4","874-886",NULL,NULL,NULL
0432,19302372,"Autophagy and amino acid homeostasis are required for chronological longevity in Saccharomyces cerevisiae.",NULL,"Alvers et al",NULL,2009,"Aging Cell","8","353-369",NULL,NULL,NULL
0433,17492370,"Mutations in the Atp1p and Atp3p subunits of yeast ATP synthase differentially affect respiration and fermentation in Saccharomyces cerevisiae.",NULL,"Francis et al",NULL,2007,"J. Bioenerg. Biomembr.","39","127-144",NULL,NULL,NULL
0434,16608876,"The inhibitor-of-apoptosis protein Bir1p protects against apoptosis in S. cerevisiae and is a substrate for the yeast homologue of Omi/HtrA2.",NULL,"Walter et al",NULL,2006,"J. Cell. Sci.","119","1843-1851",NULL,NULL,NULL
