"id","species","group","identifier","symbol","entrez_id","percentage","score","unique_grouping"
2606,"Caenorhabditis elegans",1825,"CE08002","sod-3",181748,NULL,0.647,"1825-elegans:sapiens"
2607,"Homo sapiens",1825,"ENSP00000356022","SOD2",6648,"100%",1,"1825-elegans:sapiens"
2608,"Caenorhabditis elegans",3851,"CE42686","sptf-3",189783,"49%",1,"3851-elegans:sapiens"
2609,"Homo sapiens",3851,"ENSP00000337724","ZNF202",7753,"100%",1,"3851-elegans:sapiens"
2610,"Homo sapiens",3851,"ENSP00000219069","ZNF263",10127,NULL,0.233,"3851-elegans:sapiens"
2611,"Homo sapiens",3851,"ENSP00000215057","MZF1",7593,NULL,0.228,"3851-elegans:sapiens"
2612,"Homo sapiens",3851,"ENSP00000324450","ZSCAN20",7579,NULL,0.221,"3851-elegans:sapiens"
2613,"Homo sapiens",3851,"ENSP00000380174","ZSCAN29",146050,NULL,0.203,"3851-elegans:sapiens"
2614,"Homo sapiens",3851,"ENSP00000332750","ZNF192",7745,NULL,0.188,"3851-elegans:sapiens"
2615,"Homo sapiens",3851,"ENSP00000219478","ZNF500",26048,NULL,0.186,"3851-elegans:sapiens"
2616,"Homo sapiens",3851,"ENSP00000354305","ZSCAN12",9753,NULL,0.184,"3851-elegans:sapiens"
2617,"Homo sapiens",3851,"ENSP00000377708","ZNF498",221785,NULL,0.182,"3851-elegans:sapiens"
2618,"Homo sapiens",3851,"ENSP00000252211","ZKSCAN3",80317,NULL,0.176,"3851-elegans:sapiens"
2619,"Homo sapiens",3851,"ENSP00000323148","ZKSCAN1",7586,NULL,0.171,"3851-elegans:sapiens"
2620,"Homo sapiens",3851,"ENSP00000380050","ZNF323",64288,NULL,0.169,"3851-elegans:sapiens"
2621,"Homo sapiens",3851,"ENSP00000366509","ZKSCAN4",387032,NULL,0.168,"3851-elegans:sapiens"
2622,"Homo sapiens",3851,"ENSP00000322872","ZKSCAN5",23660,NULL,0.165,"3851-elegans:sapiens"
2623,"Homo sapiens",3851,"ENSP00000295210","ZNF2",7549,NULL,0.165,"3851-elegans:sapiens"
2624,"Homo sapiens",3851,"ENSP00000380061","ZNF434",54925,NULL,0.165,"3851-elegans:sapiens"
2625,"Homo sapiens",3851,"ENSP00000289788","ZSCAN23",222696,NULL,0.163,"3851-elegans:sapiens"
2626,"Homo sapiens",3851,"ENSP00000252463","ZSCAN10",84891,NULL,0.152,"3851-elegans:sapiens"
2627,"Homo sapiens",3851,"ENSP00000339585","ZNF449",203523,NULL,0.146,"3851-elegans:sapiens"
2628,"Homo sapiens",3851,"ENSP00000380087","ZNF213",7760,NULL,0.145,"3851-elegans:sapiens"
2629,"Homo sapiens",3851,"ENSP00000331577","ZNF397",84307,NULL,0.144,"3851-elegans:sapiens"
2630,"Homo sapiens",3851,"ENSP00000355454","ZNF496",84838,NULL,0.144,"3851-elegans:sapiens"
2631,"Homo sapiens",3851,"ENSP00000371627","ZNF205",7755,NULL,0.141,"3851-elegans:sapiens"
2632,"Homo sapiens",3851,"ENSP00000369777","ZNF768",79724,NULL,0.14,"3851-elegans:sapiens"
2633,"Homo sapiens",3851,"ENSP00000299667","ZNF3",7551,NULL,0.137,"3851-elegans:sapiens"
2634,"Homo sapiens",3851,"ENSP00000315664","ZNF18",7566,NULL,0.136,"3851-elegans:sapiens"
2635,"Homo sapiens",3851,"ENSP00000262525","ZNF629",23361,NULL,0.134,"3851-elegans:sapiens"
2636,"Homo sapiens",3851,"ENSP00000366527","ZSCAN16",80345,NULL,0.128,"3851-elegans:sapiens"
2637,"Homo sapiens",3851,"ENSP00000301042","ZNF641",121274,NULL,0.127,"3851-elegans:sapiens"
2638,"Homo sapiens",3851,"ENSP00000252840","ZNF557",79230,NULL,0.121,"3851-elegans:sapiens"
2639,"Homo sapiens",3851,"ENSP00000301093","ZNF701",55762,NULL,0.119,"3851-elegans:sapiens"
2640,"Homo sapiens",3851,"ENSP00000383922","ZNF610",162963,NULL,0.118,"3851-elegans:sapiens"
2641,"Homo sapiens",3851,"ENSP00000322265","ZNF620",253639,NULL,0.117,"3851-elegans:sapiens"
2642,"Homo sapiens",3851,"ENSP00000329264","ZNF662",389114,NULL,0.115,"3851-elegans:sapiens"
2643,"Homo sapiens",3851,"ENSP00000321209","ZNF274",10782,NULL,0.111,"3851-elegans:sapiens"
2644,"Homo sapiens",3851,"ENSP00000321132","ZNF554",115196,NULL,0.107,"3851-elegans:sapiens"
2645,"Homo sapiens",3851,"ENSP00000301399","ZNF577",84765,NULL,0.107,"3851-elegans:sapiens"
2646,"Homo sapiens",3851,"ENSP00000329738","ZSCAN30",100101467,NULL,0.104,"3851-elegans:sapiens"
2647,"Homo sapiens",3851,"ENSP00000340841","ZNF621",285268,NULL,0.103,"3851-elegans:sapiens"
2648,"Homo sapiens",3851,"ENSP00000295208","ZNF514",84874,NULL,0.103,"3851-elegans:sapiens"
2649,"Homo sapiens",3851,"ENSP00000319716","ZNF101",94039,NULL,0.099,"3851-elegans:sapiens"
2650,"Homo sapiens",3851,"ENSP00000269981","ZNF224",7767,NULL,0.096,"3851-elegans:sapiens"
2651,"Homo sapiens",3851,"ENSP00000341497","ZNF177",7730,NULL,0.095,"3851-elegans:sapiens"
2652,"Homo sapiens",3851,"ENSP00000196548","ZNF8",7554,NULL,0.094,"3851-elegans:sapiens"
2653,"Homo sapiens",3851,"ENSP00000342818","ZNF669",79862,NULL,0.091,"3851-elegans:sapiens"
2654,"Homo sapiens",3851,"ENSP00000331927","ZNF789",285989,NULL,0.091,"3851-elegans:sapiens"
2655,"Homo sapiens",3851,"ENSP00000306756","ZNF584",201514,NULL,0.089,"3851-elegans:sapiens"
2656,"Homo sapiens",3851,"ENSP00000338860","ZNF444",55311,NULL,0.084,"3851-elegans:sapiens"
2657,"Homo sapiens",3851,"ENSP00000378648","ZNF785",146540,NULL,0.083,"3851-elegans:sapiens"
2658,"Homo sapiens",3851,"ENSP00000370284","ZNF561",93134,NULL,0.079,"3851-elegans:sapiens"
2659,"Homo sapiens",3851,"ENSP00000338984","ZNF398",57541,NULL,0.077,"3851-elegans:sapiens"
2660,"Homo sapiens",3851,"ENSP00000222339","ZNF574",64763,NULL,0.075,"3851-elegans:sapiens"
2661,"Homo sapiens",3851,"ENSP00000302603","ZNF556",80032,NULL,0.072,"3851-elegans:sapiens"
2662,"Homo sapiens",3851,"ENSP00000369774","ZNF763",284390,NULL,0.072,"3851-elegans:sapiens"
2663,"Homo sapiens",3851,"ENSP00000375582","ZNF552",79818,NULL,0.063,"3851-elegans:sapiens"
2664,"Homo sapiens",3851,"ENSP00000262085","ZNF282",8427,NULL,0.061,"3851-elegans:sapiens"
2665,"Homo sapiens",3851,"ENSP00000338290","GZF1",64412,NULL,0.059,"3851-elegans:sapiens"
2666,"Homo sapiens",3851,"ENSP00000282326","ZSCAN1",284312,NULL,0.058,"3851-elegans:sapiens"
2667,"Homo sapiens",3851,"ENSP00000278319","ZNF215",7762,NULL,0.055,"3851-elegans:sapiens"
2668,"Homo sapiens",3851,"ENSP00000336565","ZNF446",55663,NULL,0.053,"3851-elegans:sapiens"
2669,"Homo sapiens",3851,"ENSP00000293995","ZNF75A",7627,NULL,0.051,"3851-elegans:sapiens"
2670,"Caenorhabditis elegans",879,"CE31725","T12E12.1",177339,"100%",1,"879-elegans:sapiens"
2671,"Homo sapiens",879,"ENSP00000348769","ARIH2",10425,"100%",1,"879-elegans:sapiens"
2672,"Caenorhabditis elegans",4533,"CE14265","T27E9.2",176772,"100%",1,"4533-elegans:sapiens"
2673,"Homo sapiens",4533,"ENSP00000309565","UQCRH",7388,"100%",1,"4533-elegans:sapiens"
2674,"Caenorhabditis elegans",1785,"CE01408","tbp-1",176054,"100%",1,"1785-elegans:sapiens"
2675,"Homo sapiens",1785,"ENSP00000375942","TBP",6908,"100%",1,"1785-elegans:sapiens"
2676,"Homo sapiens",1785,"ENSP00000247219","TBPL2",387332,NULL,0.175,"1785-elegans:sapiens"
2677,"Caenorhabditis elegans",2745,"CE31029","tmem-135",180740,"100%",1,"2745-elegans:sapiens"
2678,"Homo sapiens",2745,"ENSP00000306344","TMEM135",65084,"100%",1,"2745-elegans:sapiens"
2679,"Caenorhabditis elegans",392,"CE34348","tom-1",172209,"100%",1,"392-elegans:sapiens"
2680,"Homo sapiens",392,"ENSP00000321826","STXBP5",134957,"100%",1,"392-elegans:sapiens"
2681,"Homo sapiens",392,"ENSP00000273666","STXBP5L",9515,NULL,0.532,"392-elegans:sapiens"
2682,"Caenorhabditis elegans",3019,"CE27107","ttx-3",181357,"90%",1,"3019-elegans:sapiens"
2683,"Homo sapiens",3019,"ENSP00000362717","LHX2",9355,"100%",1,"3019-elegans:sapiens"
2684,"Homo sapiens",3019,"ENSP00000337969","LHX9",56956,"100%",1,"3019-elegans:sapiens"
2685,"Caenorhabditis elegans",3133,"CE23962","ucr-2.2",181611,"96%",1,"3133-elegans:sapiens"
2686,"Caenorhabditis elegans",3133,"CE19592","ucr-2.3",175248,NULL,0.196,"3133-elegans:sapiens"
2687,"Caenorhabditis elegans",3133,"CE26825","ucr-2.1",181374,NULL,0.124,"3133-elegans:sapiens"
2688,"Homo sapiens",3133,"ENSP00000268379","UQCRC2",7385,"100%",1,"3133-elegans:sapiens"
2689,"Caenorhabditis elegans",983,"CE24516","unc-51",180311,"100%",1,"983-elegans:sapiens"
2690,"Homo sapiens",983,"ENSP00000354877","ULK2",9706,"100%",1,"983-elegans:sapiens"
2691,"Homo sapiens",983,"ENSP00000324560","ULK1",8408,NULL,0.304,"983-elegans:sapiens"
2692,"Caenorhabditis elegans",746,"CE28617","vab-1",173794,"100%",1,"746-elegans:sapiens"
2693,"Homo sapiens",746,"ENSP00000358309","EPHA7",2045,"100%",1,"746-elegans:sapiens"
2694,"Homo sapiens",746,"ENSP00000273854","EPHA5",2044,NULL,0.521,"746-elegans:sapiens"
2695,"Homo sapiens",746,"ENSP00000281821","EPHA4",2043,NULL,0.514,"746-elegans:sapiens"
2696,"Homo sapiens",746,"ENSP00000337451","EPHA3",2042,NULL,0.504,"746-elegans:sapiens"
2697,"Homo sapiens",746,"ENSP00000374323","EPHA6",285220,NULL,0.46,"746-elegans:sapiens"
2698,"Homo sapiens",746,"ENSP00000166244","EPHA8",2046,NULL,0.44,"746-elegans:sapiens"
2699,"Homo sapiens",746,"ENSP00000363761","EPHB2",2048,NULL,0.423,"746-elegans:sapiens"
2700,"Homo sapiens",746,"ENSP00000381097","EPHB1",2047,NULL,0.406,"746-elegans:sapiens"
2701,"Homo sapiens",746,"ENSP00000362139","EPHA10",284656,NULL,0.367,"746-elegans:sapiens"
2702,"Homo sapiens",746,"ENSP00000332118","EPHB3",2049,NULL,0.366,"746-elegans:sapiens"
2703,"Homo sapiens",746,"ENSP00000350896","EPHB4",2050,NULL,0.279,"746-elegans:sapiens"
2704,"Homo sapiens",746,"ENSP00000275815","EPHA1",2041,NULL,0.191,"746-elegans:sapiens"
2705,"Homo sapiens",746,"ENSP00000376684","EPHB6",2051,NULL,0.176,"746-elegans:sapiens"
2706,"Caenorhabditis elegans",877,"CE00901","wdr-5",175474,"97%",1,"877-elegans:sapiens"
2707,"Homo sapiens",877,"ENSP00000351446","WDR5",11091,"100%",1,"877-elegans:sapiens"
2708,"Homo sapiens",877,"ENSP00000330381","WDR5B",54554,NULL,0.528,"877-elegans:sapiens"
2709,"Caenorhabditis elegans",4436,"CE36335","Y20F4.2",259368,"100%",1,"4436-elegans:sapiens"
2710,"Homo sapiens",4436,"ENSP00000345001","CRTC1",23373,"100%",1,"4436-elegans:sapiens"
2711,"Homo sapiens",4436,"ENSP00000357622","CRTC2",200186,NULL,0.218,"4436-elegans:sapiens"
2712,"Homo sapiens",4436,"ENSP00000268184","CRTC3",64784,NULL,0.168,"4436-elegans:sapiens"
2713,"Caenorhabditis elegans",3361,"CE41043","Y39B6A.3",180262,"100%",1,"3361-elegans:sapiens"
2714,"Homo sapiens",3361,"ENSP00000365159","ISCA1",81689,"100%",1,"3361-elegans:sapiens"
2715,"Caenorhabditis elegans",239,"CE32262","Y47D3A.29",176544,"100%",1,"239-elegans:sapiens"
2716,"Homo sapiens",239,"ENSP00000368358","POLA1",5422,"100%",1,"239-elegans:sapiens"
2717,"Caenorhabditis elegans",1388,"CE20297","Y52B11A.9",173005,"100%",1,"1388-elegans:sapiens"
2718,"Homo sapiens",1388,"ENSP00000368881","KIN",22944,"100%",1,"1388-elegans:sapiens"
2719,"Caenorhabditis elegans",4339,"CE22939","Y71H2AM.5",3565081,"100%",1,"4339-elegans:sapiens"
2720,"Homo sapiens",4339,"ENSP00000376037","COX6B1",1340,"100%",1,"4339-elegans:sapiens"
2721,"Homo sapiens",4339,"ENSP00000320672","COX6B2",125965,NULL,0.175,"4339-elegans:sapiens"
2722,"Caenorhabditis elegans",527,"CE31223","aak-2",181727,"99%",1,"527-elegans:musculus"
2723,"Mus musculus",527,"ENSMUSP00000030243","Prkaa2",108079,"100%",1,"527-elegans:musculus"
2724,"Mus musculus",527,"ENSMUSP00000063166","Prkaa1",105787,NULL,0.441,"527-elegans:musculus"
2725,"Caenorhabditis elegans",2894,"CE37364","acl-11",185044,"99%",1,"2894-elegans:musculus"
2726,"Mus musculus",2894,"ENSMUSP00000033847","Agpat5",52123,"99%",1,"2894-elegans:musculus"
2727,"Caenorhabditis elegans",98,"CE25005","aco-2",176121,"100%",1,"98-elegans:musculus"
2728,"Mus musculus",98,"ENSMUSP00000023116","Aco2",11429,"100%",1,"98-elegans:musculus"
2729,"Caenorhabditis elegans",563,"CE42417","acy-4",178949,"98%",1,"563-elegans:musculus"
2730,"Mus musculus",563,"ENSMUSP00000023549","Adcy5",224129,"100%",1,"563-elegans:musculus"
2731,"Mus musculus",563,"ENSMUSP00000093939","Adcy6",11512,NULL,0.421,"563-elegans:musculus"
2732,"Mus musculus",563,"ENSMUSP00000023007","Adcy8",11514,NULL,0.081,"563-elegans:musculus"
2733,"Mus musculus",563,"ENSMUSP00000020706","Adcy1",432530,NULL,0.062,"563-elegans:musculus"
2734,"Mus musculus",563,"ENSMUSP00000022013","Adcy2",210044,NULL,0.054,"563-elegans:musculus"
2735,"Caenorhabditis elegans",1296,"CE43431","age-1",174762,"100%",1,"1296-elegans:musculus"
2736,"Mus musculus",1296,"ENSMUSP00000103878","Pik3ca",18706,"100%",1,"1296-elegans:musculus"
2737,"Mus musculus",1296,"ENSMUSP00000101315","Pik3cd",18707,NULL,0.2,"1296-elegans:musculus"
2738,"Mus musculus",1296,"ENSMUSP00000035037","Pik3cb",74769,NULL,0.194,"1296-elegans:musculus"
2739,"Mus musculus",1296,"ENSMUSP00000020890","Pik3cg",30955,NULL,0.078,"1296-elegans:musculus"
2740,"Caenorhabditis elegans",620,"CE05274","akt-1",179424,"100%",1,"620-elegans:musculus"
2741,"Caenorhabditis elegans",620,"CE18646","akt-2",181524,NULL,0.233,"620-elegans:musculus"
2742,"Mus musculus",620,"ENSMUSP00000103981","Akt2",11652,NULL,0.613,"620-elegans:musculus"
2743,"Mus musculus",620,"ENSMUSP00000106790","Akt3",23797,NULL,0.57,"620-elegans:musculus"
2744,"Caenorhabditis elegans",83,"CE43299","alg-1",181504,"100%",1,"83-elegans:musculus"
2745,"Caenorhabditis elegans",83,"CE32063","alg-2",173468,NULL,0.425,"83-elegans:musculus"
2746,"Mus musculus",83,"ENSMUSP00000042207","Eif2c2",239528,"100%",1,"83-elegans:musculus"
2747,"Mus musculus",83,"ENSMUSP00000095498","Eif2c1",236511,NULL,0.477,"83-elegans:musculus"
2748,"Mus musculus",83,"ENSMUSP00000066633","Eif2c3",214150,NULL,0.381,"83-elegans:musculus"
2749,"Mus musculus",83,"ENSMUSP00000081308","Eif2c4",76850,NULL,0.081,"83-elegans:musculus"
2750,"Caenorhabditis elegans",1941,"CE03768","rga-1",174751,"100%",1,"1941-elegans:musculus"
2751,"Mus musculus",1941,"ENSMUSP00000106963","Arhgap1",228359,"100%",1,"1941-elegans:musculus"
2752,"Mus musculus",1941,"ENSMUSP00000006029","Arhgap8",73167,NULL,0.213,"1941-elegans:musculus"
2753,"Caenorhabditis elegans",1597,"CE14950","arl-8",178405,"100%",1,"1597-elegans:musculus"
2754,"Mus musculus",1597,"ENSMUSP00000032196","Arl8b",67166,"100%",1,"1597-elegans:musculus"
2755,"Mus musculus",1597,"ENSMUSP00000027684","Arl8a",68724,NULL,0.523,"1597-elegans:musculus"
2756,"Caenorhabditis elegans",1070,"CE30060","arx-4",175247,"100%",1,"1070-elegans:musculus"
2757,"Mus musculus",1070,"ENSMUSP00000109451","Arpc2",76709,"100%",1,"1070-elegans:musculus"
2758,"Caenorhabditis elegans",4358,"CE07016","asb-2",180718,"100%",1,"4358-elegans:musculus"
2759,"Caenorhabditis elegans",4358,"CE00968","asb-1",175605,NULL,0.68,"4358-elegans:musculus"
2760,"Mus musculus",4358,"ENSMUSP00000113022","Atp5f1",11950,"100%",1,"4358-elegans:musculus"
2761,"Caenorhabditis elegans",4547,"CE11868","asg-1",172673,"100%",1,"4547-elegans:musculus"
2762,"Caenorhabditis elegans",4547,"CE06974","asg-2",180956,NULL,0.704,"4547-elegans:musculus"
2763,"Caenorhabditis elegans",4547,"CE11868","asg-1",172673,"100%",1,"4547-elegans:musculus"
2764,"Caenorhabditis elegans",4547,"CE06974","asg-2",180956,NULL,0.704,"4547-elegans:musculus"
2765,"Caenorhabditis elegans",817,"CE18887","atg-7",178005,"100%",1,"817-elegans:musculus"
2766,"Mus musculus",817,"ENSMUSP00000032457","Atg7",100043926,"100%",1,"817-elegans:musculus"
2767,"Caenorhabditis elegans",245,"CE29950","atp-2",175716,"100%",1,"245-elegans:musculus"
2768,"Mus musculus",245,"ENSMUSP00000026459","Atp5b",11947,"100%",1,"245-elegans:musculus"
2769,"Caenorhabditis elegans",3426,"CE36139","atp-3",172195,"100%",1,"3426-elegans:musculus"
2770,"Mus musculus",3426,"ENSMUSP00000023677","Atp5o",100047429,"100%",1,"3426-elegans:musculus"
2771,"Caenorhabditis elegans",4670,"CE15602","atp-5",179541,"100%",1,"4670-elegans:musculus"
2772,"Mus musculus",4670,"ENSMUSP00000102147","Atp5h",71679,NULL,0.879,"4670-elegans:musculus"
2773,"Caenorhabditis elegans",2029,"CE25103","atl-1",179352,"100%",1,"2029-elegans:musculus"
2774,"Mus musculus",2029,"ENSMUSP00000034980","Atr",245000,"100%",1,"2029-elegans:musculus"
2775,"Caenorhabditis elegans",4248,"CE01745","trx-1",181863,"72%",1,"4248-elegans:musculus"
2776,"Mus musculus",4248,"ENSMUSP00000030051","Txn1",22166,"100%",1,"4248-elegans:musculus"
2777,"Mus musculus",4248,"ENSMUSP00000099961","Txndc8",67402,NULL,0.104,"4248-elegans:musculus"
2778,"Caenorhabditis elegans",42,"CE32559","let-363",172167,"100%",1,"42-elegans:musculus"
2779,"Mus musculus",42,"ENSMUSP00000099510","Mtor",56717,"100%",1,"42-elegans:musculus"
2780,"Caenorhabditis elegans",1921,"CE02943","mboa-1",181681,"100%",1,"1921-elegans:musculus"
2781,"Mus musculus",1921,"ENSMUSP00000058344","Soat1",20652,"100%",1,"1921-elegans:musculus"
2782,"Mus musculus",1921,"ENSMUSP00000023806","Soat2",223920,NULL,0.26,"1921-elegans:musculus"
2783,"Caenorhabditis elegans",423,"CE26853","B0511.6",172954,"100%",1,"423-elegans:musculus"
2784,"Mus musculus",423,"ENSMUSP00000001724","Ddx18",66942,"100%",1,"423-elegans:musculus"
2785,"Caenorhabditis elegans",3854,"CE26704","baf-1",176330,"100%",1,"3854-elegans:musculus"
2786,"Mus musculus",3854,"ENSMUSP00000025762","Banf1",23825,"99%",1,"3854-elegans:musculus"
2787,"Caenorhabditis elegans",1870,"CE30592","agmo-1",176695,"100%",1,"1870-elegans:musculus"
2788,"Mus musculus",1870,"ENSMUSP00000051441","Agmo",319660,"100%",1,"1870-elegans:musculus"
2789,"Caenorhabditis elegans",3321,"CE27592","bec-1",177345,"100%",1,"3321-elegans:musculus"
2790,"Mus musculus",3321,"ENSMUSP00000040094","Becn1",56208,"100%",1,"3321-elegans:musculus"
2791,"Caenorhabditis elegans",1627,"CE09631","blmp-1",172917,"100%",1,"1627-elegans:musculus"
2792,"Mus musculus",1627,"ENSMUSP00000101129","Prdm1",12142,"99%",1,"1627-elegans:musculus"
2793,"Caenorhabditis elegans",2055,"CE19233","bub-3",175018,"100%",1,"2055-elegans:musculus"
2794,"Mus musculus",2055,"ENSMUSP00000081547","Bub3",12237,"100%",1,"2055-elegans:musculus"
2795,"Caenorhabditis elegans",2637,"CE06742","C01F1.1",173764,"100%",1,"2637-elegans:musculus"
2796,"Mus musculus",2637,"ENSMUSP00000002733","Gtf2f1",98053,"100%",1,"2637-elegans:musculus"
2797,"Caenorhabditis elegans",2768,"CE06743","sco-1",173763,"100%",1,"2768-elegans:musculus"
2798,"Mus musculus",2768,"ENSMUSP00000104330","Sco1",52892,"100%",1,"2768-elegans:musculus"
2799,"Caenorhabditis elegans",3374,"CE00499","C07A9.2",176368,"100%",1,"3374-elegans:musculus"
2800,"Caenorhabditis elegans",1936,"CE36913","ubh-4",174289,"100%",1,"1936-elegans:musculus"
2801,"Mus musculus",1936,"ENSMUSP00000018333","Uchl5",56207,"98%",1,"1936-elegans:musculus"
2802,"Caenorhabditis elegans",2382,"CE05262","C11H1.3",181537,"100%",1,"2382-elegans:musculus"
2803,"Mus musculus",2382,"ENSMUSP00000087946","Mgrn1",17237,"100%",1,"2382-elegans:musculus"
2804,"Mus musculus",2382,"ENSMUSP00000097776","Rnf157",217340,NULL,0.387,"2382-elegans:musculus"
2805,"Caenorhabditis elegans",4372,"CE20520","C18E9.10",174427,"100%",1,"4372-elegans:musculus"
2806,"Mus musculus",4372,"ENSMUSP00000100656","Sft2d3",67158,"100%",1,"4372-elegans:musculus"
2807,"Caenorhabditis elegans",2113,"CE26875","vps-22",175672,"100%",1,"2113-elegans:musculus"
2808,"Mus musculus",2113,"ENSMUSP00000006217","Snf8",27681,"100%",1,"2113-elegans:musculus"
2809,"Caenorhabditis elegans",3290,"CE29687","tbc-7",180784,"100%",1,"3290-elegans:musculus"
2810,"Mus musculus",3290,"ENSMUSP00000094989","Tbc1d24",224617,"100%",1,"3290-elegans:musculus"
2811,"Caenorhabditis elegans",3791,"CE05347","C33A12.1",177786,"100%",1,"3791-elegans:musculus"
2812,"Mus musculus",3791,"ENSMUSP00000023851","Ndufa5",68202,"100%",1,"3791-elegans:musculus"
2813,"Caenorhabditis elegans",862,"CE40325","F01G4.6",178020,"99%",1,"862-elegans:musculus"
2814,"Caenorhabditis elegans",862,"CE04144","C33F10.12",183168,NULL,0.079,"862-elegans:musculus"
2815,"Caenorhabditis elegans",862,"CE13249","T05F1.8",172809,NULL,0.076,"862-elegans:musculus"
2816,"Mus musculus",862,"ENSMUSP00000075987","Slc25a3",100046151,"100%",1,"862-elegans:musculus"
2817,"Caenorhabditis elegans",961,"CE26907","C33H5.18",3565046,"100%",1,"961-elegans:musculus"
2818,"Mus musculus",961,"ENSMUSP00000031273","Cds1",74596,"100%",1,"961-elegans:musculus"
2819,"Mus musculus",961,"ENSMUSP00000099470","Cds2",110911,NULL,0.451,"961-elegans:musculus"
2820,"Caenorhabditis elegans",4167,"CE05385","scl-5",178253,"77%",1,"4167-elegans:musculus"
2821,"Caenorhabditis elegans",4167,"CE16723","scl-20",191309,"50%",1,"4167-elegans:musculus"
2822,"Caenorhabditis elegans",4167,"CE09282","scl-14",184246,NULL,0.839,"4167-elegans:musculus"
2823,"Caenorhabditis elegans",4167,"CE05906","scl-2",178251,NULL,0.68,"4167-elegans:musculus"
2824,"Caenorhabditis elegans",4167,"CE10802","scl-11",186050,NULL,0.614,"4167-elegans:musculus"
2825,"Caenorhabditis elegans",4167,"CE05907","scl-3",178252,NULL,0.579,"4167-elegans:musculus"
2826,"Caenorhabditis elegans",4167,"CE09196","scl-15",184099,NULL,0.516,"4167-elegans:musculus"
2827,"Caenorhabditis elegans",4167,"CE05905","scl-1",186053,NULL,0.507,"4167-elegans:musculus"
2828,"Caenorhabditis elegans",4167,"CE05387","scl-6",183343,NULL,0.507,"4167-elegans:musculus"
2829,"Caenorhabditis elegans",4167,"CE05389","scl-8",183345,NULL,0.478,"4167-elegans:musculus"
2830,"Caenorhabditis elegans",4167,"CE23800","scl-12",186714,NULL,0.47,"4167-elegans:musculus"
2831,"Caenorhabditis elegans",4167,"CE05388","scl-7",183344,NULL,0.452,"4167-elegans:musculus"
2832,"Caenorhabditis elegans",4167,"CE20952","scl-13",178798,NULL,0.421,"4167-elegans:musculus"
2833,"Caenorhabditis elegans",4167,"CE05901","scl-10",186049,NULL,0.378,"4167-elegans:musculus"
2834,"Caenorhabditis elegans",4167,"CE25386","scl-17",190174,NULL,0.222,"4167-elegans:musculus"
2835,"Caenorhabditis elegans",4167,"CE10800","scl-9",186048,NULL,0.156,"4167-elegans:musculus"
2836,"Mus musculus",4167,"ENSMUSP00000073302","Glipr1l1",69286,"100%",1,"4167-elegans:musculus"
2837,"Mus musculus",4167,"ENSMUSP00000085826","Pi15",94227,"100%",1,"4167-elegans:musculus"
2838,"Mus musculus",4167,"ENSMUSP00000105043","R3hdml",100043899,"100%",1,"4167-elegans:musculus"
2839,"Caenorhabditis elegans",825,"CE27581","madd-2",178619,"100%",1,"825-elegans:musculus"
2840,"Mus musculus",825,"ENSMUSP00000040601","Trim67",330863,"100%",1,"825-elegans:musculus"
2841,"Mus musculus",825,"ENSMUSP00000106151","Trim9",94090,NULL,0.403,"825-elegans:musculus"
2842,"Caenorhabditis elegans",2753,"CE08817","C48E7.2",172321,"100%",1,"2753-elegans:musculus"
2843,"Mus musculus",2753,"ENSMUSP00000029741","Polr3c",74414,"100%",1,"2753-elegans:musculus"
2844,"Caenorhabditis elegans",1880,"CE12368","calu-1",180769,"99%",1,"1880-elegans:musculus"
2845,"Mus musculus",1880,"ENSMUSP00000087967","Calu",12321,"99%",1,"1880-elegans:musculus"
2846,"Mus musculus",1880,"ENSMUSP00000006128","Rcn1",19672,NULL,0.277,"1880-elegans:musculus"
2847,"Mus musculus",1880,"ENSMUSP00000112739","Rcn3",52377,NULL,0.135,"1880-elegans:musculus"
2848,"Caenorhabditis elegans",2868,"CE29088","ced-3",178272,"100%",1,"2868-elegans:musculus"
2849,"Mus musculus",2868,"ENSMUSP00000031895","Casp2",12366,"87%",1,"2868-elegans:musculus"
2850,"Caenorhabditis elegans",395,"CE22476","ctl-2",175085,"100%",1,"395-elegans:musculus"
2851,"Caenorhabditis elegans",395,"CE30713","ctl-1",259738,NULL,0.497,"395-elegans:musculus"
2852,"Caenorhabditis elegans",395,"CE22478","ctl-3",175086,NULL,0.405,"395-elegans:musculus"
2853,"Mus musculus",395,"ENSMUSP00000028610","Cat",12359,"100%",1,"395-elegans:musculus"
2854,"Caenorhabditis elegans",4124,"CE13633","cav-1",177815,"100%",1,"4124-elegans:musculus"
2855,"Mus musculus",4124,"ENSMUSP00000111116","Cav1",12389,"100%",1,"4124-elegans:musculus"
2856,"Mus musculus",4124,"ENSMUSP00000074922","Cav3",12391,NULL,0.458,"4124-elegans:musculus"
2857,"Caenorhabditis elegans",2307,"CE02327","cchl-1",174713,"100%",1,"2307-elegans:musculus"
2858,"Mus musculus",2307,"ENSMUSP00000107743","Hccs",15159,"100%",1,"2307-elegans:musculus"
2859,"Caenorhabditis elegans",4487,"CE09693","cco-1",172832,"100%",1,"4487-elegans:musculus"
2860,"Mus musculus",4487,"ENSMUSP00000038961","Gm11273",100046079,"100%",1,"4487-elegans:musculus"
2861,"Mus musculus",4487,"ENSMUSP00000079944","Cox5b",100046079,"100%",1,"4487-elegans:musculus"
