id,compound_id,species,strain,dosage,avg_lifespan_change_percent,max_lifespan_change_percent,gender,significance,pubmed_id,notes,biblio_id,last_modified,pvalue
860,2699,Daphnia pulex clone TCO,,0.3 µM,-6.5,NULL,,NS,24133070,Food concentrated at 120000 cells per mL.,18641,09/06/2020 18:54,NULL
861,2699,Daphnia pulex clone TCO,,3 µM,-32.3,NULL,,S,24133070,Food concentrated at 120000 cells per mL.,18641,09/06/2020 18:54,NULL
862,2699,Daphnia pulex clone TCO,,3 µM,0,NULL,,NS,24133070,Food concentrated at 200000 cells per mL.,18641,09/06/2020 18:54,NULL
863,2957,Caenorhabditis elegans,,33 µM,7,NULL,,S,24134630,Effective dosage ranges from 3-176µM.,18644,09/06/2020 18:54,NULL
864,2902,Caenorhabditis elegans,,88 µM,13,NULL,,S,24134630,Effective dosage ranges from 13-88µM.,18644,09/06/2020 18:54,NULL
865,3090,Caenorhabditis elegans,,33 µM,8,NULL,,S,24134630,Effective dosage ranges from 3-33µM.,18644,09/06/2020 18:54,NULL
866,3103,Caenorhabditis elegans,,88 µM,30,NULL,,S,24134630,Effective dosage ranges from 3-176µM.,18644,09/06/2020 18:54,NULL
867,2927,Caenorhabditis elegans,,33 µM,11,NULL,,S,24134630,Effective dosages at 3µM and from 33-176µM.,18644,09/06/2020 18:54,NULL
868,2699,Daphnia pulex clone TCO,,0.3 µM,0,NULL,,NS,24133070,Food concentrated at 200000 cells per mL.,18641,09/06/2020 18:54,NULL
869,2727,Caenorhabditis elegans,,13 µM,38,NULL,,S,24134630,Effective dosage ranges from 3-176µM.,18644,09/06/2020 18:54,NULL
870,2742,Caenorhabditis elegans,,88 µM,33,NULL,,S,24134630,Drug approved for use in humans. Effective dosage ranges from 3-176µM.,18644,09/06/2020 18:54,NULL
871,2934,Caenorhabditis elegans,,33 µM,10,NULL,,S,24134630,Effective dosage ranges from 3-33µM.,18644,09/06/2020 18:54,NULL
872,2958,Caenorhabditis elegans,,33 µM,7,NULL,,S,24134630,Approved for use in humans. Effective dosage ranges from 3-176µM. It failed to extend lifespan on PMID: 15653505.,18644,09/06/2020 18:54,NULL
873,2838,Caenorhabditis elegans,,176 µM,18,NULL,,S,24134630,Effective dosage ranges from 13-533µM.,18644,09/06/2020 18:54,NULL
874,2743,Caenorhabditis elegans,,13 µM,33,NULL,NULL,S,24134630,Approved for use in humans. Effective dosage ranges from 3-176µM.,18644,09/06/2020 18:54,NULL
875,2764,Caenorhabditis elegans,,33 µM,30,NULL,,S,24134630,Approved for use in humans. Effective dosage ranges from 3-88µM.,18644,09/06/2020 18:54,NULL
876,2877,Caenorhabditis elegans,,33 µM,15,NULL,,S,24134630,Approved for use in human. Effective dosage ranges from 3-33µM.,18644,09/06/2020 18:54,NULL
877,3099,Caenorhabditis elegans,,33 µM,11,NULL,,S,24134630,Effective dosage ranges from 3-176µM.,18644,09/06/2020 18:54,NULL
878,3098,Caenorhabditis elegans,,88 µM,14,NULL,,S,24134630,Effective dosage ranges from 13-88µM.,18644,09/06/2020 18:54,NULL
879,2839,Caenorhabditis elegans,,88 µM,18,NULL,,S,24134630,Approved for use in humans. Effective dosage from 3-176µM.,18644,09/06/2020 18:54,NULL
880,2906,Caenorhabditis elegans,,33 µM,13,NULL,,S,24134630,Approved for use in humans. Effective dosage ranges from 13-88µM.,18644,09/06/2020 18:54,NULL
881,2797,Caenorhabditis elegans,,33 µM,23,NULL,,S,24134630,Approved for use in humans. Effective dosage from 3-176µM.,18644,09/06/2020 18:54,NULL
882,2878,Caenorhabditis elegans,,13 µM,15,NULL,,S,24134630,Effective dosage ranges from 3-88µM.,18644,09/06/2020 18:54,NULL
883,2793,Caenorhabditis elegans,,88 µM,24,NULL,,S,24134630,Approved for use in humans. Effective dosage ranges from 3-176µM.,18644,09/06/2020 18:54,NULL
884,2862,Caenorhabditis elegans,,33 µM,16,NULL,,S,24134630,Antibiotic approved for use in humans. Effective dosage from 3-88µM.,18644,09/06/2020 18:54,NULL
885,2740,Caenorhabditis elegans,,176 µM,34,NULL,,S,24134630,Effective dosage ranges from 3-176µM.,18644,09/06/2020 18:54,NULL
886,2879,Caenorhabditis elegans,,33 µM,15,NULL,,S,24134630,Approved for use in humans. Effective dosage ranges from 13-33µM.,18644,09/06/2020 18:54,NULL
887,2842,Caenorhabditis elegans,,33 µM,18,NULL,,S,24134630,Antibiotic approved for use in humans. Effective dosage ranges from 0.2-33µM.,18644,09/06/2020 18:54,NULL
888,2863,Caenorhabditis elegans,,88 µM,16,NULL,,S,24134630,Effective dosage ranges from 33-176µM.,18644,09/06/2020 18:54,NULL
889,2880,Caenorhabditis elegans,,13 µM,15,NULL,,S,24134630,Approved for use in humans. Effective dosage ranges from 3-176µM.,18644,09/06/2020 18:54,NULL
890,2917,Caenorhabditis elegans,,88 µM,12,NULL,,S,24134630,Approved for use in humans. Effective dosage ranges from 3-13µM and from 88-176µM.,18644,09/06/2020 18:54,NULL
891,2881,Caenorhabditis elegans,,88 µM,15,NULL,,S,24134630,Effective dosage ranges from 3-176µM.,18644,09/06/2020 18:54,NULL
892,2779,Caenorhabditis elegans,,88 µM,27,NULL,,S,24134630,Effective dosage ranges from 3-176µM.,18644,09/06/2020 18:54,NULL
893,2909,Caenorhabditis elegans,,176 µM,13,NULL,,S,24134630,Effective dosage ranges from 3-176µM.,18644,09/06/2020 18:54,NULL
894,3092,Caenorhabditis elegans,,88 µM,27,NULL,,S,24134630,Effective dosage at 3µM and from 33-176µM.,18644,09/06/2020 18:54,NULL
895,2845,Caenorhabditis elegans,,33 µM,18,NULL,,S,24134630,Approved for use in humans. Effective dosage ranges from 13-176µM.,18644,09/06/2020 18:54,NULL
896,2720,Caenorhabditis elegans,,88 µM,43,NULL,,S,24134630,Approved for use in humans. Effective dosage ranges from 3-176µM.,18644,09/06/2020 18:54,NULL
897,2745,Caenorhabditis elegans,,33 µM,33,NULL,,S,24134630,Effective dosage ranges from 3-176µM.,18644,09/06/2020 18:54,NULL
898,3101,Caenorhabditis elegans,,33 µM,34,NULL,,S,24134630,Effective dosage ranges from 3-176µM.,18644,09/06/2020 18:54,NULL
899,2798,Caenorhabditis elegans,,33 µM,23,NULL,,S,24134630,Effective dosage ranges from 3-88µM.,18644,09/06/2020 18:54,NULL
900,2747,Caenorhabditis elegans,,50 µM,32,NULL,,S,24134630,Approved for use in humans. Result was not replicated (it actually decreased lifespan) in PMID: 19112515.,18644,09/06/2020 18:54,NULL
901,2775,Caenorhabditis elegans,,88 µM,28,NULL,,S,24134630,Drug approved for use in humans. Effective dosage ranges 3-176µM.,18644,09/06/2020 18:54,NULL
902,2770,Caenorhabditis elegans,,88 µM,29,NULL,,S,24134630,Antibiotic approved for use in humans. Effective dosage ranges from 13-176µM.,18644,09/06/2020 18:54,NULL
903,3094,Caenorhabditis elegans,,33 µM,35,NULL,,S,24134630,Effective dosage ranges from 3-176µM.,18644,09/06/2020 18:54,NULL
904,2895,Caenorhabditis elegans,,33 µM,14,NULL,,S,24134630,Drug approved for use in humans. Effective dosage ranges from 3-176µM.,18644,09/06/2020 18:54,NULL
905,2813,Caenorhabditis elegans,,88 µM,21,NULL,,S,24134630,Drug approved for use in humans. Effective dosage ranges from 3-176µM.,18644,09/06/2020 18:54,NULL
906,2729,Caenorhabditis elegans,,13 µM,38,NULL,,S,24134630,Effective dosage ranges from 3-88µM.,18644,09/06/2020 18:54,NULL
907,2789,Caenorhabditis elegans,,88 µM,25,NULL,,S,24134630,Effective dosage ranges from 3-176µM.,18644,09/06/2020 18:54,NULL
908,2799,Caenorhabditis elegans,,176 µM,23,NULL,,S,24134630,Drug approved for use in humans. Effective dosage ranges from 13-176µM.,18644,09/06/2020 18:54,NULL
909,2749,Caenorhabditis elegans,,176 µM,32,NULL,,S,24134630,Drug approved for use in humans. Effective dosage at 3µM and from 33-176µM.,18644,09/06/2020 18:54,NULL
910,2730,Caenorhabditis elegans,,13 µM,37,NULL,,S,24134630,Drug approved for use in humans. Effective dosage ranges from 3-176µM.,18644,09/06/2020 18:54,NULL
911,2787,Caenorhabditis elegans,,88 µM,25,NULL,,S,24134630,Drug approved for use in humans. Effective dosage ranges from 13-176µM.,18644,09/06/2020 18:54,NULL
912,2921,Caenorhabditis elegans,,33 µM,12,NULL,,S,24134630,Drug approved for use in humans. Effective dosage ranges from 3-176µM.,18644,09/06/2020 18:54,NULL
913,2827,Caenorhabditis elegans,,33 µM,20,NULL,,S,24134630,Effective dosage ranges from 3-176µM.,18644,09/06/2020 18:54,NULL
914,2972,Caenorhabditis elegans,,88 µM,5,NULL,,S,24134630,Effective dosage ranges from 13-176µM.,18644,09/06/2020 18:54,NULL
915,2758,Caenorhabditis elegans,,33 µM,31,NULL,,S,24134630,Drug approved for use in humans. Effective dosage ranges from 3-88µM.,18644,09/06/2020 18:54,NULL
916,3091,Caenorhabditis elegans,,88 µM,42,NULL,,S,24134630,Effective dosage ranges from 3-176µM.,18644,09/06/2020 18:54,NULL
917,2781,Caenorhabditis elegans,,88 µM,27,NULL,,S,24134630,Effective dosage ranges from 3-176µM.,18644,09/06/2020 18:54,NULL
918,2829,Caenorhabditis elegans,,33 µM,11,NULL,,S,24134630,Effective dosage ranges from 3-88µM.,18644,09/06/2020 18:54,NULL
919,2885,Caenorhabditis elegans,,33 µM,15,NULL,,S,24134630,Effective dosage ranges from 3-176µM.,18644,09/06/2020 18:54,NULL
920,2951,Caenorhabditis elegans,N2,10 nM,8,NULL,Hermaphrodite,S,24199155,,18701,09/06/2020 18:54,NULL
921,2971,Caenorhabditis elegans,N2,100 nM,5,NULL,,S,24199155,,18701,09/06/2020 18:54,NULL
922,2940,Caenorhabditis elegans,N2,100 nM,10,NULL,Hermaphrodite,S,24199155,,18701,09/06/2020 18:54,NULL
923,2923,Caenorhabditis elegans,,88 µM,12,NULL,,S,24134630,Drug approved for use in humans. Effective dosage ranges from 13-176µM.,18644,09/06/2020 18:54,NULL
924,2811,Caenorhabditis elegans,N2,100 µM,21,8,,S,24244361,,18705,09/06/2020 18:54,NULL
925,2981,Mus musculus,UM-HET3,27 mg/kg diet,0.7,6,FEMALE,S,24245565,Treatment started at 4 months of age.,18706,15/08/2020 09:52,NULL
926,2807,Mus musculus,UM-HET3,1000 mg/kg diet,5,9,FEMALE,S,24245565,Treatment started at 4 months of age,18706,13/08/2020 21:37,NULL
927,3020,Drosophila melanogaster,w1118,12 µg/ml,13.5,NULL,Female,S,24265871,,18708,09/06/2020 18:54,NULL
928,3020,Drosophila melanogaster,w1118,1.2 µg/ml,14.5,NULL,Female,S,24265871,,18708,09/06/2020 18:54,NULL
929,2801,Caenorhabditis elegans,N2,1000 µg/ml,23,NULL,,S,24304198,,18710,09/06/2020 18:54,NULL
930,3020,Drosophila melanogaster,w1118,0.12 µg/ml,5.7,NULL,Female,NS,24265871,,18708,09/06/2020 18:54,NULL
931,3085,Drosophila melanogaster,Canton S,0.30%,1.2,NULL,Male,NS,24305778,Lifespan assay conducted on yeast paste.,18712,09/06/2020 18:54,NULL
932,3085,Drosophila melanogaster,Canton S,0.30%,11.4,NULL,Female,S,24305778,Lifespan assay conducted on nutrient medium.,18712,09/06/2020 18:54,NULL
933,3017,Drosophila melanogaster,Canton S,0.30%,0,NULL,Male,NS,24305778,Lifespan assay conducted in yeast paste.,18712,09/06/2020 18:54,NULL
934,3085,Drosophila melanogaster,Canton S,0.30%,-0.7,NULL,Female,NS,24305778,Lifespan assay conducted on yeast paste.,18712,09/06/2020 18:54,NULL
935,3017,Drosophila melanogaster,Canton S,0.30%,6,NULL,Female,NS,24305778,Lifespan assay conducted in yeast paste.,18712,09/06/2020 18:54,NULL
936,2765,Caenorhabditis elegans,N2,1 mM,30,NULL,,S,24305800,,18718,09/06/2020 18:54,NULL
937,2807,Mus musculus,UM-HET3,1000 mg/kg,22,11,MALE,S,24245565,Treatment started at 4 months of age,18706,13/08/2020 21:38,NULL
938,3017,Drosophila melanogaster,Canton S,0.30%,16.9,NULL,Male,S,24305778,Lifespan assay conducted in nutrient medium.,18712,09/06/2020 18:54,NULL
940,3197,Drosophila melanogaster,Canton S,0.02,30.1,NULL,,S,24316039,,18721,09/06/2020 18:54,NULL
941,3021,Drosophila melanogaster,Canton S,50 µg/ml,19.9,NULL,,S,24337961,,18722,09/06/2020 18:54,NULL
942,3008,Drosophila melanogaster,Canton S,100 µg/ml,16.1,NULL,Male,S,24338263,,18723,09/06/2020 18:54,NULL
943,2819,Mus musculus,UM-HET3,42 mg of drug per kg of food,23,8,Male,S,24341993,,18724,09/06/2020 18:54,NULL
944,3021,Caenorhabditis elegans,N2,50 µg/ml,9.6,NULL,,S,24337961,,18722,09/06/2020 18:54,NULL
945,3008,Drosophila melanogaster,Canton S,100 µg/ml,24.2,NULL,Female,S,24338263,,18723,09/06/2020 18:54,NULL
946,2819,Mus musculus,UM-HET3, 42 mg of drug per kg of food,26,11,Female,S,24341993,,18724,09/06/2020 18:54,NULL
947,2725,Saccharomyces cerevisiae,,12.5 nM,40,NULL,,S,24399048,,18728,09/06/2020 18:54,NULL
948,2734,Caenorhabditis elegans,JK1107 (glp-1),10 mM,11,NULL,,S,24398558,Treatment also effective at a dosage of 10 µM (PMID: 21802922). It failed to work in the N2 strain (PMID: 17959600) and in Drosophila (PMID: 25810251).,18729,09/06/2020 18:54,NULL
949,2725,Saccharomyces cerevisiae,,100000 nM,NULL,NULL,,O,24399048,The authors report that treatment decreased mean lifespan.,18728,09/06/2020 18:54,NULL
950,2734,Caenorhabditis elegans,JK1107,10 mM,0.1,0,,O,24398558,Treatment also effective at a dosage of 10 µM (PMID: 21802922). It failed to work in Drosophila (PMID: 25810251).,18729,09/06/2020 18:54,NULL
951,2725,Saccharomyces cerevisiae,,0.5 nM,NULL,NULL,,S,24399048,,18728,09/06/2020 18:54,NULL
952,2725,Saccharomyces cerevisiae,,5 nM,NULL,NULL,,S,24399048,,18728,09/06/2020 18:54,NULL
953,2725,Saccharomyces cerevisiae,,10 nM,NULL,NULL,,S,24399048,,18728,09/06/2020 18:54,NULL
954,2725,Saccharomyces cerevisiae,,50 nM,NULL,NULL,,S,24399048,,18728,09/06/2020 18:54,NULL
955,2725,Saccharomyces cerevisiae,,1 nM,NULL,NULL,,S,24399048,,18728,09/06/2020 18:54,NULL
956,2725,Saccharomyces cerevisiae,,100 nM,NULL,NULL,,S,24399048,,18728,09/06/2020 18:54,NULL
957,2725,Saccharomyces cerevisiae,,1250 nM,NULL,NULL,,S,24399048,,18728,09/06/2020 18:54,NULL
958,2725,Saccharomyces cerevisiae,,25000 nM,NULL,NULL,,S,24399048,,18728,09/06/2020 18:54,NULL
959,2819,Mus musculus,C57BL/6J,14 ppm,7,NULL,MALE,S,24409289,,18740,15/08/2020 10:01,NULL
960,2725,Saccharomyces cerevisiae,,25 nM,NULL,NULL,,S,24399048,,18728,09/06/2020 18:54,NULL
961,2819,Mus musculus,C57BL/6J,14 ppm,14,NULL,FEMALE,S,24409289,,18740,15/08/2020 10:01,NULL
962,3084,Drosophila melanogaster,IF,2.5 mg/ml,2.4,-6,Male,NS,24472572,,18744,09/06/2020 18:54,NULL
963,3084,Drosophila melanogaster,IF,10 mg/ml,13.6,3.9,Female,S,24472572,,18744,09/06/2020 18:54,NULL
964,2847,Caenorhabditis elegans,N2,7 µmol/l,13.8,NULL,,S,24416295,Lifespan assay using manual method.,18743,09/06/2020 18:54,NULL
965,3084,Drosophila melanogaster,IF,30 mg/ml,-9.1,-12.2,Female,S,24472572,,18744,09/06/2020 18:54,NULL
966,3084,Drosophila melanogaster,IF,2.5 mg/ml,6.8,-2.9,Female,NS,24472572,,18744,09/06/2020 18:54,NULL
967,3084,Drosophila melanogaster,IF,10 mg/ml,14.3,6,Male,S,24472572,,18744,09/06/2020 18:54,NULL
968,3084,Drosophila melanogaster,IF,30 mg/ml,-11.9,-16.4,Male,S,24472572,,18744,09/06/2020 18:54,NULL
969,2847,Caenorhabditis elegans,N2,7 µmol/l,17.4,NULL,,S,24416295,Lifespan assay using QuantWorm system.,18743,09/06/2020 18:54,NULL
970,3084,Drosophila melanogaster,IF,5 mg/ml,13.6,3.4,Female,S,24472572,,18744,09/06/2020 18:54,NULL
971,3084,Drosophila melanogaster,IF,5 mg/ml,16.7,6.6,Male,S,24472572,,18744,09/06/2020 18:54,NULL
972,2889,Caenorhabditis elegans,N2,3.1 µg,10.5,NULL,,S,24549958,,18753,09/06/2020 18:54,NULL
973,2889,Caenorhabditis elegans,N2,25 µg,0.8,NULL,,NS,24549958,,18753,09/06/2020 18:54,NULL
974,2889,Caenorhabditis elegans,N2,12.5 µg,10.9,NULL,,S,24549958,,18753,09/06/2020 18:54,NULL
975,3197,Caenorhabditis elegans,N2,2 mg/ml,12.8,NULL,,S,24566444,Treatment applied for the 2 following hatching. Lifespan assays conducted at 25 degrees celsius.,18755,09/06/2020 18:54,NULL
976,2889,Caenorhabditis elegans,N2,6.3 µg,14.1,NULL,,S,24549958,,18753,09/06/2020 18:54,NULL
977,2946,Mus musculus,C57BL/6J,100 mg/kg body weight,8.8,NULL,MALE,NS,24582957,,18758,13/08/2020 22:11,NULL
978,2713,Caenorhabditis elegans,N2,10 mM,50,NULL,,S,24630720,,18759,09/06/2020 18:54,NULL
979,3197,Caenorhabditis elegans,N2,2 mg/ml,20,NULL,,S,24566444,Treatment applied for the 10 days following hatching. Lifespan assays conducted at 25 degrees celsius.,18755,09/06/2020 18:54,NULL
980,3197,Caenorhabditis elegans,N2,2 mg/ml,14.4,NULL,,S,24566444,Treatment applied for the 6 days after hatching. Lifespan assays conducted at 25 degrees celsius.,18755,09/06/2020 18:54,NULL
981,2694,Caenorhabditis elegans,N2,100 mM,-89.5,NULL,,S,24764514,Lifespan assay conducted at 15 degrees celsius.,18762,09/06/2020 18:54,NULL
982,2930,Caenorhabditis elegans,N2,10 mM,11,8,,S,24714520,,18763,09/06/2020 18:54,NULL
983,2694,Caenorhabditis elegans,N2,75 mM,-82.8,NULL,,S,24764514,Lifespan assay conducted at 15 degrees Celsius.,18762,09/06/2020 18:54,NULL
984,2694,Caenorhabditis elegans,N2,7.5 mM,-11.6,NULL,,S,24764514,Lifespan assay conducted at 25 degrees celsius.,18762,09/06/2020 18:54,NULL
985,2694,Caenorhabditis elegans,N2,30 mM,-24.4,NULL,,S,24764514,Lifespan assay conducted at 20 degrees celsius.,18762,09/06/2020 18:54,NULL
986,2694,Caenorhabditis elegans,N2,5 mM,-13.6,NULL,,S,24764514,Lifespan assay conducted at 25 degrees celsius.,18762,09/06/2020 18:54,NULL
987,2930,Mus musculus,C57BL/6NRj,10 g/kg,5.6,5.5,,S,24714520,Treatment started at the age of 100 weeks.,18763,09/06/2020 18:54,NULL
988,2694,Caenorhabditis elegans,N2,0.5 mM,7.7,NULL,,S,24764514,Lifespan assay conducted at 20 degrees celsius.,18762,09/06/2020 18:54,NULL
989,2694,Caenorhabditis elegans,N2,7.5 mM,8.7,NULL,,S,24764514,Lifespan assay conducted at 20 degrees celsius.,18762,09/06/2020 18:54,NULL
990,2694,Caenorhabditis elegans,N2,10 mM,16.9,NULL,,S,24764514,Lifespan assay conducted at 20 degrees celsius.,18762,09/06/2020 18:54,NULL
991,2694,Caenorhabditis elegans,N2,2.5 mM,17.2,NULL,,S,24764514,Lifespan assay conducted at 20 degrees celsius.,18762,09/06/2020 18:54,NULL
992,2694,Caenorhabditis elegans,N2,7.5 mM,19.6,NULL,,S,24764514,Lifespan assay conducted at 15 degrees celsius.,18762,09/06/2020 18:54,NULL
993,2694,Caenorhabditis elegans,N2,20 mM,21.6,NULL,,S,24764514,Lifespan assay conducted at 15 degrees celsius.,18762,09/06/2020 18:54,NULL
994,2694,Caenorhabditis elegans,N2,50 mM,-40.9,NULL,,S,24764514,Tests were done at 15 degrees Celsius.,18762,09/06/2020 18:54,NULL
995,2694,Caenorhabditis elegans,N2,5 mM,10.8,NULL,,S,24764514,Lifespan assay conducted at 20 degres Celsius.,18762,09/06/2020 18:54,NULL
996,2711,Brachionus manjavacas,,274 mM,51,NULL,,S,24835191,,18781,09/06/2020 18:54,NULL
997,2717,Caenorhabditis elegans,N2,8 mM,29.4,NULL,,S,24828042,,18779,09/06/2020 18:54,NULL
998,2804,Caenorhabditis elegans,N2,25 µM,11.2,NULL,NULL,S,24835194,The value represents the average of three independent trials.,18780,09/06/2020 18:54,NULL
999,2694,Caenorhabditis elegans,N2,10 mM,36.7,NULL,,S,24764514,Lifespan assay conducted at 15 degrees celsius.,18762,09/06/2020 18:54,NULL
1000,2804,Caenorhabditis elegans,N2,50 µM,22.2,NULL,,S,24835194,,18780,09/06/2020 18:54,NULL
1001,2804,Caenorhabditis elegans,N2,100 µM,14.9,NULL,,S,24835194,,18780,09/06/2020 18:54,NULL
1002,2694,Caenorhabditis elegans,N2,5 mM,28.5,NULL,,S,24764514,Lifespan assay conducted at 15 degrees celsius.,18762,09/06/2020 18:54,NULL
1003,2696,Caenorhabditis elegans,N2,100 mM,6.3,NULL,,NS,24889636,Antioxidants abolish its effects (see paper).,18784,09/06/2020 18:54,NULL
1004,2696,Caenorhabditis elegans,N2,12.5 mM,13,NULL,,S,24889636,Antioxidants abolish its effects (see paper).,18784,09/06/2020 18:54,NULL
1005,2696,Caenorhabditis elegans,N2,6.25 mM,17,NULL,,S,24889636,Antioxidants abolish its effects (see paper).,18784,09/06/2020 18:54,NULL
1006,2696,Caenorhabditis elegans,N2,25 mM,29.7,NULL,,S,24889636,Antioxidants abolish its effects (see paper).,18784,09/06/2020 18:54,NULL
1007,2696,Caenorhabditis elegans,N2,50 mM,9.4,NULL,,NS,24889636,Antioxidants abolish its effects (see paper).,18784,09/06/2020 18:54,NULL
1008,2696,Caenorhabditis elegans,N2,25 mM,30.6,NULL,,S,24889636,Antioxidants abolish its effects (see paper).,18784,09/06/2020 18:54,NULL
1009,3017,Drosophila melanogaster,Canton S,0.30%,5.4,NULL,Female,S,24305778,Lifespan assay conducted in nutrient medium.,18712,09/06/2020 18:54,NULL
1010,2696,Caenorhabditis elegans,N2,25 mM,44,NULL,,S,24889636,Treatment initiated at day 5 of adulthood. Antioxidants abolish its effects (see paper).,18784,09/06/2020 18:54,NULL
1011,2696,Caenorhabditis elegans,N2,25 mM,47.4,NULL,,S,24889636,Antioxidants abolish its effects (see paper).,18784,09/06/2020 18:54,NULL
1012,2696,Caenorhabditis elegans,N2,25 mM,-4.7,NULL,,NS,24889636,Treatment applied exclusively in larvae stage. Antioxidants abolish its effects (see paper).,18784,09/06/2020 18:54,NULL
1013,3035,Caenorhabditis elegans,N2,6.8 g/L,38.3,NULL,,S,24952637,"Traditional Chinese medicine formula. Composition: Radix Rehmanniae Preparata, Poria, Fructus Macrocarpii, Rhizoma Dioscoreae Oppositae, Achyranthes bidentata, Foeniculum Vulgare, Fructu Broussonetiae, Eucommia Ulmoides, Morinda officinalis, Herba Cistanches, Schisandra Chinensis, Polygala Tenuifolia, Acorus Gramineus and Lycium Chinense (Ratio- 1:2:2:3:3:2:2:2:2:2:2:2:1:1).",18794,09/06/2020 18:54,NULL
1014,3030,Caenorhabditis elegans,N2,1.5 g/L,21.8,NULL,,NS,24952637,"Traditional Chinese medicine formula. Composition: Poria, Glycyrrhiza, Rhizoma Pinelliae and Tangerine Peel (Ratio-6:3:10:10).",18794,09/06/2020 18:54,NULL
1015,2696,Caenorhabditis elegans,N2,25 mM,57.3,NULL,,S,24889636,Treatment applied exclusively in adulthood. Antioxidants abolish its effects (see paper).,18784,09/06/2020 18:54,NULL
1016,3049,Caenorhabditis elegans,N2,4.2 g/L,12.6,NULL,,S,24952637,"Traditional Chinese medicine formula. Composition: Radix Rehmanniae Preparata, Fructus Macrocarpii, Rhizoma Dioscoreae Oppositae, Poria, Rhizoma Alismatis and Cortex Moutan Radicis (Ratio- 8:4:4:3:3:3).",18794,09/06/2020 18:54,NULL
1017,2987,Caenorhabditis elegans,N2,48.0 g/L,47.3,NULL,,S,24952637,"Traditional Chinese medicine formula. Composition: Schisandra Chinensis, Red Ginseng and Radix Ophiopogonis (Ration-2:3:3).",18794,09/06/2020 18:54,NULL
1018,2943,Caenorhabditis elegans,,,9,17,,S,24964141,,18799,09/06/2020 18:54,NULL
1019,3080,Drosophila melanogaster,,20 ml,5.9,NULL,,S,24967413,,18800,09/06/2020 18:54,NULL
1020,3080,Drosophila melanogaster,,30 ml,5.9,NULL,,S,24967413,,18800,09/06/2020 18:54,NULL
1021,3044,Drosophila melanogaster,,5 g/L,17.6,NULL,,S,24967413,,18800,09/06/2020 18:54,NULL
1022,3074,Caenorhabditis elegans,N2,6.2 g/L,14.5,NULL,,S,24952637,"Traditional Chinese medicine formula. Composition: Radix Rehmanniae Preparata, Poria, Angelicae Sinensis, Codonopsis Pilosula, Atractylodes Macrocephaia, Glycyrrhiza, Ligusticum Wallichii, Radices Paeoniae Alba, Astragalus Root and Cortex Cinnamomi (Ratio-6:4:6:4:4:2:2:4:4:1).",18794,09/06/2020 18:54,NULL
1023,3044,Drosophila melanogaster,,7 g/L,17.6,NULL,,S,24967413,,18800,09/06/2020 18:54,NULL
1024,3044,Drosophila melanogaster,,2.5 g/L,2.9,NULL,,S,24967413,,18800,09/06/2020 18:54,NULL
1025,3061,Drosophila melanogaster,w1118,10 mg/ml,19,NULL,Male,S,25058464,,18806,09/06/2020 18:54,NULL
1026,2785,Caenorhabditis elegans,N2,20 mM,26,NULL,,S,25127866,,18807,09/06/2020 18:54,NULL
1027,2715,Drosophila melanogaster,Canton S,50 µM,3,NULL,Female,O,25173182,Statistics not reported for individual treatments.,18808,09/06/2020 18:54,NULL
1028,2715,Drosophila melanogaster,Canton S,50 µM,-1,NULL,Male,O,25173182,Statistics not reported for individual treatments.,18808,09/06/2020 18:54,NULL
1029,2715,Drosophila melanogaster,Canton S,25 µM,9,NULL,Female,O,25173182,Statistics not reported for individual treatments.,18808,09/06/2020 18:54,NULL
1030,2715,Drosophila melanogaster,Canton S,25 µM,4,NULL,Male,O,25173182,Statistics not reported for individual treatments.,18808,09/06/2020 18:54,NULL
1031,2715,Drosophila melanogaster,Canton S,5 µM,2,NULL,Male,O,25173182,Statistics not reported for individual treatments.,18808,09/06/2020 18:54,NULL
1032,2715,Drosophila melanogaster,Canton S,10 µM,19,NULL,Male,O,25173182,Statistics not reported for individual treatments.,18808,09/06/2020 18:54,NULL
1033,2715,Drosophila melanogaster,Canton S,10 µM,34,NULL,Female,O,25173182,Statistics not reported for individual treatments.,18808,09/06/2020 18:54,NULL
1034,2760,Caenorhabditis elegans,N2,50 µg/ml,7,NULL,,NS,25186652,Lifespan assay conducted on S-complete medium.,18815,09/06/2020 18:54,NULL
1035,2760,Caenorhabditis elegans,N2,400 µg/ml,19.6,NULL,,S,25186652,Lifespan assay conducted on NGM.,18815,09/06/2020 18:54,NULL
1036,2760,Caenorhabditis elegans,N2,100 µg/ml,22.8,NULL,,S,25186652,Lifespan assay conducted on S-complete medium.,18815,09/06/2020 18:54,NULL
