id_biblio,terms,title,journal,author,volume,authors,pubmed,author_initials,year,contact_addresses,issue,pages,editor,review,publisher,url
18428,"['Aging/drug effects', 'Alzheimer Disease/chemically induced/genetics/prevention & control', 'Animals', 'Animals, Genetically Modified', 'Caenorhabditis elegans/genetics/growth & development/metabolism', 'Caenorhabditis elegans Proteins/antagonists & inhibitors/genetics/metabolism', 'Disease Models, Animal', 'Drug Approval', 'Forkhead Transcription Factors', 'Glucose/toxicity', 'Histone Acetyltransferases/antagonists & inhibitors/genetics/metabolism', 'Humans', 'Neurons/cytology/drug effects', 'Pharmaceutical Preparations/administration & dosage', 'RNA, Small Interfering/genetics', 'Signal Transduction/drug effects', 'Survival Rate', 'Transcription Factors/antagonists & inhibitors/genetics/metabolism', 'United States', 'United States Food and Drug Administration']",FDA-approved drugs that protect mammalian neurons from glucose toxicity slow aging dependent on cbp and protect against proteotoxicity.,PLoS ONE,"Lublin, A et al.",6,,22114686,"Lublin, A et al.",2011,,11,e27762,,,,
18431,"['Animals', 'Blotting, Western', 'Blueberry Plant/metabolism', 'Catalase/genetics/metabolism', 'Chromatography, High Pressure Liquid', 'Down-Regulation', 'Drosophila Proteins/genetics/metabolism', 'Drosophila melanogaster/genetics', 'Endopeptidases/genetics/metabolism', 'Gene Expression Regulation, Enzymologic', 'Herbicides/toxicity', 'Hydrogen Peroxide/toxicity', 'Longevity/drug effects', 'Oxidants/toxicity', 'Paraquat/toxicity', 'Plant Extracts/pharmacology', 'Real-Time Polymerase Chain Reaction', 'Receptors, G-Protein-Coupled/genetics/metabolism', 'Superoxide Dismutase/deficiency/genetics/metabolism', 'Up-Regulation']",Blueberry extract prolongs lifespan of Drosophila melanogaster.,Exp. Gerontol.,"Peng, C et al.",47,,22197903,"Peng, C et al.",2012,,2,170-178,,,,
18432,"['Acetylcholine/metabolism', 'Aging/metabolism', 'Aldicarb', 'Alzheimer Disease/metabolism', 'Amyloid beta-Peptides/drug effects/metabolism', 'Animals', 'Antihypertensive Agents/pharmacology', 'Caenorhabditis elegans/drug effects/metabolism/physiology', 'Cholinesterase Inhibitors/pharmacology', 'Longevity/drug effects', 'Neurotransmitter Agents/metabolism', 'Reserpine/pharmacology', 'Vesicular Monoamine Transport Proteins/metabolism']",Reserpine modulates neurotransmitter release to extend lifespan and alleviate age-dependent A\\u03b2 proteotoxicity in Caenorhabditis elegans.,Exp. Gerontol.,"Saharia, K et al.",47,,22212533,"Saharia, K et al.",2012,,2,188-197,,,,
18433,"['Animals', 'Caenorhabditis elegans/metabolism', 'Caenorhabditis elegans Proteins/metabolism', 'Flavonoids/pharmacology', 'Insulin/metabolism', 'Insulin-Like Growth Factor I/metabolism', 'Longevity']",Icariin and its derivative icariside II extend healthspan via insulin/IGF-1 pathway in C. elegans.,PLoS ONE,"Cai, WJ et al.",6,,22216122,"Cai, WJ et al.",2011,,12,e28835,,,,
18436,"['Amino Acids/metabolism', 'Animals', 'Caenorhabditis elegans/genetics/metabolism/physiology', 'Central Nervous System Depressants/pharmacology', 'Dose-Response Relationship, Drug', 'Ethanol/pharmacology', 'Fatty Acids/metabolism', 'Food Deprivation/physiology', 'Glutamine/analogs & derivatives', 'Larva/genetics/metabolism/physiology', 'Longevity/drug effects/genetics/physiology', 'Mutation', 'Stress, Physiological/physiology', 'Time Factors']",Caenorhabditis elegans battling starvation stress: low levels of ethanol prolong lifespan in L1 larvae.,PLoS ONE,"Castro, PV et al.",7,,22279556,"Castro, PV et al.",2012,,1,e29984,,,,
18440,"['Animals', 'Drosophila melanogaster/chemistry/drug effects/metabolism', 'Lipid Peroxidation/drug effects', 'Longevity/drug effects', 'Male', 'Malondialdehyde/analysis', 'Manganese/antagonists & inhibitors/toxicity', 'Minocycline/pharmacology', 'Motor Activity/drug effects', 'Oxidation-Reduction/drug effects', 'Reactive Oxygen Species/metabolism']",Minocycline increases the life span and motor activity and decreases lipid peroxidation in manganese treated Drosophila melanogaster.,Toxicology,"Bonilla, E et al.",294,,22330257,"Bonilla, E et al.",2012,,1,50-53,,,,
18441,"['Animals', 'Caloric Restriction', 'Cells, Cultured', 'Drosophila melanogaster/drug effects/enzymology', 'Intracellular Space/drug effects/metabolism', 'Longevity/drug effects', 'MAP Kinase Signaling System/drug effects', 'Phosphorylation/drug effects', 'Protein Kinase Inhibitors/analysis/pharmacology', 'Protein Kinases/metabolism', 'Signal Transduction/drug effects', 'Small Molecule Libraries/analysis/pharmacology']",Novel protein kinase signaling systems regulating lifespan identified by small molecule library screening using Drosophila.,PLoS ONE,"Spindler, SR et al.",7,,22363408,"Spindler, SR et al.",2012,,2,e29782,,,,
18455,"['Animals', 'Caloric Restriction', 'Female', 'Life Expectancy', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Polyphenols/pharmacology']",Potentiation of dietary restriction-induced lifespan extension by polyphenols.,Biochim. Biophys. Acta,"Aires, DJ et al.",1822,,22265987,"Aires, DJ et al.",2012,,4,522-526,,,,
18458,"['1-Butanol/chemistry', 'Animals', 'Animals, Genetically Modified', 'Caenorhabditis elegans/drug effects/genetics/metabolism', 'Cell Survival/drug effects', 'Chemoreceptor Cells/drug effects/metabolism', 'Dose-Response Relationship, Drug', 'Ethanol/chemistry', 'Longevity/drug effects', 'Neurons/drug effects/metabolism/pathology', 'Neuroprotective Agents/chemistry/isolation & purification/pharmacology', 'Phytotherapy', 'Plant Extracts/chemistry/isolation & purification/pharmacology', 'Plant Leaves', 'Plant Roots', 'Plants, Medicinal', 'Rubiaceae/chemistry', 'Solvents/chemistry', 'Time Factors']",The neuroprotective and lifespan-extension activities of Damnacanthus officinarum extracts in Caenorhabditis elegans.,J Ethnopharmacol,"Yang, X et al.",141,,22370553,"Yang, X et al.",2012,,1,41-47,,,,
18461,"['Animals', 'Antioxidants/administration & dosage/pharmacokinetics', 'Caenorhabditis elegans/drug effects/growth & development', 'Camellia sinensis/chemistry', 'Dose-Response Relationship, Drug', 'Drug Resistance/drug effects', 'Glutamates/administration & dosage/pharmacology', 'Herbicides/toxicity', 'Larva/drug effects/growth & development', 'Longevity', 'Neuroprotective Agents/administration & dosage/pharmacology', 'Osmolar Concentration', 'Oxidants/toxicity', 'Oxidative Stress/drug effects', 'Paraquat/toxicity', 'Plant Leaves/chemistry', 'Survival Analysis']",L-Theanine extends lifespan of adult Caenorhabditis elegans.,Eur J Nutr,"Zarse, K et al.",51,,22422488,"Zarse, K et al.",2012,,6,765-768,,,,
18462,"['Age Factors', 'Aging/drug effects/pathology/physiology', 'Animals', 'Body Weight/drug effects', 'Curcumin/pharmacology', 'Drug Evaluation, Preclinical', 'Female', 'Longevity/drug effects/genetics', 'Male', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred C3H', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Models, Animal', 'Motor Activity/drug effects', 'Oxaloacetic Acid/pharmacology', 'Pregnancy', 'Sex Characteristics', 'Stilbenes/pharmacology', 'Tea', 'Triglycerides/chemistry/pharmacology']","Evaluation of resveratrol, green tea extract, curcumin, oxaloacetic acid, and medium-chain triglyceride oil on life span of genetically heterogeneous mice.",J. Gerontol. A Biol. Sci. Med. Sci.,"Strong, R et al.",68,,22451473,"Strong, R et al.",2013,,1,Jun-16,,,,
18470,"['Animals', 'Antioxidants/pharmacology', 'Caenorhabditis elegans/drug effects/enzymology/genetics/metabolism', 'Caenorhabditis elegans Proteins/metabolism', 'Gene Expression Profiling', 'Glucose/metabolism', 'Insulin/metabolism', 'Insulin-Like Growth Factor I/metabolism', 'Longevity/drug effects/physiology', 'Mice', 'Mitochondria/drug effects/metabolism', 'Models, Animal', 'Proline/metabolism', 'Reactive Oxygen Species/metabolism', 'Signal Transduction/drug effects', 'Stress, Physiological/drug effects', 'Transcriptome/genetics']",Impaired insulin/IGF1 signaling extends life span by promoting mitochondrial L-proline catabolism to induce a transient ROS signal.,Cell Metab.,"Zarse, K et al.",15,,22482728,"Zarse, K et al.",2012,,4,451-465,,,,
18472,"['Administration, Oral', 'Animals', 'Antioxidants/administration & dosage/pharmacology', 'Caenorhabditis elegans/physiology', 'Immunity, Innate/drug effects', 'Longevity/drug effects', 'Solubility']",Development of a method for oral administration of hydrophobic substances to Caenorhabditis elegans: pro-longevity effects of oral supplementation with lipid-soluble antioxidants.,Biogerontology,"Kashima, N et al.",13,,22484623,"Kashima, N et al.",2012,,3,337-344,,,,
18475,"['Flavonoids/pharmacology', 'Gene Expression', 'Heat-Shock Proteins/genetics/metabolism', 'Hesperidin/pharmacology', 'Membrane Proteins/genetics/metabolism', 'Mitochondrial Proteins/genetics/metabolism', 'Oxidative Stress/drug effects', 'Reactive Oxygen Species/antagonists & inhibitors', 'Real-Time Polymerase Chain Reaction', 'Saccharomyces cerevisiae/drug effects/genetics/metabolism', 'Saccharomyces cerevisiae Proteins/genetics/metabolism', 'Sirtuin 2/genetics/metabolism', 'Superoxide Dismutase/genetics/metabolism', 'Time Factors']",Anti-aging effects of hesperidin on Saccharomyces cerevisiae via inhibition of reactive oxygen species and UTH1 gene expression.,Biosci. Biotechnol. Biochem.,"Sun, K et al.",76,,22484922,"Sun, K et al.",2012,,4,640-645,,,,
18482,[],Meta-Analysis of Global Transcriptomics Suggests that Conserved Genetic Pathways are Responsible for Quercetin and Tannic Acid Mediated Longevity in C. elegans.,Front Genet,"Pietsch, K et al.",3,,22493606,"Pietsch, K et al.",2012,,,48,,,,
18494,"['Administration, Oral', 'Aging/drug effects', 'Animals', 'Fullerenes/administration & dosage/chemistry/pharmacokinetics/pharmacology', 'Male', 'Olive Oil', 'Oxidative Stress/drug effects', 'Plant Oils/chemistry', 'Rats', 'Rats, Wistar']",The prolongation of the lifespan of rats by repeated oral administration of [60]fullerene.,Biomaterials,"Baati, T et al.",33,,22498298,"Baati, T et al.",2012,,19,4936-4946,,,,
18496,[],"The Nematode Caenorhabditis elegans, Stress and Aging: Identifying the Complex Interplay of Genetic Pathways Following the Treatment with Humic Substances.",Front Genet,"Menzel, R et al.",3,,22529848,"Menzel, R et al.",2012,,,50,,,,
18498,"['Age Factors', 'Animals', 'Antioxidants/chemical synthesis/chemistry/pharmacology', 'Caenorhabditis elegans/drug effects/metabolism', 'Glycosylation End Products, Advanced/metabolism', 'Kaplan-Meier Estimate', 'Magnetic Resonance Spectroscopy', 'Malondialdehyde/metabolism', 'Mass Spectrometry', 'Oxidative Stress/drug effects', 'Pyridines/chemical synthesis/chemistry/pharmacology', 'Spectrophotometry, Infrared', 'Triazoles/chemical synthesis/chemistry/pharmacology']","Novel 1,2,4-triazolo[1,5-a]pyridines and their fused ring systems attenuate oxidative stress and prolong lifespan of Caenorhabiditis elegans.",J. Med. Chem.,"Mekheimer, RA et al.",55,,22509764,"Mekheimer, RA et al.",2012,,9,4169-4177,,,,
18499,"['Animals', 'Caenorhabditis elegans', 'Caenorhabditis elegans Proteins/genetics/metabolism', 'DNA-Binding Proteins/genetics/metabolism', 'Forkhead Transcription Factors', 'Insulin-Like Growth Factor I/genetics/metabolism', 'Longevity/drug effects/genetics', 'Male', 'Mice', 'Signal Transduction/drug effects', 'Sirolimus/pharmacology', 'TOR Serine-Threonine Kinases/antagonists & inhibitors/genetics/metabolism', 'Trans-Activators/genetics/metabolism', 'Transcription Factors/genetics/metabolism', 'Transcription, Genetic/drug effects']",TOR signaling and rapamycin influence longevity by regulating SKN-1/Nrf and DAF-16/FoxO.,Cell Metab.,"Robida-Stubbs, S et al.",15,,22560223,"Robida-Stubbs, S et al.",2012,,5,713-724,,,,
18500,"['Aging/drug effects/genetics', 'Animals', 'Chromatography, High Pressure Liquid', 'Curcumin/pharmacology', 'Dietary Supplements', 'Drosophila melanogaster/drug effects/enzymology/genetics', 'Female', 'Gene Expression Regulation', 'Lipid Peroxidation/drug effects/genetics', 'Longevity/drug effects/genetics', 'Male', 'RNA/genetics', 'Real-Time Polymerase Chain Reaction', 'Superoxide Dismutase/biosynthesis/genetics']",Curcumin-supplemented diets increase superoxide dismutase activity and mean lifespan in Drosophila.,Age (Dordr),"Shen, LR et al.",35,,22653297,"Shen, LR et al.",2013,,4,1133-1142,,,,
18505,"['Animals', 'Benzaldehydes/chemistry/isolation & purification/pharmacology', 'Catechols/chemistry/isolation & purification/pharmacology', 'Drosophila melanogaster/drug effects/genetics/growth & development/metabolism', 'Enzyme Inhibitors/chemistry/isolation & purification/pharmacology', 'Female', 'Gene Expression/drug effects', 'Histone Demethylases/antagonists & inhibitors/chemistry', 'Humans', 'Life Expectancy', 'Male', 'Models, Animal', 'Models, Molecular', 'Plant Extracts/chemistry/isolation & purification/pharmacology', 'Plant Leaves/chemistry', 'Sasa/chemistry', 'Species Specificity']",Pharmacological modulation of histone demethylase activity by a small molecule isolated from subcritical water extracts of Sasa senanensis leaves prolongs the lifespan of Drosophila melanogaster.,BMC Complement Altern Med,"Nakagawa-Yagi, Y et al.",12,,22809229,"Nakagawa-Yagi, Y et al.",2012,,,101,,,,
18506,"['Aging/drug effects', 'Animals', 'Behavior, Animal', 'Benzamides/pharmacology', 'Cardiovascular Diseases/drug therapy', 'Drosophila melanogaster', 'Feeding Behavior', 'Heart/drug effects', 'Hydroxymethylglutaryl-CoA Reductase Inhibitors/therapeutic use', 'Longevity', 'Male', 'Methionine/analogs & derivatives/pharmacology', 'Mice', 'Simvastatin/pharmacology', 'Ubiquinone/analogs & derivatives/pharmacology']",Statin treatment increases lifespan and improves cardiac health in Drosophila by decreasing specific protein prenylation.,PLoS ONE,"Spindler, SR et al.",7,,22737247,"Spindler, SR et al.",2012,,6,e39581,,,,
18508,"['Animals', 'Antioxidants/chemistry/pharmacology', 'Caenorhabditis elegans/genetics/metabolism', 'Caenorhabditis elegans Proteins/biosynthesis/genetics', 'Forkhead Transcription Factors', 'Humans', 'Longevity/drug effects/physiology', 'Olive Oil', 'Phenylethyl Alcohol/analogs & derivatives/chemistry/pharmacology', 'Plant Oils/chemistry', 'Receptor, Insulin/biosynthesis/genetics', 'Transcription Factors/biosynthesis/genetics']","Tyrosol, a main phenol present in extra virgin olive oil, increases lifespan and stress resistance in Caenorhabditis elegans.",Mech. Ageing Dev.,"Cañuelo, A et al.",133,,22824366,"Cañuelo, A et al.",2012,,8,563-574,,,,
18509,"['Animals', 'Drosophila Proteins/metabolism', 'Drosophila melanogaster/physiology', 'Female', 'Fertility/drug effects', 'Forkhead Transcription Factors/metabolism', 'Inositol/analogs & derivatives/pharmacology', 'Locomotion/drug effects', 'Longevity/drug effects', 'MAP Kinase Kinase 4/metabolism', 'Male', 'Ribosomal Protein S6 Kinases/metabolism', 'Signal Transduction', 'Starvation', 'Stress, Physiological/drug effects']",D-chiro-inositol and pinitol extend the life span of Drosophila melanogaster.,J. Gerontol. A Biol. Sci. Med. Sci.,"Hada, B et al.",68,,22843669,"Hada, B et al.",2013,,3,226-234,,,,
18513,[],The Yang-Tonifying Herbal Medicine Cynomorium songaricum Extends Lifespan and Delays Aging in Drosophila.,Evid Based Complement Alternat Med,"Liu, HP et al.",2012,,22844336,"Liu, HP et al.",2012,,,735481,,,,
18519,"['Animals', 'Caenorhabditis elegans', 'Caenorhabditis elegans Proteins/biosynthesis/genetics', 'Forkhead Transcription Factors', 'Gene Expression Regulation, Developmental', 'Longevity/drug effects/genetics', 'Plant Extracts/pharmacology', 'RNA/genetics', 'Real-Time Polymerase Chain Reaction', 'Signal Transduction', 'Stress, Physiological', 'Transcription Factors/biosynthesis/genetics', 'Vaccinium macrocarpon']",The longevity effect of cranberry extract in Caenorhabditis elegans is modulated by daf-16 and osr-1.,Age (Dordr),"Guha, S et al.",35,,22864793,"Guha, S et al.",2013,,5,1559-1574,,,,
18520,"['Aging/physiology', 'Animals', 'Aspirin/pharmacology', 'Caenorhabditis elegans/drug effects/metabolism/physiology', 'Life Expectancy', 'Locomotion', 'Microscopy, Fluorescence', 'Oxidative Stress/drug effects']","Aspirin inhibits oxidant stress, reduces age-associated functional declines, and extends lifespan of Caenorhabditis elegans.",Antioxid. Redox Signal.,"Ayyadevara, S et al.",18,,22866967,"Ayyadevara, S et al.",2013,,5,481-490,,,,
18523,"['Animals', 'Antioxidants/pharmacology', 'Bees/drug effects', 'Caloric Restriction', 'Eating/drug effects', 'Female', 'Learning/drug effects', 'Longevity/drug effects', 'Male', 'Stilbenes/pharmacology', 'Taste Perception/drug effects']",The lifespan extension effects of resveratrol are conserved in the honey bee and may be driven by a mechanism related to caloric restriction.,Aging (Albany NY),"Rascón, B et al.",4,,22868943,"Rascón, B et al.",2012,,7,499-508,,,,
18525,"['Animals', 'Animals, Genetically Modified', 'Antioxidants/pharmacology', 'Catalase/genetics', 'Diet', 'Drosophila Proteins/genetics', 'Drosophila melanogaster/drug effects/genetics/physiology', 'Endopeptidases/genetics', 'Gene Expression Regulation/drug effects', 'Longevity/drug effects', 'Nerve Degeneration/chemically induced', 'Oryza/chemistry', 'Oxidative Stress/drug effects', 'Paraquat/pharmacology', 'Plant Extracts/pharmacology', 'Seeds/chemistry', 'Superoxide Dismutase/genetics']",Black rice extract extends the lifespan of fruit flies.,Food Funct,"Zuo, Y et al.",3,,22930061,"Zuo, Y et al.",2012,,12,1271-1279,,,,
18526,"['Aging/drug effects/pathology', 'Animals', 'Anti-Inflammatory Agents, Non-Steroidal/pharmacology', 'Body Size/drug effects', 'Cognition/drug effects', 'Drug Evaluation, Preclinical', 'Female', 'Fishes/metabolism/physiology', 'Lipofuscin/metabolism', 'Longevity/drug effects', 'Male', 'Maze Learning', 'Models, Animal', 'Motor Activity/drug effects', 'Neurodegenerative Diseases/prevention & control', 'Neuroprotective Agents/pharmacology', 'Stilbenes/pharmacology', 'beta-Galactosidase/metabolism']","Effects of resveratrol on longevity, cognitive ability and aging-related histological markers in the annual fish Nothobranchius guentheri.",Exp. Gerontol.,"Yu, X and Li, G",47,,22960591,"Yu, X. and Li, G.",2012,,12,940-949,,,,
18527,"['Adult', 'Animals', 'Drosophila melanogaster/drug effects/physiology', 'Humans', 'Longevity/drug effects/physiology', 'Phosphorus, Dietary/administration & dosage/pharmacology']",Dietary phosphate modifies lifespan in Drosophila.,Nephrol. Dial. Transplant.,"Bergwitz, C.",27,,22942172,"Bergwitz, C.",2012,,9,3399-3406,,,,
18529,"['Ascorbic Acid/chemistry/pharmacology', 'Cell Aging/drug effects', 'Cell Survival/drug effects', 'Fruit/chemistry', 'Malus/chemistry', 'Oxidative Stress/drug effects', 'Polyphenols/chemistry/pharmacology', 'Reactive Oxygen Species/metabolism', 'Saccharomyces cerevisiae/drug effects']",Apple can act as anti-aging on yeast cells.,Oxid Med Cell Longev,"Palermo, V et al.",2012,,22970337,"Palermo, V et al.",2012,,,491759,,,,
18531,"['Aging/drug effects', 'Animals', 'Caenorhabditis elegans/drug effects/genetics/metabolism/physiology', 'Caenorhabditis elegans Proteins/biosynthesis/genetics/metabolism', 'Chemotaxis/drug effects', 'Forkhead Transcription Factors', 'Free Radicals/metabolism', 'Gene Expression Regulation/drug effects', 'Genes, Helminth', 'Heat-Shock Proteins/biosynthesis/genetics', 'Iridoids/chemistry/pharmacology', 'Life Expectancy', 'Longevity/drug effects', 'Models, Animal', 'Oxidative Stress/drug effects', 'Plant Bark/metabolism', 'Reactive Oxygen Species/metabolism', 'Signal Transduction', 'Transcription Factors/metabolism', 'Transcriptional Activation']",Longevity-promoting effects of 4-hydroxy-E-globularinin in Caenorhabditis elegans.,Free Radic. Biol. Med.,"Shukla, V et al.",53,,23000058,"Shukla, V et al.",2012,,10,1848-1856,,,,
18534,"['Age Factors', 'Animals', 'Butyrates/pharmacology/toxicity', 'Caloric Restriction', 'Dose-Response Relationship, Drug', 'Drosophila Proteins/antagonists & inhibitors/genetics/metabolism', 'Drosophila melanogaster/drug effects/embryology/enzymology/genetics', 'Gene Expression Regulation, Developmental/drug effects', 'Genotype', 'Histone Deacetylase 1/antagonists & inhibitors/genetics/metabolism', 'Histone Deacetylase Inhibitors/pharmacology/toxicity', 'Hydroxamic Acids/pharmacology/toxicity', 'Kinetics', 'Larva/drug effects/enzymology', 'Longevity/drug effects/genetics', 'Phenotype']",Chemical regulation of mid- and late-life longevities in Drosophila.,Exp. Gerontol.,"McDonald, P et al.",48,,23044027,"McDonald, P et al.",2013,,2,240-249,,,,
18542,"['Age Factors', 'Animals', 'Body Weight/drug effects', 'Caloric Restriction', 'Curcumin/pharmacology/toxicity', 'Dose-Response Relationship, Drug', 'Drosophila/drug effects/embryology/genetics/metabolism', 'Feeding Behavior/drug effects', 'Female', 'Gene Expression Regulation, Developmental/drug effects', 'Genotype', 'Kinetics', 'Larva/drug effects/metabolism', 'Locomotion/drug effects', 'Longevity/drug effects/genetics', 'Male', 'Muscle, Skeletal/drug effects/innervation/pathology', 'Oxidative Stress/drug effects', 'Phenotype', 'Reproduction/drug effects', 'Signal Transduction/drug effects', 'TOR Serine-Threonine Kinases/genetics/metabolism']",Curcumin is an early-acting stage-specific inducer of extended functional longevity in Drosophila.,Exp. Gerontol.,"Soh, JW et al.",48,,23063786,"Soh, JW et al.",2013,,2,229-239,,,,
18554,"['AMP-Activated Protein Kinases/genetics/metabolism', 'Animals', 'Diet', 'Drosophila Proteins/genetics/metabolism', 'Drosophila melanogaster/genetics/metabolism/physiology', 'Female', 'Fertility/drug effects/genetics', 'Gene Expression/drug effects', 'Lipid Metabolism/drug effects', 'Longevity/drug effects', 'Male', 'Metformin/administration & dosage', 'Phosphorylation']",Activation of AMPK by the putative dietary restriction mimetic metformin is insufficient to extend lifespan in Drosophila.,PLoS ONE,"Slack, C et al.",7,,23077661,"Slack, C et al.",2012,,10,e47699,,,,
18568,"['Animals', 'Bees', 'Drosophila melanogaster/drug effects/genetics/growth & development/physiology', 'Fatty Acids/administration & dosage/pharmacology', 'Female', 'Freeze Drying', 'Gene Expression Regulation/drug effects', 'Insulin/metabolism', 'Longevity/drug effects', 'Male', 'Oviposition/drug effects', 'Signal Transduction/drug effects', 'Somatomedins/metabolism', 'TOR Serine-Threonine Kinases/genetics']",Freeze-dried royal jelly maintains its developmental and physiological bioactivity in Drosophila melanogaster.,Biosci. Biotechnol. Biochem.,"Kayashima, Y et al.",76,,23132575,"Kayashima, Y et al.",2012,,11,2107-2111,,,,
18569,[],Minocycline effect on life and health span of Drosophila melanogaster.,Aging Dis,"Oxenkrug, G et al.",3,,23185716,"Oxenkrug, G et al.",2012,,5,352-359,,,,
18572,"['Animals', 'Biomarkers/metabolism', 'Cell Survival/drug effects', 'Fishes', 'Glial Fibrillary Acidic Protein/metabolism', 'Immunohistochemistry', 'Longevity/drug effects', 'Neural Cell Adhesion Molecules/metabolism', 'Neuroglia/drug effects/metabolism/pathology', 'Neurons/drug effects/metabolism/pathology', 'Neuroprotective Agents/pharmacology', 'Stilbenes/pharmacology', 'Superior Colliculi/drug effects/metabolism/pathology', 'Tenascin/metabolism']",Resveratrol extends lifespan and preserves glia but not neurons of the Nothobranchius guentheri optic tectum.,Exp. Gerontol.,"Genade, T and Lang, DM",48,,23220248,"Genade, T. and Lang, D.M.",2013,,2,202-212,,,,
18573,"['Animals', 'Antioxidants/administration & dosage/pharmacology', 'Catalase/genetics/metabolism', 'Dietary Supplements', 'Dioxoles/administration & dosage/pharmacology', 'Drosophila/classification/drug effects/physiology', 'Drosophila Proteins/genetics/metabolism', 'Endopeptidases/genetics/metabolism', 'Gene Expression Regulation/drug effects', 'Herbicides/pharmacology', 'Lignans/administration & dosage/pharmacology', 'Longevity/drug effects/physiology', 'Male', 'Models, Animal', 'Paraquat/pharmacology', 'Superoxide Dismutase/genetics/metabolism']",Sesamin extends the mean lifespan of fruit flies.,Biogerontology,"Zuo, Y et al.",14,,23291977,"Zuo, Y et al.",2013,,2,107-119,,,,
18574,"['Adrenergic beta-Antagonists/pharmacology', 'Aging/drug effects', 'Animals', 'Drosophila/drug effects/growth & development', 'Energy Metabolism', 'Longevity/drug effects', 'Male', 'Mice', 'Receptors, Adrenergic, beta/drug effects/metabolism']",\\u03b21-Adrenergic receptor blockade extends the life span of Drosophila and long-lived mice.,Age (Dordr),"Spindler, SR et al.",35,,23314750,"Spindler, SR et al.",2013,,6,2099-2109,,,,
18575,"['Amyloid beta-Peptides/metabolism', 'Animals', 'Body Size', 'Caenorhabditis elegans/growth & development', 'Chemotaxis', 'Dimethyl Sulfoxide/pharmacology', 'Dimethylformamide/pharmacology', 'Free Radical Scavengers/pharmacology', 'Free Radicals', 'Green Fluorescent Proteins/metabolism', 'Heat-Shock Proteins/metabolism', 'Homeostasis', 'Insulin/metabolism', 'Longevity/drug effects', 'Peptide Fragments/metabolism', 'Phenotype', 'Signal Transduction', 'Solvents/chemistry', 'Time Factors']",Dimethyl sulfoxide and dimethyl formamide increase lifespan of C. elegans in liquid.,Mech. Ageing Dev.,"Frankowski, H et al.",134,,23313473,"Frankowski, H et al.",2013,,03-Apr,69-78,,,,
18577,"['Aging/genetics/physiology', 'Animals', 'Caenorhabditis elegans/genetics/physiology', 'Caenorhabditis elegans Proteins/genetics/metabolism', 'Cell Nucleus/genetics/metabolism', 'Forkhead Transcription Factors', 'Hemin/administration & dosage/analogs & derivatives', 'Longevity/drug effects', 'Oligopeptides/administration & dosage', 'Oxidative Stress/drug effects', 'Signal Transduction/drug effects', 'Sirtuins/metabolism', 'Transcription Factors/genetics/metabolism']",DhHP-6 extends lifespan of Caenorhabditis elegans by enhancing nuclear translocation and transcriptional activity of DAF-16.,Free Radic. Res.,"Huang, L et al.",47,,23410029,"Huang, L et al.",2013,,4,316-324,,,,
18578,"['Animals', 'Autophagy/physiology', 'Caenorhabditis elegans/metabolism/physiology', 'Caenorhabditis elegans Proteins/genetics/metabolism', 'Cell Line', 'Fasting/physiology', 'Fatty Acids, Omega-6/metabolism', 'Gene Expression Regulation', 'HeLa Cells', 'Humans', 'Lipase/genetics/metabolism', 'Lipolysis', 'Longevity/physiology', 'Mice', 'Survival Analysis']",\\u03c9-6 Polyunsaturated fatty acids extend life span through the activation of autophagy.,Genes Dev.,"O'Rourke, EJ et al.",27,,23392608,"O'Rourke, EJ et al.",2013,,4,429-440,,,,
18579,[],A Steroidal Saponin from Ophiopogon japonicus Extends the Lifespan of Yeast via the Pathway Involved in SOD and UTH1.,Int J Mol Sci,"Sun, K et al.",14,,23439553,"Sun, K et al.",2013,,3,4461-4475,,,,
18580,"['Animals', 'Antioxidants/pharmacology', 'Caenorhabditis elegans/drug effects/physiology', 'Colon/drug effects/metabolism', 'Flavanones/pharmacology', 'HCT116 Cells', 'Humans', 'Longevity/drug effects', 'NF-E2-Related Factor 2/metabolism', 'Signal Transduction/drug effects']",Molecular effects of baicalein in Hct116 cells and Caenorhabditis elegans : activation of the Nrf2 signaling pathway and prolongation of lifespan.,J. Agric. Food Chem.,"Havermann, S et al.",61,,23339711,"Havermann, S et al.",2013,,9,2158-2164,,,,
18584,"['Active Transport, Cell Nucleus', 'Adenosine Triphosphate/metabolism', 'Animals', 'Aspartic Acid/pharmacology', 'Caenorhabditis elegans/drug effects/physiology', 'Citric Acid Cycle', 'Fumarates/pharmacology', 'Glyoxylates/metabolism', 'Green Fluorescent Proteins/metabolism', 'Longevity/drug effects', 'Malates/pharmacology', 'Membrane Potential, Mitochondrial', 'Models, Biological', 'Oxidation-Reduction', 'Oxygen/metabolism', 'Oxygen Consumption', 'RNA Interference']",Malate and fumarate extend lifespan in Caenorhabditis elegans.,PLoS ONE,"Edwards, CB et al.",8,,23472183,"Edwards, CB et al.",2013,,3,e58345,,,,
