id,compound_id,synonym
70180,2867,Pyrrolidinedithiocarbamate
70181,2867,1-Pyrrolidinecarbodithioic acid
70182,2867,25769-03-3
70183,2867,PDTC
70184,2867,apdc
70185,2867,Ammonium pyrrolidine dithiocarbamate
70186,2867,"1-Pyrrolidinecarbodithioic acid, ammonium salt"
70187,2867,CHEBI:78782
70188,2867,Ammonium 1-pyrrolidinecarbodithioate
70189,2867,C5H9NS2
70190,2867,5108-96-3
70191,2867,NSC298194
70192,2867,Pyrrolidine-N-dithiocarbamic acid ammonium salt
70193,2867,Pyrrolidine-N-carbodithioic acid
70194,2867,ammonium tetramethylene dithiocarbamate
70195,2867,D0B0IJ
70196,2867,NCIOpen2_000025
70197,2867,Lopac0_001033
70198,2867,1-Pyrrolidinecarbodithioicacid
70199,2867,SCHEMBL322100
70200,2867,AC1L233J
70201,2867,CHEMBL399491
70202,2868,Sevelamer
70203,2868,52757-95-6
70204,2868,allylamine; epichlorohydrin
70205,2868,Sevelamer [INN:BAN]
70206,2868,UNII-941N5DUU5C
70207,2868,Sevelamero
70208,2868,Sevelamerum
70209,2868,HSDB 7608
70210,2868,Sevelamer (INN)
70211,2868,Allylamine-epichlorohydrin copolymer
70212,2868,AC1MJ3PE
70213,2868,SCHEMBL726092
70214,2868,"2-Propen-1-amine, polymer with (chloromethyl)oxirane"
70215,2868,941N5DUU5C
70216,2868,CHEMBL1201798
70217,2868,ZNSIZMQNQCNRBW-UHFFFAOYSA-N
70218,2868,DB00658
70219,2868,BC263420
70220,2868,HE032373
70221,2868,HE348813
70222,2868,2-(chloromethyl)oxirane; prop-2-en-1-amine
70223,2868,D08512
70224,2868,"Oxirane, (chloromethyl)-, polymer with 2-propen-1-amine"
70225,2868,2-Propen-1-amine Hydrochloride polymer with 2-(Chloromethyl)oxirane
70226,2868,198342-66-4
70227,2869,chloramphenicol
70228,2869,Chlornitromycin
70229,2869,Chloromycetin
70230,2869,56-75-7
70231,2869,Levomycetin
70232,2869,Chlorocid
70233,2869,Halomycetin
70234,2869,Levomicetina
70235,2869,Alficetyn
70236,2869,Fenicol
70237,2869,Globenicol
70238,2869,Chloroamphenicol
70239,2869,Aquamycetin
70240,2869,Chloramex
70241,2869,Chlorocol
70242,2869,Detreomycin
70243,2869,Oleomycetin
70244,2869,Chloramficin
70245,2869,Chloramfilin
70246,2869,Chloroptic
70247,2869,Cloramicol
70248,2869,D-Chloramphenicol
70249,2869,Embacetin
70250,2869,Enteromycetin
70251,2869,Juvamycetin
70252,2823,(-)-Epigallocatechin gallate
70253,2823,EGCG
70254,2823,Epigallocatechin gallate
70255,2823,989-51-5
70256,2823,Epigallocatechin 3-gallate
70257,2823,Tea catechin
70258,2823,Epigallocatechin-3-gallate
70259,2823,(-)-Epigallocatechin-3-o-gallate
70260,2823,Teavigo
70261,2823,(-)-Epigallocatechol gallate
70262,2823,Epigallocatechin-3-monogallate
70263,2823,Catechin deriv.
70264,2823,UNII-BQM438CTEL
70265,2823,Green tea extract
70266,2823,CCRIS 3729
70267,2823,"(2R,3R)-5,7-Dihydroxy-2-(3,4,5-trihydroxyphenyl)chroman-3-yl 3,4,5-trihydroxybenzoate"
70268,2823,(-)-epigallocatechin 3-gallate
70269,2823,C22H18O11
70270,2823,BQM438CTEL
70271,2823,(-)-EGCG
70272,2823,CHEBI:4806
70273,2823,CHEMBL297453
70274,2823,"(2R,3R)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-3-yl 3,4,5-trihydroxybenzoate"
70275,2823,WMBWREPUVVBILR-WIYYLYMNSA-N
70276,2823,"Epigallocatechol, 3-gallate, (-)-"
70277,2870,DEHYDROABIETIC ACID
70278,2870,(+)-Dehydroabietic acid
70279,2870,Dehydroabietate
70280,2870,"Abieta-8,11,13-trien-18-oic acid"
70281,2870,"Abietic acid, dehydro-"
70282,2870,(-)-Dehydroabietic acid
70283,2870,1740-19-8
70284,2870,"13-Isopropylpodocarpa-8,11,13-trien-15-oic acid"
70285,2870,UNII-0S5XP6S3AU
70286,2870,NSC 2952
70287,2870,CHEBI:29571
70288,2870,EINECS 217-102-8
70289,2870,BRN 2059290
70290,2870,0S5XP6S3AU
70291,2870,NSC2952
70292,2870,"1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-(1-methylethyl)-, (1R,4aS,10aR)-"
70293,2870,"Podocarpa-8,11,13-trien-15-oic acid, 13-isopropyl-"
70294,2870,"abieta-8(14),9(11),12-trien-18-oic acid"
70295,2870,"Isopropyl podocarpa-8,11,13-trien-15-oic acid"
70296,2870,"1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-(1-methylethyl)-, (1R-(1alpha,4abeta,10aalpha))-"
70297,2870,"(1R-(1alpha,4Abeta,10aalpha))-1,2,3,4,4a,9,10,10a-octahydro-7-isopropyl-1,4a-dimethylphenanthren-1-carboxylic acid"
70298,2870,"(1R,4aS,10aR)-1,4a-dimethyl-7-(propan-2-yl)-1,2,3,4,4a,9,10,10a-octahydrophenanthrene-1-carboxylic acid"
70299,2870,PubChem10667
70300,2870,RESIGRAL 52
70301,2870,AC1L3S4I
70302,2871,lactic acid
70303,2871,2-hydroxypropanoic acid
70304,2871,DL-Lactic acid
70305,2871,2-hydroxypropionic acid
70306,2871,50-21-5
70307,2871,Milk acid
70308,2871,lactate
70309,2871,Polylactic acid
70310,2871,Ethylidenelactic acid
70311,2871,Lactovagan
70312,2871,Tonsillosan
70313,2871,Acidum lacticum
70314,2871,Racemic lactic acid
70315,2871,"Propanoic acid, 2-hydroxy-"
70316,2871,Ordinary lactic acid
70317,2871,Milchsaeure
70318,2871,Milchsaure
70319,2871,Kyselina mlecna
70320,2871,DL-Milchsaeure
70321,2871,Lactic acid USP
70322,2871,1-Hydroxyethanecarboxylic acid
70323,2871,Aethylidenmilchsaeure
70324,2871,alpha-Hydroxypropionic acid
70325,2871,Lactic acid (natural)
70326,2871,(+/-)-Lactic acid
70327,2872,Specioside
70328,2872,72514-90-0
70329,2872,CHEMBL2332355
70330,2872,6-O-(p-Coumaroyl)catalpol
70331,2872,C24H28O12
70332,2872,MolPort-005-945-223
70333,2872,BDBM50429455
70334,2872,ZINC67911244
70335,2872,MCULE-9919069241
70336,2872,"beta-D-Glucopyranoside, (1aS,1bS,2S,5aR,6S,6aS)-1a,1b,2,5a,6,6a-hexahydro-1a-(hydroxymethyl)-6-(((2E)-3-(4-hydroxyphenyl)-1-oxo-2-propenyl)oxy)oxireno(4,5)cyclopenta(1,2-c)pyran-2-yl"
70337,2872,NP-008639
70338,2872,W1756
70339,2872,"3-(4-Hydroxyphenyl)propenoic acid (1aS)-1abeta-(hydroxymethyl)-2alpha-(beta-D-glucopyranosyloxy)-1abeta,1balpha,2,5aalpha,6,6abeta-hexahydrooxireno[4,5]cyclopenta[1,2-c]pyran-6alpha-yl ester"
70340,2873,Arctiin
70341,2873,20362-31-6
70342,2873,Arctigenin-4-glucoside
70343,2873,NSC 315527
70344,2873,arctigenin 4'-O-D-glucoside
70345,2873,CHEBI:80793
70346,2873,MFCD00870630
70347,2873,arctiin(8ci)
70348,2873,UNII-TM5RQ949K7
70349,2873,Arctium
70350,2873,CCRIS 8412
70351,2873,Arctiin (8CI)
70352,2873,AC1L2OXG
70353,2873,AC1Q6MJK
70354,2873,Arctiin(NSC 315527)
70355,2873,SCHEMBL381867
70356,2873,CHEMBL388452
70357,2873,MEGxp0_000527
70358,2873,TM5RQ949K7
70359,2873,ACon1_001261
70360,2873,CTK8F0933
70361,2873,MolPort-001-740-689
70362,2873,EBD15003
70363,2873,s4738
70364,2873,ZINC28820378
70365,2874,propyl gallate
70366,2874,121-79-9
70367,2874,"Propyl 3,4,5-trihydroxybenzoate"
70368,2874,N-Propyl gallate
70369,2874,Progallin P
70370,2874,Tenox PG
70371,2874,Nipagallin P
70372,2874,"Gallic acid, propyl ester"
70373,2874,Gallic acid propyl ester
70374,2874,NIPA 49
70375,2874,"n-Propyl 3,4,5-trihydroxybenzoate"
70376,2874,"Benzoic acid, 3,4,5-trihydroxy-, propyl ester"
70377,2874,"3,4,5-Trihydroxybenzene-1-propylcarboxylate"
70378,2874,"3,4,5-Trihydroxybenzoic acid propyl ester"
70379,2874,Propylester kyseliny gallove
70380,2874,"n-Propyl ester of 3,4,5-trihydroxybenzoic acid"
70381,2874,Pro gallin P
70382,2874,Gallic acid n-propyl ester
70383,2874,NSC 2626
70384,2874,"3,4,5-Trihydroxybenzoic acid, propyl ester"
70385,2874,NCI-C505888
70386,2874,"3,4,5-Trihydroxybenzoic acid n-propyl ester"
70387,2874,UNII-8D4SNN7V92
70388,2874,CCRIS 541
70389,2874,Nipanox S 1
70390,2875,L-arginine
70391,2875,arginine
70392,2875,74-79-3
70393,2875,L-(+)-Arginine
70394,2875,L-Arg
70395,2875,(S)-2-Amino-5-guanidinopentanoic acid
70396,2875,L(+)-Arginine
70397,2875,H-Arg-OH
70398,2875,(L)-Arginine
70399,2875,Arginina
70400,2875,"ARGININE, L-"
70401,2875,L-Arginin
70402,2875,Arginine (VAN)
70403,2875,Polyarginine
70404,2875,Argivene
70405,2875,Detoxargin
70406,2875,Levargin
70407,2875,Minophagen A
70408,2875,Argininum [INN-Latin]
70409,2875,Arginina [INN-Spanish]
70410,2875,"L-Ornithine, N5-(aminoiminomethyl)-"
70411,2875,Poly(L-arginine)
70412,2875,Argamine
70413,2875,L-alpha-Amino-delta-guanidinovaleric acid
70414,2875,1-Amino-4-guanidovaleric acid
70415,2876,aurintricarboxylic acid
70416,2876,4431-00-9
70417,2876,Aluminon free acid
70418,2876,Aluminon
70419,2876,NSC 4056
70420,2876,EINECS 224-628-1
70421,2876,BRN 2228904
70422,2876,MLS002153482
70423,2876,CHEBI:87397
70424,2876,"5,5'-(3-Carboxy-4-oxocyclohexa-2,5-dienylidenemethylene)di(salicylic acid)"
70425,2876,MFCD00011663
70426,2876,"Benzoic acid, 5-((3-carboxy-4-hydroxyphenyl)(3-carboxy-4-oxo-2,5-cyclohexadien-1-ylidene)methyl)-2-hydroxy-"
70427,2876,SMR000326731
70428,2876,ST057219
70429,2876,"Benzoic acid, 5-[(3-carboxy-4-hydroxyphenyl)(3-carboxy-4-oxo-2,5-cyclohexadien-1-ylidene)methyl]-2-hydroxy-"
70430,2876,"1,4-Cyclohexadiene-1-carboxylic acid, 3-(bis(3-carboxy-4-hydroxyphenyl)methylene)-6-oxo-"
70431,2876,"1,4-Cyclohexadiene-1-carboxylic acid, 3-[bis(3-carboxy-4-hydroxyphenyl)methylene]-6-oxo-"
70432,2876,"3,3'-[(3-carboxy-4-oxocyclohexa-2,5-dien-1-ylidene)methylene]bis(6-hydroxybenzoic acid)"
70433,2876,"5,5'-((3-Carboxy-4-oxocyclohexa-2,5-dien-1-ylidene)methylene)bis(2-hydroxybenzoic acid)"
70434,2876,"5-[(3-carboxy-4-hydroxyphenyl)(3-carboxy-4-oxocyclohexa-2,5-dienylidene)methyl ]-2-hydroxybenzoic acid"
70435,2876,"5-[(3-carboxy-4-hydroxyphenyl)-(3-carboxy-4-oxocyclohexa-2,5-dien-1-ylidene)methyl]-2-hydroxybenzoic acid"
70436,2876,NSC643698
70437,2876,aurin tricarboxylic acid
70438,2876,"Benzoic acid, 3,3'-((3-carboxy-4-oxo-2,5-cyclohexadien-1-ylidene)methylene)bis(6-hydroxy-"
70439,2876,"Benzoic acid, 3,3'-[(3-carboxy-4-oxo-2,5-cyclohexadien-1-ylidene)methylene]bis[6-hydroxy-"
70440,2877,cinnarizine
70441,2877,Stugeron
70442,2877,298-57-7
70443,2877,Dimitronal
70444,2877,Stutgin
70445,2877,Dimitron
70446,2877,Folcodal
70447,2877,Midronal
70448,2877,Mitronal
70449,2877,Stutgeron
70450,2877,Glanil
70451,2877,Labyrin
70452,2877,Lazeta
70453,2877,Marisan
70454,2877,Toliman
70455,2877,Sepan
70456,2877,Cinarizine
70457,2877,Cinnarizinum
70458,2877,Aplactan
70459,2877,Cinarizina
70460,2877,Cinnageron
70461,2877,Cinazyn
70462,2877,Cinaperazine
70463,2877,Libotasin
70464,2877,Senoger
70465,2878,DAPH
70466,2878,"4,5-dianilinophthalimide"
70467,2878,Cgp 52411
70468,2878,145915-58-8
70469,2878,Cgp-52411
70470,2878,"5,6-Bis(phenylamino)-1H-isoindole-1,3(2H)-dione"
70471,2878,"5,6-dianilino-1h-isoindole-1,3(2h)-dione"
70472,2878,UNII-Z13D008FZ2
70473,2878,CHEMBL268868
70474,2878,CHEBI:53110
70475,2878,Z13D008FZ2
70476,2878,AC1Q6JME
70477,2878,D03QTP
70478,2878,DAPH-1
70479,2878,SCHEMBL11017
70480,2878,"4,5-Bis(anilino)phthalimide"
70481,2878,"4,5-bis-(anilino)phthalimide"
70482,2878,"1H-Isoindole-1,3(2H)-dione, 5,6-bis(phenylamino)-"
70483,2878,AC1L1C19
70484,2878,ZINC6094
70485,2878,DTXSID4040393
70486,2878,CTK8D4606
70487,2878,AAALVYBICLMAMA-UHFFFAOYSA-N
70488,2878,MolPort-021-804-944
70489,2878,BCPP000288
70490,2879,Doxazosin mesylate
70491,2879,77883-43-3
70492,2879,Cardura
70493,2879,Carduran
70494,2879,Cardular
70495,2879,Cardura XL
70496,2879,Cardenalin
70497,2879,Dedralen
70498,2879,Diblocin
70499,2879,Doxazomerck
70500,2879,Progandol
70501,2879,Tensiobas
70502,2879,Doxazosin AZU
70503,2879,Prostadilat
70504,2879,Alfadil
70505,2879,Cardoral
70506,2879,Cardoxan
70507,2879,Doksura
70508,2879,Doxaben
70509,2879,Doxolbran
70510,2879,Kaltensif
70511,2879,Normathen
70512,2879,Supressin
70513,2879,Tonocardin
70514,2879,Benur
70515,2880,guanfacine hydrochloride
70516,2880,GUANFACINE HCL
70517,2880,Tenex
70518,2880,29110-48-3
70519,2880,Estulic
70520,2880,Intuniv
70521,2880,Guanfacine (hydrochloride)
70522,2880,"N-Carbamimidoyl-2-(2,6-dichlorophenyl)acetamide hydrochloride"
70523,2880,Guanfacin hydrochloride
70524,2880,29520-14-7
70525,2880,Connexyn
70526,2880,"N-Amidino-2-(2,6-dichlorophenyl)acetamide hydrochloride"
70527,2880,LON 798
70528,2880,BS 100-141
70529,2880,UNII-PML56A160O
70530,2880,"N-(Aminoiminomethyl)-2,6-dichlorobenzeneacetamide hydrochloride"
70531,2880,Tenex (TN)
70532,2880,"N-Amidino-2-(2,6-dichlorophenyl)acetamide monohydrochloride"
70533,2880,EINECS 249-443-3
70534,2880,Guanfacine hydrochloride [USAN:JAN]
70535,2880,SPD 503
70536,2880,MLS000069745
70537,2880,PML56A160O
70538,2880,BS-100-141
70539,2880,"N-(Aminoiminomethyl)-2,6-dichlorophenylacetamide monohydrochloride"
70540,2881,hexahydrosiladifenidol
70541,2881,Hhsi-difenidol
70542,2881,HHSiD
70543,2881,Hexahydro-sila-diphenidol
70544,2881,98299-40-2
70545,2881,GNF-Pf-5565
70546,2881,cyclohexyl(phenyl)[3-(piperidin-1-yl)propyl]silanol
70547,2881,cyclohexyl-hydroxy-phenyl-(3-piperidin-1-ylpropyl)silane
70548,2881,"Silanol, cyclohexylphenyl(3-(1-piperidinyl)propyl)-"
70549,2881,hexahydrosiladiphenidol
70550,2881,C20H33NOSi
70551,2881,AC1L1GAQ
70552,2881,D07LDP
70553,2881,AC1Q59YI
70554,2881,GTPL310
70555,2881,Bio-0768
70556,2881,CHEMBL3545990
70557,2881,BDBM81799
70558,2881,CTK5H9810
70559,2881,MolPort-002-586-096
70560,2881,NSC_3602
70561,2881,PDSP1_000646
70562,2881,PDSP2_000641
70563,2881,STK549888
70564,2881,AKOS001683522
70565,2882,nadide
70566,2882,NAD+
70567,2882,coenzyme I
70568,2882,53-84-9
70569,2882,beta-NAD
70570,2882,beta-NAD+
70571,2882,diphosphopyridine nucleotide
70572,2882,beta-nicotinamide adenine dinucleotide
70573,2882,Enzopride
70574,2882,nicotinamide adenine dinucleotide
70575,2882,Codehydrase I
70576,2882,Cozymase I
70577,2882,Codehydrogenase I
70578,2882,beta-Diphosphopyridine nucleotide
70579,2882,CO-1
70580,2882,CO-I
70581,2882,NAD
70582,2882,Nadidum [INN-Latin]
70583,2882,Nadida [INN-Spanish]
70584,2882,beta-DPN
70585,2882,"Pyridine, nucleotide diphosphate"
70586,2882,Nicotinamide-adenine dinucleotide
70587,2882,NAD zwitterion
70588,2882,COZYMASE
70589,2882,Nicotinamide dinucleotide
70590,2883,"1,2,3,4-Naphthalenetetrone"
70591,2883,Oxoline
70592,2883,Oksolin
70593,2883,30266-58-1
70594,2883,"naphthalene-1,2,3,4-tetrone"
70595,2883,"naphthalene-1,2,3,4-tetraone"
70596,2883,Tetraoxotetrahydronaphthalene dihydrate
70597,2883,"1,2,3,4-TETRAOXO-1,2,3,4-TETRAHYDRONAPHTHALENEDIHYDRATE"
70598,2883,UNII-M9FIQ15Q9N
70599,2883,oxolin
70600,2883,"1,2,3,4-TETRAOXO-1,2,3,4-TETRAHYDRONAPHTHALENE DIHYDRATE"
70601,2883,AC1Q6JAG
70602,2883,M9FIQ15Q9N
70603,2883,ARONIS24204
70604,2883,SCHEMBL6050558
70605,2883,CHEBI:78854
70606,2883,CTK0H6921
70607,2883,BBC/349
70608,2883,DTXSID00184354
70609,2883,MolPort-000-929-118
70610,2883,AC1L5373
70611,2883,KS-000046YR
70612,2883,ZINC1510094
70613,2883,ZX-AS004559
70614,2883,SBB080684
70615,2884,Plumbagin
70616,2884,481-42-5
70617,2884,Plumbagine
70618,2884,"5-Hydroxy-2-methyl-1,4-naphthoquinone"
70619,2884,Plumbaein
70620,2884,Plumbagone
70621,2884,2-Methyljuglone
70622,2884,"5-hydroxy-2-methylnaphthalene-1,4-dione"
70623,2884,"5-Hydroxy-2-methyl-[1,4]naphthoquinone"
70624,2884,"5-Hydroxy-2-methyl-1,4-naphthalenedione"
70625,2884,"2-Methyl-5-hydroxy-1,4-naphthoquinone"
70626,2884,"1,4-Naphthalenedione, 5-hydroxy-2-methyl-"
70627,2884,NSC 236613
70628,2884,NSC 688284
70629,2884,CCRIS 6671
70630,2884,EINECS 207-569-6
70631,2884,BRN 1870475
70632,2884,AI3-38055
70633,2884,CHEBI:8273
70634,2884,CHEMBL295316
70635,2884,VCMMXZQDRFWYSE-UHFFFAOYSA-N
70636,2884,"1,4-NAPHTHOQUINONE, 5-HYDROXY-2-METHYL-"
70637,2884,MFCD00001682
70638,2884,NSC236613
70639,2884,NSC688284
70640,2885,vinpocetine
70641,2885,42971-09-5
70642,2885,Cavinton
70643,2885,Ceractin
70644,2885,Apovincaminic acid ethyl ester
70645,2885,Ethyl apovincamin-22-oate
70646,2885,TCV-3B
70647,2885,Ethyl (+)-apovincaminate
70648,2885,Vinpocetinum
70649,2885,Bravinton
70650,2885,Vinpocetinum [INN-Latin]
70651,2885,cis-Apovincaminic acid ethyl ester
70652,2885,RGH 4405
70653,2885,RGH-4405
70654,2885,(+)-Apovincaminic acid ethyl ester
70655,2885,Ethyl (+)-cis-apovincaminate
70656,2885,Apovincaminate d'ethyle
70657,2885,(+)-cis-Apovincaminic acid ethyl ester
70658,2885,Apovincaminate d'ethyle [French]
70659,2885,Ultra-Vinca
70660,2885,"AY 27,255"
70661,2885,UNII-543512OBTC
70662,2885,"3-alpha,16-alpha-Apovincaminic acid ethyl ester"
70663,2885,Vinpocetine [USAN:INN:JAN]
70664,2885,Eburnamenine-14-carboxylic acid ethyl ester
70665,2886,DIBROMOACETIC ACID
70666,2886,"2,2-dibromoacetic acid"
70667,2886,631-64-1
70668,2886,"Acetic acid, dibromo-"
70669,2886,Dibromoacetate
70670,2886,"2,2-dibromoethanoic acid"
70671,2886,UNII-7FUW62YY5L
70672,2886,Dibromoethanoic acid
70673,2886,DBAA
70674,2886,CCRIS 7636
70675,2886,EINECS 211-165-5
70676,2886,7FUW62YY5L
70677,2886,"Acetic acid, 2,2-dibromo-"
70678,2886,CHEBI:90124
70679,2886,SIEILFNCEFEENQ-UHFFFAOYSA-N
70680,2886,DSSTox_CID_3815
70681,2886,DSSTox_RID_77196
70682,2886,DSSTox_GSID_23815
70683,2886,10024-50-7
70684,2886,CAS-631-64-1
70685,2886,C2H2Br2O2
70686,2886,HSDB 7622
70687,2886,"Dibromoacetic acid, 97%"
70688,2886,AC1L1ZL3
70689,2886,MLS001065597
70690,2887,SODIUM BUTYRATE
70691,2887,156-54-7
70692,2887,Sodium butanoate
70693,2887,Butyric acid sodium salt
70694,2887,"Butanoic acid, sodium salt"
70695,2887,Butyrate sodium
70696,2887,"Butyric acid, sodium salt"
70697,2887,Sodium n-butyrate
70698,2887,Sodium propanecarboxylate
70699,2887,"Butyric Acid, Na"
70700,2887,"Butanoic acid, sodium salt (1:1)"
70701,2887,UNII-8RAS91C36W
70702,2887,CCRIS 7068
70703,2887,HSDB 5655
70704,2887,Sodium butyrate (USP)
70705,2887,Sodium butyrate [USP]
70706,2887,TPA/BA
70707,2887,EINECS 205-857-6
70708,2887,OR8783
70709,2887,NSC 174280
70710,2887,CHEBI:64103
70711,2887,MFCD00002816
70712,2887,Tetradecanoyl phorbol acetate/ sodium butyrate
70713,2887,tetradecanoyl phorbol acetate (TPA)/ sodium butyrate (BA)
70714,2887,CHEMBL62381
70715,2888,Fasudil
70716,2888,103745-39-7
70717,2888,HA1077
70718,2888,HA 1077
70719,2888,ha-1077
70720,2888,Fasudil [INN]
70721,2888,"5-(1,4-diazepane-1-sulfonyl)isoquinoline"
70722,2888,AT 877
70723,2888,Fasudilum [INN-Latin]
70724,2888,1-(5-Isoquinolinesulfonyl)homopiperazine
70725,2888,UNII-Q0CH43PGXS
70726,2888,AT-877
70727,2888,"1H-1,4-Diazepine, hexahydro-1-(5-isoquinolinylsulfonyl)-"
70728,2888,"5-(1,4-diazepan-1-ylsulfonyl)isoquinoline"
70729,2888,AT877
70730,2888,(5-ISOQUINOLINESULFONYL)HOMOPIPERAZINE
70731,2888,Q0CH43PGXS
70732,2888,CHEMBL38380
70733,2888,"Hexahydro-1-(5-isoquinolinylsulfonyl)-1H-1,4-diazepine"
70734,2888,"5-(1,4-DIAZEPAN-1-SULFONYL)ISOQUINOLINE"
70735,2888,Fasudil (INN)
70736,2888,"5-((1,4-diazepan-1-yl)sulfonyl)isoquinoline"
70737,2888,fasudil HCl semihydrate
70738,2888,"Hexahydro-1-(5-isoquinolylsulfonyl)-1H-1,4-diazepine"
70739,2888,BRD7868
70740,2889,sesamin
70741,2889,Fagarol
70742,2889,Sezamin
70743,2889,607-80-7
70744,2889,Asarinin
70745,2889,pseudocubebin
70746,2889,Episesamin
70747,2889,(+)-Sesamin
70748,2889,"Sesamin, (+/-)-"
70749,2889,D-(+)-Sesamin
70750,2889,UNII-S7946O4P76
70751,2889,NSC 36403
70752,2889,l-sesamin
70753,2889,AI3-00811
70754,2889,CHEBI:66470
70755,2889,C20H18O6
70756,2889,MFCD00216134
70757,2889,81602-22-4
70758,2889,(+)-Segamin
70759,2889,"1,3-Benzodioxole, 5,5'-(tetrahydro-1H,3H-furo(3,4-c)furan-1,4-diyl)bis-, (1S-(1alpha,3a alpha,4alpha,6a alpha))-"
70760,2889,"5-[(3S,3aR,6S,6aR)-3-(1,3-benzodioxol-5-yl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]-1,3-benzodioxole"
70761,2889,SMR000445559
70762,2889,(+/-)-Sesamin
70763,2889,Sesamin dl-form [MI]
70764,2889,Sesamin (Fagarol)
70765,3098,BTCP hydrochloride
70766,3098,EU-0100226
70767,3098,CHEMBL1255586
70768,3098,Tox21_500226
70769,3098,CCG-221530
70770,3098,LP00226
70771,3098,NCGC00093694-01
70772,3098,NCGC00260911-01
70773,3098,B-138
70774,3098,N-[1-(Benzo[b]thien-2-yl-cyclohexyl)]piperidine hydrochloride
70775,3098,1-[1-(2-benzo[b]thiopheneyl)cyclohexyl]piperidine hydrochloride
70776,2890,Fucoxanthin
70777,2890,3351-86-8
70778,2890,all-trans-Fucoxanthin
70779,2890,UNII-06O0TC0VSM
70780,2890,CCRIS 4055
70781,2890,BRN 0073179
70782,2890,06O0TC0VSM
70783,2890,"(3'S,5'R,6'R)-3'-acetoxy-5,6-epoxy-3,5'-dihydroxy-6',7'-didehydro-5,6,7,8,5',6'-hexahydro-beta,beta-caroten-8-one"
70784,2890,"(3S,3'S,5R,5'R,6S,6'R)-3'-(acetyloxy)-6',7'-didehydro-5,6-epoxy-5,5',6,6',7,8-hexahydro-3,5'-dihydroxy-8-oxo-beta,beta-carotene"
70785,2890,"(3S,5R,6S,3'S,5'R,6'R)-3,5'-dihydroxy-8-oxo-6',7'-didehydro-5,6-epoxy-5,6,7,8,5',6'-hexahydro-beta,beta-caroten-3'-yl acetate"
70786,2890,"beta,beta-Carotene, 3'-(acetyloxy)-6',7'-didehydro-5,6-epoxy-5,5',6,6',7,8-hexahydro-3,5'-dihydroxy-8-oxo-, (3S,3'S,5R,5'R,6S,6'R)-"
70787,2890,cis-Fucoxanthin
70788,2890,C42H58O6
70789,2890,Beta-sitosterol 45%
70790,2890,FucoxanthinDISCONTINUED
70791,2890,AC1NQY90
70792,2890,SCHEMBL37284
70793,2890,5-18-04-00673 (Beilstein Handbook Reference)
70794,2890,MLS000728353
70795,2890,CHEBI:5186
70796,2890,"Fucoxanthin, analytical standard"
70797,2890,CHEMBL1575074
70798,2890,SJWWTRQNNRNTPU-ABBNZJFMSA-
70799,2890,Fucoxanthin carotenoid antioxidant
70800,2890,MolPort-009-019-590
70801,2891,L-glutamic acid
70802,2891,56-86-0
70803,2891,GLUTAMIC ACID
70804,2891,(2S)-2-Aminopentanedioic acid
70805,2891,(S)-2-Aminopentanedioic acid
70806,2891,Glutaminol
70807,2891,H-Glu-OH
70808,2891,L-Glutaminic acid
70809,2891,glutacid
70810,2891,Glutamicol
70811,2891,Glutamidex
70812,2891,Aciglut
70813,2891,Glusate
70814,2891,Glutaton
70815,2891,glutaminic acid
70816,2891,L-glutamate
70817,2891,L-glu
70818,2891,D-Glutamiensuur
70819,2891,(S)-Glutamic acid
70820,2891,Acidum glutamicum
70821,2891,Poly-L-glutamate
70822,2891,alpha-aminoglutaric acid
70823,2891,L-(+)-glutamic acid
70824,2891,POLYGLUTAMIC ACID
70825,2891,Acido glutamico
70826,2892,L-Theanine
70827,2892,3081-61-6
70828,2892,Theanine
70829,2892,Theanin
70830,2892,(S)-2-Amino-5-(ethylamino)-5-oxopentanoic acid
70831,2892,N-Ethyl-L-glutamine
70832,2892,Suntheanine
70833,2892,N5-Ethyl-L-glutamine
70834,2892,N(5)-ethyl-L-glutamine
70835,2892,L- Theanine
70836,2892,UNII-8021PR16QO
70837,2892,CCRIS 7326
70838,2892,EINECS 221-379-0
70839,2892,NSC 21308
70840,2892,(2S)-2-amino-5-(ethylamino)-5-oxopentanoic acid
70841,2892,CHEBI:17394
70842,2892,DATAGRPVKZEWHA-YFKPBYRVSA-N
70843,2892,AK-87931
70844,2892,L-gamma-Glutamylethylamide
70845,2892,N-gamma-Ethyl-L-glutamine
70846,2892,gamma-glutamylethylamide
70847,2892,Q-201330
70848,2892,delta-glutamylethylamide
70849,2892,PubChem13022
70850,2892,"Theanine, (D)-isomer"
70851,2893,malate
70852,2893,2-hydroxybutanedioate
70853,2893,Hydroxybutanedioate
70854,2893,149-61-1
70855,2893,Hydroxysuccinate
70856,2893,malate dianion
70857,2893,CHEMBL182856
70858,2893,"Malate, L-"
70859,2893,malate anion
70860,2893,3-hydroxysuccinate
70861,2893,Sodium; L-Malate
70862,2893,malate(2-)
70863,2893,"Butanedioic acid, hydroxy-, ion(2)-"
