id,compound_id,side_effect,probability,pertid
3833,2779,Dyspnoea,0.54,BRD-K37312348
3834,2779,Thrombocytopenia,0.53,BRD-K37312348
3835,2779,Arthralgia,0.53,BRD-K37312348
3836,2779,Hypotension,0.53,BRD-K37312348
3837,2779,Erythema,0.51,BRD-K37312348
3838,2779,Confusional state,0.51,BRD-K37312348
3839,2779,Tachycardia,0.5,BRD-K37312348
3840,2779,Asthenia,0.5,BRD-K37312348
3841,3670,Vomiting,0.86,BRD-K38251852
3842,3670,Nausea,0.83,BRD-K38251852
3843,3670,Dizziness,0.8,BRD-K38251852
3844,3670,Rash,0.8,BRD-K38251852
3845,3670,Headache,0.77,BRD-K38251852
3846,3670,Abdominal pain,0.74,BRD-K38251852
3847,3670,Pain,0.7,BRD-K38251852
3848,3670,Body temperature increased,0.68,BRD-K38251852
3849,3670,Hypersensitivity,0.67,BRD-K38251852
3850,3670,Pruritus,0.65,BRD-K38251852
3851,3670,Diarrhoea,0.64,BRD-K38251852
3852,3670,Oedema,0.64,BRD-K38251852
3853,3670,Anxiety,0.6,BRD-K38251852
3854,3670,Asthenia,0.59,BRD-K38251852
3855,3670,Myalgia,0.58,BRD-K38251852
3856,3670,Constipation,0.58,BRD-K38251852
3857,3670,Urticaria,0.57,BRD-K38251852
3858,3670,Dyspnoea,0.57,BRD-K38251852
3859,3670,Hyperhidrosis,0.56,BRD-K38251852
3860,3670,Fatigue,0.56,BRD-K38251852
3861,3670,Malaise,0.56,BRD-K38251852
3862,3670,Paraesthesia,0.55,BRD-K38251852
3863,3670,Confusional state,0.55,BRD-K38251852
3864,3670,Arthralgia,0.55,BRD-K38251852
3865,3670,Insomnia,0.55,BRD-K38251852
3866,3670,Tachycardia,0.53,BRD-K38251852
3867,3670,Nervousness,0.53,BRD-K38251852
3868,3670,Hepatitis,0.52,BRD-K38251852
3869,3670,Abdominal distension,0.52,BRD-K38251852
3870,3670,Decreased appetite,0.52,BRD-K38251852
3871,3670,Infection,0.52,BRD-K38251852
3872,3670,Palpitations,0.52,BRD-K38251852
3873,3670,Influenza,0.5,BRD-K38251852
3874,2731,Rash,0.94,BRD-K38903228
3875,2731,Nausea,0.86,BRD-K38903228
3876,2731,Vomiting,0.78,BRD-K38903228
3877,2731,Headache,0.78,BRD-K38903228
3878,2731,Pain,0.74,BRD-K38903228
3879,2731,Pruritus,0.68,BRD-K38903228
3880,2731,Dyspepsia,0.67,BRD-K38903228
3881,2731,Oedema,0.66,BRD-K38903228
3882,2731,Body temperature increased,0.63,BRD-K38903228
3883,2731,Insomnia,0.6,BRD-K38903228
3884,2731,Dyspnoea,0.59,BRD-K38903228
3885,2731,Dizziness,0.58,BRD-K38903228
3886,2731,Erythema,0.58,BRD-K38903228
3887,2731,Anaemia,0.58,BRD-K38903228
3888,2731,Fatigue,0.54,BRD-K38903228
3889,2731,Diarrhoea,0.53,BRD-K38903228
3890,2731,Constipation,0.53,BRD-K38903228
3891,2731,Malaise,0.53,BRD-K38903228
3892,2731,Abdominal pain,0.52,BRD-K38903228
3893,3200,Nausea,0.92,BRD-K40175214
3894,3200,Rash,0.89,BRD-K40175214
3895,3200,Vomiting,0.84,BRD-K40175214
3896,3200,Oedema,0.81,BRD-K40175214
3897,3200,Headache,0.78,BRD-K40175214
3898,3200,Dizziness,0.75,BRD-K40175214
3899,3200,Hyperhidrosis,0.74,BRD-K40175214
3900,3200,Body temperature increased,0.71,BRD-K40175214
3901,3200,Urticaria,0.71,BRD-K40175214
3902,3200,Erythema,0.7,BRD-K40175214
3903,3200,Asthenia,0.7,BRD-K40175214
3904,3200,Myalgia,0.7,BRD-K40175214
3905,3200,Diarrhoea,0.7,BRD-K40175214
3906,3200,Pruritus,0.69,BRD-K40175214
3907,3200,Pain,0.68,BRD-K40175214
3908,3200,Constipation,0.68,BRD-K40175214
3909,3200,Hypersensitivity,0.68,BRD-K40175214
3910,3200,Somnolence,0.66,BRD-K40175214
3911,3200,Infection,0.66,BRD-K40175214
3912,3200,Anaemia,0.65,BRD-K40175214
3913,3200,Fatigue,0.65,BRD-K40175214
3914,3200,Paraesthesia,0.62,BRD-K40175214
3915,3200,Abdominal pain,0.62,BRD-K40175214
3916,3200,Insomnia,0.6,BRD-K40175214
3917,3200,Convulsion,0.6,BRD-K40175214
3918,3200,Vertigo,0.59,BRD-K40175214
3919,3200,Decreased appetite,0.59,BRD-K40175214
3920,3200,Alopecia,0.58,BRD-K40175214
3921,3200,Hepatitis,0.56,BRD-K40175214
3922,3200,Dyspepsia,0.53,BRD-K40175214
3923,3200,Dyspnoea,0.53,BRD-K40175214
3924,3200,Confusional state,0.52,BRD-K40175214
3925,3200,Acne,0.52,BRD-K40175214
3926,3200,Angioedema,0.52,BRD-K40175214
3927,3200,Muscle spasms,0.51,BRD-K40175214
3928,3200,Nervous system disorder,0.51,BRD-K40175214
3929,3200,Thrombocytopenia,0.5,BRD-K40175214
3930,2849,Headache,0.88,BRD-K40255344
3931,2849,Nausea,0.85,BRD-K40255344
3932,2849,Rash,0.84,BRD-K40255344
3933,2849,Pain,0.8,BRD-K40255344
3934,2849,Vomiting,0.78,BRD-K40255344
3935,2849,Dizziness,0.69,BRD-K40255344
3936,2849,Urticaria,0.67,BRD-K40255344
3937,2849,Anaemia,0.64,BRD-K40255344
3938,2849,Pruritus,0.63,BRD-K40255344
3939,2849,Diarrhoea,0.61,BRD-K40255344
3940,2849,Fatigue,0.6,BRD-K40255344
3941,2849,Hypersensitivity,0.6,BRD-K40255344
3942,2849,Malaise,0.59,BRD-K40255344
3943,2849,Body temperature increased,0.56,BRD-K40255344
3944,2849,Erythema,0.56,BRD-K40255344
3945,2849,Asthenia,0.55,BRD-K40255344
3946,2849,Mucosal inflammation,0.55,BRD-K40255344
3947,2849,Dyspnoea,0.55,BRD-K40255344
3948,2849,Neuropathy peripheral,0.5,BRD-K40255344
3949,2686,Dizziness,0.78,BRD-K40438880
3950,2686,Nausea,0.77,BRD-K40438880
3951,2686,Vomiting,0.73,BRD-K40438880
3952,2686,Headache,0.72,BRD-K40438880
3953,2686,Somnolence,0.7,BRD-K40438880
3954,2686,Urticaria,0.69,BRD-K40438880
3955,2686,Pain,0.66,BRD-K40438880
3956,2686,Oedema,0.66,BRD-K40438880
3957,2686,Insomnia,0.66,BRD-K40438880
3958,2686,Pruritus,0.64,BRD-K40438880
3959,2686,Diarrhoea,0.64,BRD-K40438880
3960,2686,Rash,0.63,BRD-K40438880
3961,2686,Paraesthesia,0.62,BRD-K40438880
3962,2686,Anxiety,0.61,BRD-K40438880
3963,2686,Myalgia,0.61,BRD-K40438880
3964,2686,Confusional state,0.58,BRD-K40438880
3965,2686,Dyspepsia,0.58,BRD-K40438880
3966,2686,Body temperature increased,0.57,BRD-K40438880
3967,2686,Hypotension,0.57,BRD-K40438880
3968,2686,Dry mouth,0.56,BRD-K40438880
3969,2686,Muscle spasms,0.54,BRD-K40438880
3970,2686,Tremor,0.54,BRD-K40438880
3971,2686,Hypersensitivity,0.53,BRD-K40438880
3972,2686,Hepatitis,0.52,BRD-K40438880
3973,2686,Orthostatic hypotension,0.51,BRD-K40438880
3974,2686,Tinnitus,0.5,BRD-K40438880
3975,2736,Pruritus,0.93,BRD-K41260949
3976,2736,Nausea,0.93,BRD-K41260949
3977,2736,Rash,0.93,BRD-K41260949
3978,2736,Dizziness,0.92,BRD-K41260949
3979,2736,Pain,0.91,BRD-K41260949
3980,2736,Dyspnoea,0.9,BRD-K41260949
3981,2736,Erythema,0.89,BRD-K41260949
3982,2736,Constipation,0.89,BRD-K41260949
3983,2736,Oedema,0.89,BRD-K41260949
3984,2736,Asthenia,0.88,BRD-K41260949
3985,2736,Insomnia,0.88,BRD-K41260949
3986,2736,Diarrhoea,0.87,BRD-K41260949
3987,2736,Hypotension,0.87,BRD-K41260949
3988,2736,Dry mouth,0.85,BRD-K41260949
3989,2736,Alopecia,0.85,BRD-K41260949
3990,2736,Body temperature increased,0.85,BRD-K41260949
3991,2736,Vomiting,0.85,BRD-K41260949
3992,2736,Dyspepsia,0.85,BRD-K41260949
3993,2736,Abdominal pain,0.84,BRD-K41260949
3994,2736,Tinnitus,0.84,BRD-K41260949
3995,2736,Somnolence,0.84,BRD-K41260949
3996,2736,Confusional state,0.84,BRD-K41260949
3997,2736,Anaemia,0.84,BRD-K41260949
3998,2736,Palpitations,0.84,BRD-K41260949
3999,2736,Paraesthesia,0.83,BRD-K41260949
4000,2736,Hyperhidrosis,0.83,BRD-K41260949
4001,2736,Muscle spasms,0.83,BRD-K41260949
4002,2736,Hypersensitivity,0.83,BRD-K41260949
4003,2736,Decreased appetite,0.82,BRD-K41260949
4004,2736,Gastritis,0.82,BRD-K41260949
4005,2736,Chest pain,0.82,BRD-K41260949
4006,2736,Thrombocytopenia,0.81,BRD-K41260949
4007,2736,Weight increased,0.81,BRD-K41260949
4008,2736,Leukopenia,0.81,BRD-K41260949
4009,2736,Flatulence,0.8,BRD-K41260949
4010,2736,Infection,0.8,BRD-K41260949
4011,2736,Haemorrhage,0.8,BRD-K41260949
4012,2736,Arrhythmia,0.79,BRD-K41260949
4013,2736,Euphoric mood,0.79,BRD-K41260949
4014,2736,Vertigo,0.79,BRD-K41260949
4015,2736,Visual impairment,0.79,BRD-K41260949
4016,2736,Hallucination,0.79,BRD-K41260949
4017,2736,Oedema peripheral,0.78,BRD-K41260949
4018,2736,Back pain,0.78,BRD-K41260949
4019,2736,Cough,0.78,BRD-K41260949
4020,2736,Myalgia,0.78,BRD-K41260949
4021,2736,Pharyngitis,0.78,BRD-K41260949
4022,2736,Chills,0.78,BRD-K41260949
4023,2736,Dysuria,0.78,BRD-K41260949
4024,2736,Nervousness,0.78,BRD-K41260949
4025,2736,Malaise,0.78,BRD-K41260949
4026,2736,Hepatitis,0.77,BRD-K41260949
4027,2736,Pancreatitis,0.77,BRD-K41260949
4028,2736,Tachycardia,0.77,BRD-K41260949
4029,2736,Anxiety,0.77,BRD-K41260949
4030,2736,Arthralgia,0.77,BRD-K41260949
4031,2736,Eye pain,0.77,BRD-K41260949
4032,2736,Influenza,0.77,BRD-K41260949
4033,2736,Mood swings,0.77,BRD-K41260949
4034,2736,Pneumonia,0.77,BRD-K41260949
4035,2736,Hypertension,0.77,BRD-K41260949
4036,2736,Amnesia,0.77,BRD-K41260949
4037,2736,Dysgeusia,0.77,BRD-K41260949
4038,2736,Hypertrophy,0.76,BRD-K41260949
4039,2736,Lymphadenopathy,0.76,BRD-K41260949
4040,2736,Jaundice,0.76,BRD-K41260949
4041,2736,Renal failure,0.76,BRD-K41260949
4042,2736,Weight decreased,0.76,BRD-K41260949
4043,2736,Sinusitis,0.76,BRD-K41260949
4044,2736,Tremor,0.76,BRD-K41260949
4045,2736,Necrosis,0.76,BRD-K41260949
4046,2736,Muscular weakness,0.76,BRD-K41260949
4047,2736,Bronchitis,0.75,BRD-K41260949
4048,2736,Ulcer,0.75,BRD-K41260949
4049,2736,Hypoaesthesia,0.75,BRD-K41260949
4050,2736,Sleep disorder,0.75,BRD-K41260949
4051,2736,Increased appetite,0.75,BRD-K41260949
4052,2736,Agranulocytosis,0.75,BRD-K41260949
4053,2736,Conjunctivitis,0.75,BRD-K41260949
4054,2736,Diplopia,0.75,BRD-K41260949
4055,2736,Face oedema,0.75,BRD-K41260949
4056,2736,Incontinence,0.74,BRD-K41260949
4057,2736,Bradycardia,0.74,BRD-K41260949
4058,2736,Urinary incontinence,0.74,BRD-K41260949
4059,2736,Rhinitis,0.74,BRD-K41260949
4060,2736,Metrorrhagia,0.74,BRD-K41260949
4061,2736,Dysphagia,0.74,BRD-K41260949
4062,2736,Eye disorder,0.74,BRD-K41260949
4063,2736,Breast enlargement,0.74,BRD-K41260949
4064,2736,Urinary tract infection,0.73,BRD-K41260949
4065,2736,Dry skin,0.73,BRD-K41260949
4066,2736,Ataxia,0.73,BRD-K41260949
4067,2736,Epistaxis,0.73,BRD-K41260949
4068,2736,Gastrointestinal disorder,0.73,BRD-K41260949
4069,2736,Anaphylactic shock,0.73,BRD-K41260949
4070,2736,Hypertonia,0.73,BRD-K41260949
4071,2736,Haematoma,0.73,BRD-K41260949
4072,2736,Erythema multiforme,0.73,BRD-K41260949
4073,2736,Vision blurred,0.73,BRD-K41260949
4074,2736,Toxic epidermal necrolysis,0.73,BRD-K41260949
4075,2736,Swelling,0.72,BRD-K41260949
4076,2736,Hepatic failure,0.72,BRD-K41260949
4077,2736,Orthostatic hypotension,0.72,BRD-K41260949
4078,2736,Eructation,0.72,BRD-K41260949
4079,2736,Mouth ulceration,0.72,BRD-K41260949
4080,2736,Pollakiuria,0.71,BRD-K41260949
4081,2736,Ecchymosis,0.71,BRD-K41260949
4082,2736,Amenorrhoea,0.71,BRD-K41260949
4083,2736,Gastroenteritis,0.71,BRD-K41260949
4084,2736,Ear pain,0.71,BRD-K41260949
4085,2736,Vaginal haemorrhage,0.71,BRD-K41260949
4086,2736,Agitation,0.71,BRD-K41260949
4087,2736,Thinking abnormal,0.71,BRD-K41260949
4088,2736,Psychotic disorder,0.71,BRD-K41260949
4089,2736,Gait disturbance,0.71,BRD-K41260949
4090,2736,Hypokinesia,0.71,BRD-K41260949
4091,2736,Liver disorder,0.7,BRD-K41260949
4092,2736,Coma,0.7,BRD-K41260949
4093,2736,Otitis media,0.7,BRD-K41260949
4094,2736,Hiccups,0.7,BRD-K41260949
4095,2736,Vasculitis,0.7,BRD-K41260949
4096,2736,Eosinophilia,0.7,BRD-K41260949
4097,2736,Hearing impaired,0.7,BRD-K41260949
4098,2736,Systemic lupus erythematosus,0.7,BRD-K41260949
4099,2736,Dry eye,0.7,BRD-K41260949
4100,2736,Sedation,0.7,BRD-K41260949
4101,2736,Dysmenorrhoea,0.7,BRD-K41260949
4102,2736,Menstrual disorder,0.69,BRD-K41260949
4103,2736,Inappropriate antidiuretic hormone secretion,0.69,BRD-K41260949
4104,2736,Nystagmus,0.69,BRD-K41260949
4105,2736,Ear infection,0.69,BRD-K41260949
4106,2736,Arthropathy,0.69,BRD-K41260949
4107,2736,Abnormal dreams,0.69,BRD-K41260949
4108,2736,Cystitis,0.69,BRD-K41260949
4109,2736,Stomatitis,0.69,BRD-K41260949
4110,2736,Body temperature decreased,0.69,BRD-K41260949
4111,2736,Abscess,0.69,BRD-K41260949
4112,2736,Petechiae,0.69,BRD-K41260949
4113,2736,Fungal infection,0.69,BRD-K41260949
4114,2736,Galactorrhoea,0.69,BRD-K41260949
4115,2736,Dyskinesia,0.69,BRD-K41260949
4116,2736,Hyponatraemia,0.69,BRD-K41260949
4117,2736,Aspartate aminotransferase increased,0.69,BRD-K41260949
4118,2736,Neoplasm,0.68,BRD-K41260949
4119,2736,Muscle twitching,0.68,BRD-K41260949
4120,2736,Glossitis,0.68,BRD-K41260949
4121,2736,Atrioventricular block,0.68,BRD-K41260949
4122,2736,Haematemesis,0.68,BRD-K41260949
4123,2736,Death,0.68,BRD-K41260949
4124,2736,Aplastic anaemia,0.68,BRD-K41260949
4125,2736,Speech disorder,0.68,BRD-K41260949
4126,2736,Photosensitivity reaction,0.68,BRD-K41260949
4127,2736,Breast feeding,0.68,BRD-K41260949
4128,2736,Abdominal pain upper,0.68,BRD-K41260949
4129,2736,Coordination abnormal,0.68,BRD-K41260949
4130,2736,Bone pain,0.68,BRD-K41260949
4131,2736,Neck pain,0.68,BRD-K41260949
4132,2736,Inflammation,0.68,BRD-K41260949
4133,2736,Catatonia,0.67,BRD-K41260949
4134,2736,Deafness,0.67,BRD-K41260949
4135,2736,Rash maculo-papular,0.67,BRD-K41260949
4136,2736,Alanine aminotransferase increased,0.67,BRD-K41260949
4137,2736,Menstruation irregular,0.67,BRD-K41260949
4138,2736,Dermatitis bullous,0.67,BRD-K41260949
4139,2736,Drug interaction,0.67,BRD-K41260949
4140,2736,Tooth abscess,0.67,BRD-K41260949
4141,2736,Vaginal inflammation,0.67,BRD-K41260949
4142,2736,Growth retardation,0.66,BRD-K41260949
4143,2736,Depressed level of consciousness,0.66,BRD-K41260949
4144,2736,Viral infection,0.66,BRD-K41260949
4145,2736,Drug withdrawal syndrome,0.66,BRD-K41260949
4146,2736,Pruritus generalised,0.66,BRD-K41260949
4147,2736,Gingival bleeding,0.66,BRD-K41260949
4148,2736,Injection site inflammation,0.66,BRD-K41260949
4149,2736,Pancreatitis acute,0.66,BRD-K41260949
4150,2736,Encephalopathy,0.66,BRD-K41260949
4151,2736,Photophobia,0.66,BRD-K41260949
4152,2736,Hepatic enzyme increased,0.66,BRD-K41260949
4153,2736,Dysarthria,0.66,BRD-K41260949
4154,2736,Amblyopia,0.66,BRD-K41260949
4155,2736,Amylase increased,0.66,BRD-K41260949
4156,2736,Personality disorder,0.66,BRD-K41260949
4157,2736,Furuncle,0.66,BRD-K41260949
4158,2736,Atrophy,0.66,BRD-K41260949
4159,2736,Congenital anomaly,0.65,BRD-K41260949
4160,2736,Porphyria,0.65,BRD-K41260949
4161,2736,Injection site pain,0.65,BRD-K41260949
4162,2736,Renal impairment,0.65,BRD-K41260949
4163,2736,Erythema nodosum,0.65,BRD-K41260949
4164,2736,Nephropathy,0.65,BRD-K41260949
4165,2736,Dementia,0.65,BRD-K41260949
4166,2736,Cyst,0.65,BRD-K41260949
4167,2736,Seborrhoeic dermatitis,0.65,BRD-K41260949
4168,2736,Faecal incontinence,0.65,BRD-K41260949
4169,2736,Hepatic cirrhosis,0.64,BRD-K41260949
4170,2736,Injection site reaction,0.64,BRD-K41260949
4171,2736,Tooth disorder,0.64,BRD-K41260949
4172,2736,Ovarian disorder,0.64,BRD-K41260949
4173,2736,Muscle rigidity,0.64,BRD-K41260949
4174,2736,Enuresis,0.64,BRD-K41260949
4175,2736,Hyperreflexia,0.64,BRD-K41260949
4176,2736,Lymphocytosis,0.63,BRD-K41260949
4177,2736,Tardive dyskinesia,0.63,BRD-K41260949
4178,2736,Emotional distress,0.63,BRD-K41260949
4179,2736,Ear disorder,0.63,BRD-K41260949
4180,2736,Hypoproteinaemia,0.63,BRD-K41260949
4181,2736,Thyroid disorder,0.63,BRD-K41260949
4182,2736,Adenoma benign,0.63,BRD-K41260949
4183,2736,Bleeding time prolonged,0.62,BRD-K41260949
4184,2736,Cutaneous vasculitis,0.62,BRD-K41260949
4185,2736,Fasting,0.62,BRD-K41260949
4186,2736,Teratogenicity,0.62,BRD-K41260949
4187,2716,Nausea,0.97,BRD-K41524689
4188,2716,Pruritus,0.93,BRD-K41524689
4189,2716,Diarrhoea,0.92,BRD-K41524689
4190,2716,Rash,0.92,BRD-K41524689
4191,2716,Abdominal pain,0.9,BRD-K41524689
4192,2716,Vomiting,0.9,BRD-K41524689
4193,2716,Hypersensitivity,0.9,BRD-K41524689
4194,2716,Oedema,0.87,BRD-K41524689
4195,2716,Dyspnoea,0.87,BRD-K41524689
4196,2716,Anaemia,0.84,BRD-K41524689
4197,2716,Hypotension,0.82,BRD-K41524689
4198,2716,Tachycardia,0.81,BRD-K41524689
4199,2716,Constipation,0.8,BRD-K41524689
4200,2716,Insomnia,0.8,BRD-K41524689
4201,2716,Hypertension,0.79,BRD-K41524689
4202,2716,Oedema peripheral,0.78,BRD-K41524689
4203,2716,Mental disorder,0.78,BRD-K41524689
4204,2716,Pulmonary oedema,0.78,BRD-K41524689
4205,2716,Anxiety,0.76,BRD-K41524689
4206,2716,Gastrointestinal disorder,0.76,BRD-K41524689
4207,2716,Fatigue,0.75,BRD-K41524689
4208,2716,Connective tissue disorder,0.75,BRD-K41524689
4209,2716,Hypokalaemia,0.75,BRD-K41524689
4210,2716,Muscle spasms,0.74,BRD-K41524689
4211,2716,Agitation,0.74,BRD-K41524689
4212,2716,Oliguria,0.74,BRD-K41524689
4213,2716,Nervous system disorder,0.73,BRD-K41524689
4214,2716,Cardiac disorder,0.71,BRD-K41524689
4215,2716,Wheezing,0.71,BRD-K41524689
4216,2716,Mediastinal disorder,0.71,BRD-K41524689
4217,2716,Urinary tract disorder,0.7,BRD-K41524689
4218,2716,Aspartate aminotransferase increased,0.7,BRD-K41524689
4219,2716,Effusion,0.68,BRD-K41524689
4220,2716,Pleural effusion,0.67,BRD-K41524689
4221,2716,Angiopathy,0.67,BRD-K41524689
4222,2716,Hypoxia,0.67,BRD-K41524689
4223,2716,Pleural disorder,0.66,BRD-K41524689
4224,2716,Hypomagnesaemia,0.66,BRD-K41524689
4225,2716,Pain in extremity,0.66,BRD-K41524689
4226,2716,Atelectasis,0.66,BRD-K41524689
4227,2716,Periorbital oedema,0.65,BRD-K41524689
4228,2716,Injection site pain,0.65,BRD-K41524689
4229,2716,Stridor,0.64,BRD-K41524689
4230,2716,Trismus,0.64,BRD-K41524689
4231,2716,Breath sounds abnormal,0.63,BRD-K41524689
4232,2716,Fluid overload,0.63,BRD-K41524689
4233,2716,Hypophosphataemia,0.63,BRD-K41524689
4234,2716,Hypoalbuminaemia,0.61,BRD-K41524689
4235,2837,Vomiting,0.92,BRD-K41996876
4236,2837,Nausea,0.92,BRD-K41996876
4237,2837,Headache,0.81,BRD-K41996876
4238,2837,Dizziness,0.75,BRD-K41996876
4239,2837,Rash,0.75,BRD-K41996876
4240,2837,Dyspnoea,0.74,BRD-K41996876
4241,2837,Oedema,0.73,BRD-K41996876
4242,2837,Infection,0.72,BRD-K41996876
4243,2837,Pruritus,0.7,BRD-K41996876
4244,2837,Urticaria,0.67,BRD-K41996876
4245,2837,Fatigue,0.66,BRD-K41996876
4246,2837,Dyspepsia,0.66,BRD-K41996876
4247,2837,Palpitations,0.61,BRD-K41996876
4248,2837,Hyperhidrosis,0.59,BRD-K41996876
4249,2837,Paraesthesia,0.57,BRD-K41996876
4250,2837,Body temperature increased,0.57,BRD-K41996876
4251,2837,Diarrhoea,0.55,BRD-K41996876
4252,2837,Somnolence,0.54,BRD-K41996876
4253,2837,Pain,0.54,BRD-K41996876
4254,2837,Erythema,0.53,BRD-K41996876
4255,2837,Malaise,0.53,BRD-K41996876
4256,2746,Nausea,0.95,BRD-K43149758
4257,2746,Rash,0.94,BRD-K43149758
4258,2746,Headache,0.87,BRD-K43149758
4259,2746,Dizziness,0.78,BRD-K43149758
4260,2746,Pain,0.74,BRD-K43149758
4261,2746,Pruritus,0.72,BRD-K43149758
4262,2746,Urticaria,0.72,BRD-K43149758
4263,2746,Oedema,0.7,BRD-K43149758
4264,2746,Insomnia,0.69,BRD-K43149758
4265,2746,Abdominal pain,0.65,BRD-K43149758
4266,2746,Asthenia,0.65,BRD-K43149758
4267,2746,Vomiting,0.64,BRD-K43149758
4268,2746,Diarrhoea,0.63,BRD-K43149758
4269,2746,Vertigo,0.61,BRD-K43149758
4270,2746,Paraesthesia,0.59,BRD-K43149758
4271,2746,Pneumonia,0.56,BRD-K43149758
4272,2746,Hypotension,0.56,BRD-K43149758
4273,2746,Hypersensitivity,0.55,BRD-K43149758
4274,2746,Malaise,0.54,BRD-K43149758
4275,2746,Syncope,0.54,BRD-K43149758
4276,2746,Thrombocytopenia,0.53,BRD-K43149758
4277,2746,Infection,0.5,BRD-K43149758
4278,2746,Arthralgia,0.5,BRD-K43149758
4279,2765,Headache,0.86,BRD-K43236057
4280,2765,Nausea,0.86,BRD-K43236057
4281,2765,Rash,0.84,BRD-K43236057
4282,2765,Pain,0.83,BRD-K43236057
4283,2765,Diarrhoea,0.82,BRD-K43236057
4284,2765,Vomiting,0.81,BRD-K43236057
4285,2765,Dizziness,0.72,BRD-K43236057
4286,2765,Pruritus,0.67,BRD-K43236057
4287,2765,Paraesthesia,0.66,BRD-K43236057
4288,2765,Decreased appetite,0.61,BRD-K43236057
4289,2765,Hyperhidrosis,0.61,BRD-K43236057
4290,2765,Tachycardia,0.6,BRD-K43236057
4291,2765,Infection,0.6,BRD-K43236057
4292,2765,Anxiety,0.6,BRD-K43236057
4293,2765,Hypersensitivity,0.6,BRD-K43236057
4294,2765,Insomnia,0.59,BRD-K43236057
4295,2765,Urticaria,0.58,BRD-K43236057
4296,2765,Thrombocytopenia,0.58,BRD-K43236057
4297,2765,Haemorrhage,0.58,BRD-K43236057
4298,2765,Malaise,0.56,BRD-K43236057
4299,2765,Asthenia,0.55,BRD-K43236057
4300,2765,Hypotension,0.55,BRD-K43236057
4301,2765,Fatigue,0.55,BRD-K43236057
4302,2765,Dyspepsia,0.54,BRD-K43236057
4303,2765,Somnolence,0.52,BRD-K43236057
4304,2756,Rash,0.93,BRD-K44495371
4305,2756,Nausea,0.8,BRD-K44495371
4306,2756,Pain,0.79,BRD-K44495371
4307,2756,Hypersensitivity,0.78,BRD-K44495371
4308,2756,Diarrhoea,0.77,BRD-K44495371
4309,2756,Vomiting,0.76,BRD-K44495371
4310,2756,Abdominal pain,0.73,BRD-K44495371
4311,2756,Infection,0.72,BRD-K44495371
4312,2756,Oedema,0.72,BRD-K44495371
4313,2756,Urticaria,0.68,BRD-K44495371
4314,2756,Headache,0.66,BRD-K44495371
4315,2756,Pruritus,0.64,BRD-K44495371
4316,2756,Thrombocytopenia,0.63,BRD-K44495371
4317,2756,Hypotension,0.61,BRD-K44495371
4318,2756,Body temperature increased,0.58,BRD-K44495371
4319,2756,Asthenia,0.58,BRD-K44495371
4320,2756,Arthralgia,0.58,BRD-K44495371
4321,2756,Erythema,0.57,BRD-K44495371
4322,2756,Somnolence,0.57,BRD-K44495371
4323,2756,Confusional state,0.57,BRD-K44495371
4324,2756,Alopecia,0.56,BRD-K44495371
4325,2756,Hypertension,0.56,BRD-K44495371
4326,2756,Hyperhidrosis,0.55,BRD-K44495371
4327,2756,Convulsion,0.55,BRD-K44495371
4328,2756,Dizziness,0.54,BRD-K44495371
4329,2756,Tachycardia,0.52,BRD-K44495371
4330,2756,Decreased appetite,0.52,BRD-K44495371
4331,2756,Malaise,0.51,BRD-K44495371
4332,3292,Nausea,0.95,BRD-K44497846
4333,3292,Vomiting,0.89,BRD-K44497846
4334,3292,Pain,0.86,BRD-K44497846
4335,3292,Rash,0.85,BRD-K44497846
4336,3292,Headache,0.83,BRD-K44497846
4337,3292,Dizziness,0.78,BRD-K44497846
4338,3292,Hypersensitivity,0.78,BRD-K44497846
4339,3292,Pruritus,0.73,BRD-K44497846
4340,3292,Oedema,0.71,BRD-K44497846
4341,3292,Somnolence,0.69,BRD-K44497846
4342,3292,Diarrhoea,0.69,BRD-K44497846
4343,3292,Abdominal pain,0.62,BRD-K44497846
4344,3292,Thrombocytopenia,0.62,BRD-K44497846
4345,3292,Body temperature increased,0.59,BRD-K44497846
4346,3292,Urticaria,0.57,BRD-K44497846
4347,3292,Ulcer,0.57,BRD-K44497846
4348,3292,Hypotension,0.57,BRD-K44497846
4349,3292,Asthenia,0.56,BRD-K44497846
4350,3292,Infection,0.56,BRD-K44497846
4351,3292,Fatigue,0.56,BRD-K44497846
4352,3292,Convulsion,0.55,BRD-K44497846
4353,3292,Malaise,0.54,BRD-K44497846
4354,3292,Anaemia,0.52,BRD-K44497846
4355,3292,Insomnia,0.52,BRD-K44497846
4356,3292,Constipation,0.51,BRD-K44497846
4357,2859,Rash,0.8,BRD-K45252063
4358,2859,Dizziness,0.78,BRD-K45252063
4359,2859,Vomiting,0.74,BRD-K45252063
4360,2859,Headache,0.73,BRD-K45252063
4361,2859,Pruritus,0.7,BRD-K45252063
4362,2859,Dyspepsia,0.66,BRD-K45252063
4363,2859,Urticaria,0.63,BRD-K45252063
4364,2859,Abdominal pain,0.62,BRD-K45252063
4365,2859,Tachycardia,0.61,BRD-K45252063
4366,2859,Constipation,0.61,BRD-K45252063
4367,2859,Oedema,0.6,BRD-K45252063
4368,2859,Nausea,0.59,BRD-K45252063
4369,2859,Body temperature increased,0.58,BRD-K45252063
4370,2859,Decreased appetite,0.57,BRD-K45252063
4371,2859,Pancreatitis,0.55,BRD-K45252063
